surface,chambres,sdb,etage,location,prix
Not Specified,2 chambres,1 sdb,Étage 4,"Centre, Fès",Not Specified
Not Specified,3 chambres,Not Specified,Rez de chaussée,"Centre, Fès",Not Specified
135 m²,3 chambres,2 sdbs,Étage 1,"Route de Sefrou, Fès",Not Specified
112 m²,3 chambres,2 sdbs,Étage 2,"Route Ain Chkaf, Fès",650 000
Not Specified,5 chambres,2 sdbs,Étage 1,"Champ de course, Fès",1 200 000
150 m²,3 chambres,2 sdbs,Étage 2,"Oued Fès, Fès",780 000
60 m²,3 chambres,1 sdb,Étage 2,"Route de Sefrou, Fès",30
101 m²,3 chambres,2 sdbs,Étage 1,"Oued Fès, Fès",570 000
96 m²,2 chambres,0 sdb,Étage 3,"Autre secteur, Fès",400 000
Not Specified,1 chambre,Not Specified,Étage 4,"Ben Debbab, Fès",65 000
80 m²,3 chambres,1 sdb,Étage 1,"Saies, Fès",Not Specified
112 m²,3 chambres,2 sdbs,Étage 1,"Agdal, Fès",670 000
101 m²,3 chambres,2 sdbs,Étage 1,"Oued Fès, Fès",570 000
85 m²,3 chambres,2 sdbs,Étage 4,"Route Ain Chkaf, Fès",Not Specified
80 m²,2 chambres,1 sdb,Étage 1,"Ben Souda, Fès",420 000
170 m²,3 chambres,3 sdbs,Étage 2,"Agdal, Fès",850 000
89 m²,3 chambres,2 sdbs,Étage 2,"Hay Riad, Fès",430 000
100 m²,2 chambres,1 sdb,Rez de chaussée,"Route d'Immouzere, Fès",390 000
Not Specified,3 chambres,Not Specified,Étage 1,"Centre, Fès",79
122 m²,3 chambres,2 sdbs,Étage 3,"Narjis, Fès",680 000
180 m²,4 chambres,3 sdbs,Étage 3,"Route de Sefrou, Fès",1 200 000
65 m²,2 chambres,1 sdb,Rez de chaussée,"Autre secteur, Fès",255 000
90 m²,3 chambres,2 sdbs,Rez de chaussée,"Oued Fès, Fès",490 000
134 m²,3 chambres,2 sdbs,Étage 4,"Autre secteur, Fès",830 000
159 m²,3 chambres,2 sdbs,Étage 5,"Centre, Fès",1 150 000
45 m²,1 chambre,1 sdb,Étage 4,"Ben Debbab, Fès",65 000
100 m²,2 chambres,3 sdbs,Étage 2,"Ben Souda, Fès",430 000
Not Specified,2 chambres,1 sdb,Étage 2,"Oued Fès, Fès",400 000
16 m²,3 chambres,2 sdbs,Étage 2,"Narjis, Fès",580 000
89 m²,3 chambres,1 sdb,Étage 2,"Hay Riad, Fès",430 000
140 m²,3 chambres,2 sdbs,Étage 1,"Fes Jdid, Fès",Not Specified
95 m²,2 chambres,1 sdb,Étage 1,"Saies, Fès",500 000
100 m²,2 chambres,1 sdb,Étage 3,"Route Ain Chkaf, Fès",47 000
86 m²,2 chambres,2 sdbs,Étage 2,"Mont fleuri, Fès",47
116 m²,3 chambres,2 sdbs,Étage 4,"Oued Fès, Fès",520 000
121 m²,3 chambres,2 sdbs,Étage 1,"Ain Amiyer, Fès",720 000
83 m²,2 chambres,2 sdbs,Étage 2,"Ben Souda, Fès",330 000
70 m²,2 chambres,1 sdb,Étage 4,"Ben Souda, Fès",300 000
102 m²,4 chambres,2 sdbs,Étage 3,"Route Ain Chkaf, Fès",750 000
121 m²,3 chambres,2 sdbs,Étage 1,"Ain Amiyer, Fès",720 000
100 m²,3 chambres,1 sdb,Étage 4,"Fes Jdid, Fès",27
Not Specified,3 chambres,0 sdb,Étage 1,"Mont Fleuri 2, Fès",680 000
90 m²,3 chambres,2 sdbs,Rez de chaussée,"Fès Médina, Fès",420 000
100 m²,2 chambres,1 sdb,Étage 1,"Ouled Tayeb, Fès",300 000
100 m²,3 chambres,2 sdbs,Étage 2,"Tghat, Fès",520 000
92 m²,2 chambres,1 sdb,Étage 4,"Saies, Fès",390 000
110 m²,3 chambres,1 sdb,Étage 3,"Route Ain Chkaf, Fès",600 000
70 m²,2 chambres,1 sdb,Étage 1,"Zouagha, Fès",180 000
100 m²,3 chambres,1 sdb,Not Specified,"Al Hadiqa, Fès",Not Specified
60 m²,2 chambres,1 sdb,Étage 3,"Ain Amiyer, Fès",370 000
126 m²,3 chambres,1 sdb,Étage 4,"Route de Sefrou, Fès",670 000
114 m²,4 chambres,3 sdbs,Rez de chaussée,"Route Ain Chkaf, Fès",500 000
Not Specified,2 chambres,2 sdbs,Rez de chaussée,"Agdal, Fès",360 000
100 m²,2 chambres,1 sdb,Étage 4,"Fès Médina, Fès",260
100 m²,2 chambres,0 sdb,Étage 4,"Fes Jdid, Fès",26
Not Specified,Not Specified,Not Specified,Not Specified,"Oued Fès, Fès",850
127 m²,3 chambres,2 sdbs,Étage 2,"Autre secteur, Fès",800 000
107 m²,2 chambres,2 sdbs,Étage 2,"Ben Souda, Fès",350 000
100 m²,2 chambres,1 sdb,Étage 1,"Ben Souda, Fès",19
139 m²,3 chambres,3 sdbs,Étage 3,"Centre, Fès",72
94 m²,2 chambres,2 sdbs,Étage 2,"Autre secteur, Fès",46
93 m²,2 chambres,2 sdbs,Étage 2,"Zouagha, Fès",680 000
93 m²,2 chambres,2 sdbs,Étage 2,"Zouagha, Fès",680 000
138 m²,3 chambres,2 sdbs,Étage 1,"Oued Fès, Fès",750 000
105 m²,3 chambres,1 sdb,Étage 3,"Oued Fès, Fès",600 000
131 m²,3 chambres,3 sdbs,Étage 1,"Oued Fès, Fès",820 000
Not Specified,Not Specified,Not Specified,Not Specified,Fès,250
80 m²,2 chambres,2 sdbs,Étage 1,"Ouled Tayeb, Fès",Not Specified
156 m²,4 chambres,2 sdbs,Étage 1,"Saies, Fès",650 000
70 m²,2 chambres,1 sdb,Étage 3,"Hay Saada, Fès",380 000
80 m²,3 chambres,2 sdbs,Étage 3,"Oued Fès, Fès",Not Specified
100 m²,2 chambres,1 sdb,Étage 1,"Ben Souda, Fès",19
130 m²,3 chambres,2 sdbs,Étage 2,"Ain Amiyer, Fès",800 000
75 m²,2 chambres,0 sdb,Étage 3,"Ben Souda, Fès",Not Specified
50 m²,2 chambres,1 sdb,Rez de chaussée,"Ben Souda, Fès",160 000
45 m²,1 chambre,1 sdb,Étage 4,"Ben Debbab, Fès",70 000
90 m²,2 chambres,1 sdb,Étage 1,"Narjis, Fès",500 000
50 m²,1 chambre,1 sdb,Rez de chaussée,"Agdal, Fès",290 000
Not Specified,3 chambres,2 sdbs,Étage 1,"Route Ain Chkaf, Fès",770 000
77 m²,3 chambres,1 sdb,Étage 1,"Hay Atlas, Fès",480 000
151 m²,2 chambres,2 sdbs,Étage 1,"Hay Riad, Fès",520 000
Not Specified,2 chambres,1 sdb,Étage 1,"Oued Fès, Fès",Not Specified
Not Specified,1 chambre,1 sdb,Rez de chaussée,"Lyrac, Fès",400 000
Not Specified,Not Specified,Not Specified,Not Specified,"Autre secteur, Fès",240 000
58 m²,3 chambres,2 sdbs,Étage 2,"Autre secteur, Fès",250 000
70 m²,2 chambres,1 sdb,Étage 2,"Narjis, Fès",450 000
96 m²,3 chambres,2 sdbs,Not Specified,"Route Ain Chkaf, Fès",Not Specified
89 m²,1 chambre,2 sdbs,Étage 1,"Al Hadiqa, Fès",460 000
145 m²,3 chambres,2 sdbs,Étage 2,"Centre, Fès",950 000
95 m²,3 chambres,2 sdbs,Étage 1,"Route Ain Chkaf, Fès",600 000
150 m²,2 chambres,3 sdbs,Étage 1,"Agdal, Fès",7 500
140 m²,3 chambres,2 sdbs,Étage 2,"Autre secteur, Fès",600 000
130 m²,3 chambres,2 sdbs,Étage 2,"Ain Amiyer, Fès",800 000
130 m²,3 chambres,3 sdbs,Étage 1,"Route Ain Chkaf, Fès",780 000
Not Specified,4 chambres,Not Specified,Étage 1,"Autre secteur, Fès",1 100 000
84 m²,3 chambres,2 sdbs,Étage 4,"Autre secteur, Fès",600 000
40 m²,2 chambres,1 sdb,Étage 1,"Ain kadous, Fès",195 000
188 m²,4 chambres,2 sdbs,Étage 1,"Agdal, Fès",1 250 000
80 m²,2 chambres,2 sdbs,Étage 4,"Narjis, Fès",370 000
60 m²,2 chambres,1 sdb,Étage 2,"Autre secteur, Fès",210 000
Not Specified,1 chambre,1 sdb,Rez de chaussée,"Route de Sefrou, Fès",410 000
60 m²,2 chambres,2 sdbs,Étage 1,"Zouagha, Fès",180 000
100 m²,2 chambres,1 sdb,Étage 1,"Hay Saada, Fès",580 000
Not Specified,3 chambres,3 sdbs,Étage 4,"Champ de course, Fès",1 450 000
12685000 m²,3 chambres,2 sdbs,Étage 1,"Route de Sefrou, Fès",850 000
80 m²,3 chambres,1 sdb,Étage 2,"Autre secteur, Fès",200 000
66 m²,2 chambres,1 sdb,Étage 1,"Zouagha, Fès",180 000
138 m²,2 chambres,2 sdbs,Étage 1,"Route d'Immouzere, Fès",79
80 m²,2 chambres,1 sdb,Étage 1,"Autre secteur, Fès",370 000
156 m²,2 chambres,2 sdbs,Étage 1,"Agdal, Fès",Not Specified
Not Specified,2 chambres,1 sdb,Étage 1,"Ain kadous, Fès",380 000
90 m²,2 chambres,1 sdb,Étage 2,"Centre, Fès",250 000
90 m²,2 chambres,2 sdbs,Étage 1,"Ouled Tayeb, Fès",340 000
75 m²,2 chambres,2 sdbs,Not Specified,"Autre secteur, Fès",Not Specified
75 m²,2 chambres,2 sdbs,Not Specified,"Fès Médina, Fès",Not Specified
60 m²,2 chambres,2 sdbs,Étage 1,"Mont Fleuri 2, Fès",Not Specified
142 m²,2 chambres,2 sdbs,Étage 4,"Centre, Fès",720 000
100 m²,3 chambres,2 sdbs,Rez de chaussée,"Champ de course, Fès",1 000 000
90 m²,2 chambres,1 sdb,Rez de chaussée,"Ouled Tayeb, Fès",295
109 m²,2 chambres,2 sdbs,Étage 1,"Hay Saada, Fès",560 000
95 m²,3 chambres,2 sdbs,Étage 2,"Route Ain Chkaf, Fès",780 000
Not Specified,3 chambres,2 sdbs,Rez de chaussée,"Mont fleuri, Fès",600 000
102 m²,3 chambres,2 sdbs,Étage 3,"Route Ain Chkaf, Fès",770 000
Not Specified,2 chambres,1 sdb,Étage 1,"Fès Médina, Fès",35
Not Specified,3 chambres,2 sdbs,Étage 1,"Autre secteur, Fès",Not Specified
80 m²,2 chambres,2 sdbs,Étage 1,"Autre secteur, Fès",Not Specified
Not Specified,3 chambres,1 sdb,Étage 2,"Ben Souda, Fès",330 000
93 m²,3 chambres,1 sdb,Étage 3,"Hay Ouifak, Fès",350
100 m²,3 chambres,2 sdbs,Rez de chaussée,"Oued Fès, Fès",450 000
Not Specified,1 chambre,1 sdb,Étage 1,"Dher Lkhmiss, Fès",Not Specified
Not Specified,2 chambres,2 sdbs,Étage 1,"Autre secteur, Fès",Not Specified
100 m²,3 chambres,2 sdbs,Étage 1,"Fès Médina, Fès",Not Specified
69 m²,2 chambres,2 sdbs,Étage 2,"Narjis, Fès",410 000
75 m²,2 chambres,2 sdbs,Étage 3,"Zouagha, Fès",230 000
Not Specified,3 chambres,2 sdbs,Étage 1,"Route Ain Chkaf, Fès",1 150 000
Not Specified,3 chambres,1 sdb,Étage 1,"Route Ain Chkaf, Fès",950 000
114 m²,3 chambres,1 sdb,Étage 1,"Route Ain Chkaf, Fès",950 000
168 m²,3 chambres,3 sdbs,Étage 3,"Narjis, Fès",Not Specified
56 m²,1 chambre,1 sdb,Étage 1,"Mont Fleuri 2, Fès",3 200 000
100 m²,2 chambres,1 sdb,Étage 2,"Narjis, Fès",450 000
Not Specified,4 chambres,2 sdbs,Étage 3,"Jnan El ward, Fès",Not Specified
70 m²,1 chambre,1 sdb,Rez de chaussée,"Autre secteur, Fès",280 000
Not Specified,3 chambres,2 sdbs,Étage 1,"Autre secteur, Fès",Not Specified
84 m²,2 chambres,1 sdb,Étage 2,"Ben Souda, Fès",360
22 m²,2 chambres,2 sdbs,Étage 1,"Saies, Fès",Not Specified
167 m²,3 chambres,2 sdbs,Étage 1,"Autre secteur, Fès",950 000
80 m²,2 chambres,1 sdb,Étage 1,"Narjis, Fès",420 000
Not Specified,Not Specified,Not Specified,Not Specified,Fès,Not Specified
Not Specified,3 chambres,2 sdbs,Étage 2,"Route Ain Chkaf, Fès",700 000
76 m²,2 chambres,1 sdb,Étage 2,"Autre secteur, Fès",15
43 m²,2 chambres,1 sdb,Étage 2,"Ben Souda, Fès",130 000
50 m²,2 chambres,1 sdb,Étage 1,"Narjis, Fès",350 000
Not Specified,3 chambres,2 sdbs,Étage 1,"Ben Souda, Fès",300 000
76 m²,2 chambres,2 sdbs,Étage 4,"Narjis, Fès",4 000 000
83 m²,3 chambres,1 sdb,Étage 2,"Oued Fès, Fès",260 000
64 m²,2 chambres,1 sdb,Étage 2,"Hay Atlas, Fès",350 000
65 m²,2 chambres,1 sdb,Étage 2,"Zouagha, Fès",310 000
0 m²,2 chambres,2 sdbs,Not Specified,"Aaouinat Hajjaj, Fès",165 000
160 m²,3 chambres,1 sdb,Étage 2,"Narjis, Fès",900 000
120 m²,3 chambres,2 sdbs,Étage 2,"Route Ain Chkaf, Fès",Not Specified
120 m²,3 chambres,2 sdbs,Étage 2,"Fès Médina, Fès",Not Specified
Not Specified,3 chambres,2 sdbs,Not Specified,"Hay Riad, Fès",Not Specified
150 m²,2 chambres,2 sdbs,Étage 1,"Centre, Fès",700 000
220 m²,3 chambres,2 sdbs,Not Specified,"Hay Saada, Fès",900 000
5000 m²,5 chambres,0 sdb,Rez de chaussée,"Fès Médina, Fès",Not Specified
83 m²,3 chambres,0 sdb,Étage 1,"Al Hadiqa, Fès",440 000
98 m²,2 chambres,1 sdb,Étage 2,"Autre secteur, Fès",600 000
84 m²,3 chambres,1 sdb,Étage 2,"Autre secteur, Fès",370 000
Not Specified,Not Specified,Not Specified,Not Specified,"Oued Fès, Fès",3 300
71 m²,2 chambres,2 sdbs,Étage 4,"Narjis, Fès",360 000
Not Specified,2 chambres,2 sdbs,Étage 2,"Route Ain Chkaf, Fès",490 000
184 m²,3 chambres,3 sdbs,Étage 6,"Champ de course, Fès",Not Specified
Not Specified,2 chambres,2 sdbs,Étage 3,"Narjis, Fès",Not Specified
144 m²,2 chambres,1 sdb,Étage 2,"Agdal, Fès",620 000
Not Specified,2 chambres,2 sdbs,Étage 2,"Agdal, Fès",620 000
120 m²,3 chambres,1 sdb,Étage 4,"Oued Fès, Fès",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,"Al Hadiqa, Fès",6 000
178 m²,3 chambres,2 sdbs,Étage 1,"Route d'Immouzere, Fès",Not Specified
Not Specified,2 chambres,1 sdb,Étage 1,"Ouled Tayeb, Fès",235 000
75 m²,2 chambres,2 sdbs,Étage 1,"Ben Souda, Fès",33
82 m²,2 chambres,2 sdbs,Étage 3,"Narjis, Fès",Not Specified
90 m²,2 chambres,1 sdb,Étage 1,"Route de Sefrou, Fès",29
145 m²,3 chambres,2 sdbs,Étage 4,"Route de Sefrou, Fès",790 000
90 m²,2 chambres,2 sdbs,Étage 1,"Narjis, Fès",500 000
70 m²,2 chambres,1 sdb,Étage 3,"Dher Lkhmiss, Fès",22
204 m²,3 chambres,3 sdbs,Étage 3,"Agdal, Fès",1 600 000
120 m²,5 chambres,2 sdbs,Étage 2,"Ouled Tayeb, Fès",480 000
145 m²,4 chambres,2 sdbs,Étage 1,"Route d'Immouzere, Fès",110
74 m²,2 chambres,2 sdbs,Étage 4,"Narjis, Fès",380 000
120 m²,3 chambres,2 sdbs,Étage 1,"Fes Jdid, Fès",800 000
130 m²,3 chambres,2 sdbs,Rez de chaussée,"Agdal, Fès",690 000
53 m²,2 chambres,1 sdb,Étage 4,"Centre, Fès",430 000
135 m²,3 chambres,2 sdbs,Étage 1,"Route Ain Chkaf, Fès",800 000
129 m²,3 chambres,2 sdbs,Étage 4,"Agdal, Fès",1 150 000
Not Specified,3 chambres,2 sdbs,Étage 2,"Agdal, Fès",560 000
60 m²,2 chambres,1 sdb,Étage 4,"Route Ain Chkaf, Fès",130 000
85 m²,3 chambres,2 sdbs,Rez de chaussée,"Route Ain Chkaf, Fès",7 000
75 m²,2 chambres,2 sdbs,Étage 4,"Oued Fès, Fès",Not Specified
55 m²,1 chambre,1 sdb,Étage 3,"Route d'Immouzere, Fès",240 000
71 m²,2 chambres,2 sdbs,Étage 2,"Sidi Brahim, Fès",330 000
130 m²,3 chambres,2 sdbs,Étage 6,"Autre secteur, Fès",1 430 000
91 m²,3 chambres,2 sdbs,Rez de chaussée,"Narjis, Fès",6 800 000
90 m²,3 chambres,2 sdbs,Étage 2,"Fès Médina, Fès",27
70 m²,1 chambre,1 sdb,Étage 1,"Ouled Tayeb, Fès",190 500
Not Specified,2 chambres,1 sdb,Étage 3,"Zouagha, Fès",130 000
91 m²,3 chambres,2 sdbs,Étage 1,"Route Ain Chkaf, Fès",720 000
60 m²,2 chambres,1 sdb,Étage 4,"Ben Souda, Fès",250 000
84 m²,2 chambres,2 sdbs,Étage 1,"Centre, Fès",Not Specified
84 m²,2 chambres,2 sdbs,Étage 1,"Centre, Fès",Not Specified
60 m²,2 chambres,1 sdb,Étage 1,"Ben Souda, Fès",310 000
136 m²,3 chambres,2 sdbs,Rez de chaussée,"Route Ain Chkaf, Fès",750 000
80 m²,3 chambres,2 sdbs,Étage 3,"Oued Fès, Fès",480 000
80 m²,2 chambres,2 sdbs,Étage 3,"Zouagha, Fès",18
124 m²,3 chambres,2 sdbs,Étage 4,"Route de Sefrou, Fès",770 000
138 m²,2 chambres,2 sdbs,Rez de chaussée,"Autre secteur, Fès",560 000
74 m²,2 chambres,2 sdbs,Étage 3,"Hay Riad, Fès",480 000
Not Specified,3 chambres,2 sdbs,Étage 1,"Route Ain Chkaf, Fès",Not Specified
145 m²,5 chambres,2 sdbs,Étage 1,"Route d'Immouzere, Fès",110
62 m²,1 chambre,1 sdb,Étage 3,"Hay Saada, Fès",110 000
Not Specified,2 chambres,2 sdbs,Étage 2,"Route Ain Chkaf, Fès",Not Specified
70 m²,2 chambres,2 sdbs,Étage 2,"Route d'Immouzere, Fès",550 000
70 m²,2 chambres,2 sdbs,Étage 2,"Route d'Immouzere, Fès",550 000
120 m²,3 chambres,1 sdb,Étage 1,"Centre, Fès",200 000
90 m²,3 chambres,2 sdbs,Rez de chaussée,"Ben Souda, Fès",Not Specified
100 m²,3 chambres,2 sdbs,Étage 1,"Route Ain Chkaf, Fès",Not Specified
254 m²,3 chambres,3 sdbs,Étage 5,"Centre, Fès",8 500
Not Specified,2 chambres,1 sdb,Étage 3,"Ain Amiyer, Fès",Not Specified
Not Specified,2 chambres,2 sdbs,Étage 1,"Al Hadiqa, Fès",Not Specified
70 m²,3 chambres,1 sdb,Étage 3,"Autre secteur, Fès",300 000
70 m²,2 chambres,0 sdb,Étage 2,"Route d'Immouzere, Fès",450 000
100 m²,2 chambres,2 sdbs,Étage 2,"Fès Médina, Fès",120 000
100 m²,2 chambres,2 sdbs,Étage 2,"Fès Médina, Fès",120 000
145 m²,3 chambres,3 sdbs,Étage 4,"Route d'Immouzere, Fès",100
Not Specified,1 chambre,1 sdb,Étage 1,"Autre secteur, Fès",160 000
183 m²,3 chambres,2 sdbs,Étage 2,"Centre, Fès",1 000 000
83 m²,3 chambres,2 sdbs,Étage 1,"Saies, Fès",42
50 m²,2 chambres,1 sdb,Étage 2,"Ouled Tayeb, Fès",Not Specified
246 m²,3 chambres,2 sdbs,Étage 1,"Autre secteur, Fès",1 280 000
50 m²,2 chambres,1 sdb,Étage 3,"Zouagha, Fès",175 000
50 m²,2 chambres,1 sdb,Étage 1,"Zouagha, Fès",200 000
50 m²,2 chambres,1 sdb,Étage 1,"Zouagha, Fès",190 000
62 m²,2 chambres,2 sdbs,Étage 2,"Al Hadiqa, Fès",420
Not Specified,2 chambres,Not Specified,Étage 2,"Al Hadiqa, Fès",Not Specified
61 m²,2 chambres,1 sdb,Étage 2,"Route Ain Chkaf, Fès",500 000
80 m²,1 chambre,1 sdb,Étage 1,"Ain Amiyer, Fès",450
Not Specified,2 chambres,2 sdbs,Rez de chaussée,"Tghat, Fès",330 000
Not Specified,3 chambres,1 sdb,Étage 1,"Ain Amiyer, Fès",Not Specified
77 m²,2 chambres,1 sdb,Étage 3,"Route Ain Chkaf, Fès",Not Specified
77 m²,3 chambres,1 sdb,Étage 2,"Autre secteur, Fès",510 000
170 m²,3 chambres,1 sdb,Rez de chaussée,"Laayoun, Fès",200
107 m²,2 chambres,1 sdb,Étage 4,"Autre secteur, Fès",540 000
78 m²,2 chambres,1 sdb,Étage 2,"Hay Mohammedi, Fès",310 000
136 m²,3 chambres,2 sdbs,Étage 3,"Route d'Immouzere, Fès",7 000
120 m²,3 chambres,3 sdbs,Étage 1,"Route Ain Chkaf, Fès",500 000
Not Specified,Not Specified,Not Specified,Not Specified,"Ouled Tayeb, Fès",300 000
Not Specified,2 chambres,1 sdb,Étage 3,"Zouagha, Fès",280 000
Not Specified,3 chambres,2 sdbs,Étage 2,"Centre, Fès",Not Specified
120 m²,3 chambres,Not Specified,Étage 2,"Agdal, Fès",870 000
125 m²,3 chambres,2 sdbs,Étage 1,"Route Ain Chkaf, Fès",800 000
329 m²,3 chambres,3 sdbs,Étage 3,"Champ de course, Fès",2 300 000
Not Specified,2 chambres,2 sdbs,Étage 4,"Oued Fès, Fès",46 000 000
97 m²,2 chambres,2 sdbs,Étage 2,"Narjis, Fès",520 000
95 m²,3 chambres,1 sdb,Étage 1,"Autre secteur, Fès",560 000
Not Specified,3 chambres,Not Specified,Étage 1,"Autre secteur, Fès",560 000
82 m²,2 chambres,2 sdbs,Étage 2,"Ain Amiyer, Fès",3 190 000
82 m²,2 chambres,2 sdbs,Étage 2,"Autre secteur, Fès",319 000
80 m²,2 chambres,2 sdbs,Étage 3,"Ben Souda, Fès",Not Specified
104 m²,3 chambres,2 sdbs,Étage 4,"Zouagha, Fès",Not Specified
77 m²,3 chambres,2 sdbs,Étage 2,"Route Ain Chkaf, Fès",510 000
90 m²,2 chambres,1 sdb,Étage 2,"Route de Sefrou, Fès",580 000
116 m²,2 chambres,2 sdbs,Étage 1,"Narjis, Fès",550 000
140 m²,3 chambres,2 sdbs,Étage 2,"Route Ain Chkaf, Fès",590 000
100 m²,2 chambres,1 sdb,Étage 2,"Route Ain Chkaf, Fès",590 000
110 m²,2 chambres,1 sdb,Étage 2,"Mont fleuri, Fès",520 000
65 m²,2 chambres,1 sdb,Étage 2,"Ouled Tayeb, Fès",90 000
128 m²,2 chambres,1 sdb,Étage 1,"Autre secteur, Fès",300 000
Not Specified,2 chambres,1 sdb,Étage 2,"Ben Souda, Fès",410 000
Not Specified,2 chambres,1 sdb,Étage 2,"Ben Souda, Fès",410 000
Not Specified,2 chambres,1 sdb,Étage 1,"Autre secteur, Fès",330 000
124 m²,2 chambres,2 sdbs,Étage 2,"Autre secteur, Fès",780 000
Not Specified,3 chambres,Not Specified,Étage 1,"Zouagha, Fès",380 000
92 m²,2 chambres,2 sdbs,Étage 1,"Oued Fès, Fès",420 000
Not Specified,3 chambres,2 sdbs,Étage 2,"Narjis, Fès",560 000
70 m²,2 chambres,1 sdb,Étage 4,"Agdal, Fès",250 000
110 m²,2 chambres,2 sdbs,Étage 1,"Autre secteur, Fès",700 000
74 m²,2 chambres,1 sdb,Étage 3,"Autre secteur, Fès",365 000
86 m²,2 chambres,1 sdb,Étage 4,"Autre secteur, Fès",420 000
144 m²,3 chambres,2 sdbs,Étage 3,"Autre secteur, Fès",760 000
275 m²,3 chambres,2 sdbs,Étage 3,"Autre secteur, Fès",1 800 000
244 m²,4 chambres,2 sdbs,Étage 3,"Autre secteur, Fès",1 900 000
200 m²,3 chambres,3 sdbs,Rez de chaussée,"Route d'Immouzere, Fès",Not Specified
Not Specified,3 chambres,2 sdbs,Étage 1,"Agdal, Fès",1 020 000
118 m²,2 chambres,2 sdbs,Étage 1,"Route Ain Chkaf, Fès",740 000
0 m²,3 chambres,2 sdbs,Rez de chaussée,"Narjis, Fès",Not Specified
Not Specified,2 chambres,Not Specified,Étage 3,"Ain Amiyer, Fès",3
143 m²,3 chambres,2 sdbs,Étage 1,"Oued Fès, Fès",800 000
98 m²,3 chambres,2 sdbs,Étage 1,"Oued Fès, Fès",540 000
119 m²,3 chambres,Not Specified,Étage 1,"Agdal, Fès",Not Specified
62 m²,1 chambre,1 sdb,Étage 3,"Hay Saada, Fès",390 000
86 m²,2 chambres,2 sdbs,Étage 2,"Mont fleuri, Fès",47
60 m²,1 chambre,1 sdb,Rez de chaussée,"Ouled Tayeb, Fès",160 000
70 m²,2 chambres,1 sdb,Étage 2,"Hay Riad, Fès",Not Specified
167 m²,3 chambres,2 sdbs,Étage 1,"Agdal, Fès",890 000
Not Specified,2 chambres,1 sdb,Étage 2,"Autre secteur, Fès",270 000
88 m²,3 chambres,1 sdb,Étage 2,"Route Ain Chkaf, Fès",370 000
Not Specified,3 chambres,2 sdbs,Rez de chaussée,"Agdal, Fès",1 450 000
98 m²,2 chambres,1 sdb,Étage 3,"Autre secteur, Fès",500 000
140 m²,4 chambres,3 sdbs,Rez de chaussée,"Route Ain Chkaf, Fès",70 000
Not Specified,1 chambre,Not Specified,Étage 4,"Aaouinat Hajjaj, Fès",120 000
101 m²,3 chambres,2 sdbs,Étage 1,"Oued Fès, Fès",590 000
114 m²,2 chambres,2 sdbs,Étage 3,"Ben Souda, Fès",500 000
59 m²,2 chambres,1 sdb,Étage 1,"Ben Souda, Fès",25
80 m²,2 chambres,2 sdbs,Étage 2,"Ouled Tayeb, Fès",Not Specified
77 m²,2 chambres,1 sdb,Étage 2,"Route Ain Chkaf, Fès",490 000
125 m²,3 chambres,2 sdbs,Étage 2,"Autre secteur, Fès",370 000
88 m²,2 chambres,1 sdb,Étage 1,"Fès Médina, Fès",280 000
84 m²,3 chambres,1 sdb,Étage 2,"Hay Riad, Fès",520 000
39 m²,1 chambre,0 sdb,Étage 1,"Ben Souda, Fès",190 000
39 m²,1 chambre,0 sdb,Étage 1,"Ben Souda, Fès",190 000
97 m²,3 chambres,2 sdbs,Étage 1,"Agdal, Fès",850 000
125 m²,3 chambres,2 sdbs,Étage 2,"Autre secteur, Fès",370 000
125 m²,3 chambres,2 sdbs,Étage 2,"Autre secteur, Fès",370 000
100 m²,3 chambres,2 sdbs,Étage 1,"Oued Fès, Fès",6 000
85 m²,3 chambres,2 sdbs,Étage 1,"Agdal, Fès",800 000
156 m²,3 chambres,3 sdbs,Rez de chaussée,"Route Ain Chkaf, Fès",800 000
96 m²,2 chambres,1 sdb,Étage 4,"Route Ain Chkaf, Fès",430 000
76 m²,2 chambres,1 sdb,Not Specified,"Sehb El Ward, Fès",13
129 m²,3 chambres,2 sdbs,Étage 2,"Route Ain Chkaf, Fès",Not Specified
150 m²,3 chambres,2 sdbs,Étage 2,"Autre secteur, Fès",1 000 000
Not Specified,2 chambres,2 sdbs,Étage 2,"Route d'Immouzere, Fès",Not Specified
88 m²,2 chambres,2 sdbs,Étage 1,"Route d'Immouzere, Fès",650 000
113 m²,3 chambres,1 sdb,Étage 1,"Hay Saada, Fès",690 000
80 m²,3 chambres,2 sdbs,Étage 3,"Autre secteur, Fès",265 000
Not Specified,3 chambres,2 sdbs,Étage 2,"Dar Mehrez, Fès",520 000
120 m²,2 chambres,2 sdbs,Étage 2,"Autre secteur, Fès",850 000
100 m²,2 chambres,2 sdbs,Étage 2,"Narjis, Fès",58
183 m²,3 chambres,3 sdbs,Étage 1,"Agdal, Fès",Not Specified
130 m²,3 chambres,2 sdbs,Étage 3,"Route Ain Chkaf, Fès",750 000
150 m²,2 chambres,1 sdb,Rez de chaussée,"Narjis, Fès",700 000
75 m²,2 chambres,1 sdb,Étage 1,"Route d'Immouzere, Fès",320 000
175 m²,3 chambres,2 sdbs,Étage 3,"Agdal, Fès",940 000
Not Specified,3 chambres,2 sdbs,Étage 2,"Autre secteur, Fès",360 000
