surface,chambres,sdb,etage,location,prix
86 m²,3 chambres,2 sdbs,Étage 2,"Jnan El ward, Fès",570 000
105360 m²,2 chambres,1 sdb,Étage 1,"Mont Fleuri 2, Fès",360 000
139 m²,3 chambres,3 sdbs,Étage 2,"Agdal, Fès",850 000
Not Specified,2 chambres,2 sdbs,Étage 4,"Narjis, Fès",Not Specified
86 m²,2 chambres,1 sdb,Étage 2,"Mont fleuri, Fès",340 000
130 m²,3 chambres,2 sdbs,Étage 4,"Narjis, Fès",Not Specified
167 m²,3 chambres,2 sdbs,Étage 2,"Route d'Immouzere, Fès",1 180 000
65 m²,2 chambres,2 sdbs,Étage 5,"Centre, Fès",620 000
184 m²,4 chambres,2 sdbs,Étage 1,"Ben Souda, Fès",600 000
Not Specified,3 chambres,2 sdbs,Rez de chaussée,"Route de Sefrou, Fès",400 000
77 m²,2 chambres,0 sdb,Étage 2,"Route Ain Chkaf, Fès",490 000
87 m²,2 chambres,1 sdb,Étage 3,"Oued Fès, Fès",530 000
56 m²,2 chambres,1 sdb,Étage 1,"Ain kadous, Fès",140 000
168 m²,3 chambres,2 sdbs,Not Specified,"Centre, Fès",900 000
95 m²,2 chambres,1 sdb,Étage 2,"Mont fleuri, Fès",430 000
Not Specified,3 chambres,3 sdbs,Étage 1,"Route d'Immouzere, Fès",Not Specified
112 m²,3 chambres,1 sdb,Étage 1,"Hay Saada, Fès",650 000
59 m²,2 chambres,1 sdb,Étage 1,"Ben Souda, Fès",25
156 m²,3 chambres,2 sdbs,Étage 4,"Champ de course, Fès",11 000
122 m²,3 chambres,3 sdbs,Étage 1,"Ain Amiyer, Fès",855 000
73 m²,3 chambres,2 sdbs,Rez de chaussée,"Ben Souda, Fès",430 000
Not Specified,2 chambres,Not Specified,Étage 3,"Route Ain Chkaf, Fès",Not Specified
Not Specified,2 chambres,1 sdb,Étage 5,"Ain Noqbi, Fès",50 000
108 m²,3 chambres,1 sdb,Étage 2,"Ben Souda, Fès",470 000
61 m²,2 chambres,2 sdbs,Étage 3,"Zouagha, Fès",170 000
76 m²,2 chambres,1 sdb,Étage 2,"Oued Fès, Fès",480 000
86 m²,3 chambres,2 sdbs,Étage 2,"Jnan El ward, Fès",5 700 000
80 m²,2 chambres,1 sdb,Étage 2,"Ben Souda, Fès",300 000
61 m²,2 chambres,2 sdbs,Étage 3,"Zouagha, Fès",170 000
Not Specified,2 chambres,1 sdb,Rez de chaussée,"Autre secteur, Fès",42
Not Specified,2 chambres,2 sdbs,Étage 4,Fès,250 000
70 m²,2 chambres,2 sdbs,Étage 3,"Narjis, Fès",380 000
Not Specified,3 chambres,2 sdbs,Étage 4,"Saies, Fès",730 000
102 m²,5 chambres,2 sdbs,Étage 3,"Route Ain Chkaf, Fès",740 000
126 m²,3 chambres,2 sdbs,Étage 1,"Autre secteur, Fès",50
104 m²,2 chambres,2 sdbs,Étage 2,"Route de Sefrou, Fès",Not Specified
62 m²,2 chambres,0 sdb,Rez de chaussée,"Route Ain Chkaf, Fès",Not Specified
Not Specified,2 chambres,2 sdbs,Rez de chaussée,"Ben Souda, Fès",290 000
150 m²,4 chambres,1 sdb,Rez de chaussée,"Route de Sefrou, Fès",670 000
Not Specified,2 chambres,2 sdbs,Étage 1,"Oued Fès, Fès",Not Specified
172 m²,3 chambres,2 sdbs,Étage 4,"Autre secteur, Fès",1 520 000
177 m²,3 chambres,2 sdbs,Not Specified,"Autre secteur, Fès",1 080 000
207 m²,3 chambres,2 sdbs,Étage 6,"Autre secteur, Fès",1 700 000
Not Specified,1 chambre,Not Specified,Rez de chaussée,"Hay Riad, Fès",440 000
112 m²,3 chambres,2 sdbs,Étage 3,"Route Ain Chkaf, Fès",870 000
86 m²,3 chambres,2 sdbs,Étage 3,"Zouagha, Fès",Not Specified
Not Specified,2 chambres,1 sdb,Étage 3,"Ancienne Médina, Fès",350 000
Not Specified,2 chambres,0 sdb,Étage 3,"Ancienne Médina, Fès",350 000
115 m²,3 chambres,3 sdbs,Étage 2,"Zouagha, Fès",530 000
154 m²,2 chambres,2 sdbs,Étage 2,"Dar Dbibagh, Fès",650 000
75 m²,3 chambres,2 sdbs,Étage 1,"Oued Fès, Fès",510 000
50 m²,1 chambre,1 sdb,Étage 2,"Jnan El ward, Fès",150 000
175 m²,3 chambres,1 sdb,Étage 1,"Sidi Brahim, Fès",97
126 m²,3 chambres,2 sdbs,Étage 1,"Route d'Immouzere, Fès",835 000
80 m²,2 chambres,0 sdb,Étage 1,"Ouled Tayeb, Fès",180 000
Not Specified,2 chambres,1 sdb,Étage 3,"Route de Sefrou, Fès",38
127 m²,3 chambres,2 sdbs,Étage 3,"Oued Fès, Fès",84
140 m²,3 chambres,3 sdbs,Étage 3,"Hay Atlas, Fès",1 050 000
95 m²,3 chambres,1 sdb,Rez de chaussée,"Hay Saada, Fès",50 000
Not Specified,2 chambres,1 sdb,Étage 4,"Autre secteur, Fès",170 000
154 m²,3 chambres,2 sdbs,Étage 2,"Hay Atlas, Fès",799 999
117 m²,3 chambres,2 sdbs,Étage 3,"Route de Sefrou, Fès",650 000
145 m²,3 chambres,2 sdbs,Étage 4,"Agdal, Fès",970 000
91 m²,2 chambres,1 sdb,Étage 1,"Dar Mehrez, Fès",549 000
116 m²,3 chambres,2 sdbs,Étage 1,"Route Ain Chkaf, Fès",74
Not Specified,2 chambres,1 sdb,Rez de chaussée,"Autre secteur, Fès",200 000
80 m²,2 chambres,Not Specified,Rez de chaussée,"Autre secteur, Fès",340
Not Specified,2 chambres,2 sdbs,Étage 1,"Ben Souda, Fès",350 000
Not Specified,3 chambres,2 sdbs,Étage 2,"Ben Souda, Fès",65
Not Specified,3 chambres,2 sdbs,Étage 2,"Ben Souda, Fès",650 000
Not Specified,3 chambres,2 sdbs,Étage 2,"Route Ain Chkaf, Fès",720 000
100 m²,2 chambres,1 sdb,Étage 2,"Autre secteur, Fès",380 000
107 m²,3 chambres,2 sdbs,Étage 2,"Route Ain Chkaf, Fès",630 000
Not Specified,1 chambre,Not Specified,Étage 3,Fès,90 000
245 m²,3 chambres,3 sdbs,Étage 2,"Route Ain Chkaf, Fès",1 450 000
145 m²,4 chambres,2 sdbs,Étage 1,"Route d'Immouzere, Fès",Not Specified
117 m²,2 chambres,2 sdbs,Étage 4,"Centre, Fès",Not Specified
117 m²,2 chambres,2 sdbs,Étage 4,"Centre, Fès",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,"Zouagha, Fès",260 000
109 m²,2 chambres,1 sdb,Étage 2,"Narjis, Fès",500 000
95 m²,2 chambres,2 sdbs,Étage 2,"Route Ain Chkaf, Fès",370 000
131 m²,3 chambres,2 sdbs,Étage 3,"Champ de course, Fès",9 000
141 m²,2 chambres,2 sdbs,Étage 4,"Agdal, Fès",720 000
134 m²,3 chambres,2 sdbs,Étage 3,"Hay Atlas, Fès",700 000
71 m²,2 chambres,2 sdbs,Étage 2,"Centre, Fès",500
80 m²,3 chambres,0 sdb,Étage 1,"Autre secteur, Fès",Not Specified
109 m²,1 chambre,Not Specified,Rez de chaussée,"Autre secteur, Fès",340 000
115 m²,3 chambres,2 sdbs,Étage 2,"Autre secteur, Fès",560 000
Not Specified,4 chambres,3 sdbs,Rez de chaussée,"Route Ain Chkaf, Fès",880 000
78 m²,2 chambres,0 sdb,Étage 1,"Al Hadiqa, Fès",480 000
150 m²,1 chambre,0 sdb,Rez de chaussée,"Autre secteur, Fès",70 000
120 m²,2 chambres,1 sdb,Rez de chaussée,"Narjis, Fès",600 000
81 m²,2 chambres,1 sdb,Étage 4,"Narjis, Fès",380 000
196 m²,3 chambres,2 sdbs,Étage 3,"Agdal, Fès",1 050 000
80 m²,3 chambres,1 sdb,Rez de chaussée,"Autre secteur, Fès",340
167 m²,3 chambres,2 sdbs,Étage 1,"Autre secteur, Fès",1 430 000
129 m²,2 chambres,2 sdbs,Étage 4,"Autre secteur, Fès",640 000
65 m²,2 chambres,1 sdb,Étage 3,"Aaouinat Hajjaj, Fès",140 000
Not Specified,3 chambres,3 sdbs,Étage 5,"Agdal, Fès",1 200 000
80 m²,3 chambres,2 sdbs,Étage 3,"Oued Fès, Fès",350 000
52 m²,2 chambres,1 sdb,Étage 1,"Autre secteur, Fès",180 000
123 m²,2 chambres,1 sdb,Étage 1,"Autre secteur, Fès",520 000
130 m²,3 chambres,2 sdbs,Étage 1,"Autre secteur, Fès",500 000
136 m²,3 chambres,1 sdb,Étage 2,"Autre secteur, Fès",520 000
129 m²,3 chambres,3 sdbs,Étage 3,"Ain Amiyer, Fès",900 000
98 m²,3 chambres,2 sdbs,Étage 1,"Ouled Tayeb, Fès",430 000
75 m²,2 chambres,1 sdb,Étage 3,"Ben Debbab, Fès",160 000
119 m²,3 chambres,1 sdb,Étage 1,"Agdal, Fès",Not Specified
60 m²,4 chambres,1 sdb,Étage 4,"Sehb El Ward, Fès",Not Specified
Not Specified,3 chambres,2 sdbs,Étage 3,Fès,635 000
78 m²,2 chambres,1 sdb,Étage 1,"Agdal, Fès",650 000
83 m²,3 chambres,2 sdbs,Étage 4,"Autre secteur, Fès",400 000
73 m²,2 chambres,1 sdb,Not Specified,"Autre secteur, Fès",470 000
117 m²,3 chambres,1 sdb,Étage 5,"Route d'Immouzere, Fès",900 000
153 m²,3 chambres,2 sdbs,Étage 2,"Agdal, Fès",800 005
106 m²,2 chambres,1 sdb,Rez de chaussée,"Agdal, Fès",900 000
70 m²,2 chambres,1 sdb,Étage 2,"Autre secteur, Fès",Not Specified
100 m²,2 chambres,1 sdb,Rez de chaussée,"Fès Médina, Fès",300 000
90 m²,1 chambre,1 sdb,Rez de chaussée,"Agdal, Fès",270 000
100 m²,2 chambres,1 sdb,Étage 1,"Ben Souda, Fès",Not Specified
102 m²,3 chambres,1 sdb,Étage 1,"Narjis, Fès",560 000
95 m²,2 chambres,1 sdb,Rez de chaussée,"Zouagha, Fès",Not Specified
83 m²,2 chambres,2 sdbs,Étage 3,"Agdal, Fès",Not Specified
70 m²,3 chambres,1 sdb,Étage 1,"Tghat, Fès",290 000
134 m²,2 chambres,2 sdbs,Étage 3,"Agdal, Fès",830 000
133 m²,2 chambres,2 sdbs,Rez de chaussée,"Route Ain Chkaf, Fès",Not Specified
84 m²,1 chambre,0 sdb,Rez de chaussée,"Ain kadous, Fès",290 000
140 m²,3 chambres,2 sdbs,Étage 2,"Route Ain Chkaf, Fès",760 000
95 m²,3 chambres,2 sdbs,Rez de chaussée,"Mont Fleuri 2, Fès",530 000
Not Specified,3 chambres,2 sdbs,Étage 2,"Hay Atlas, Fès",800 000
80 m²,3 chambres,Not Specified,Rez de chaussée,"Autre secteur, Fès",Not Specified
100 m²,2 chambres,2 sdbs,Étage 4,"Route de Sefrou, Fès",Not Specified
64 m²,2 chambres,2 sdbs,Étage 1,"Autre secteur, Fès",Not Specified
85 m²,3 chambres,2 sdbs,Étage 2,"Ben Souda, Fès",4 800 000
115 m²,3 chambres,1 sdb,Étage 1,"Al Hadiqa, Fès",480 000
250 m²,4 chambres,3 sdbs,Étage 1,"Agdal, Fès",1 700 000
90 m²,3 chambres,1 sdb,Étage 1,"Route Ain Chkaf, Fès",Not Specified
70 m²,2 chambres,0 sdb,Étage 1,"Route de Meknes, Fès",360 000
Not Specified,2 chambres,1 sdb,Étage 1,"Route d'Immouzere, Fès",700 000
145 m²,3 chambres,2 sdbs,Étage 1,"Route d'Immouzere, Fès",Not Specified
80 m²,2 chambres,1 sdb,Rez de chaussée,"Autre secteur, Fès",Not Specified
Not Specified,2 chambres,1 sdb,Étage 3,"Sehb El Ward, Fès",220 000
Not Specified,2 chambres,1 sdb,Étage 3,"Sehb El Ward, Fès",220 000
70 m²,1 chambre,1 sdb,Étage 1,"Narjis, Fès",360 000
94 m²,2 chambres,1 sdb,Rez de chaussée,"Route d'Immouzere, Fès",550 000
175 m²,3 chambres,1 sdb,Étage 3,"Agdal, Fès",950 000
128 m²,3 chambres,0 sdb,Étage 2,"Route d'Immouzere, Fès",Not Specified
92 m²,2 chambres,1 sdb,Étage 1,"Narjis, Fès",620 000
Not Specified,3 chambres,2 sdbs,Étage 3,"Narjis, Fès",580 000
79 m²,2 chambres,2 sdbs,Rez de chaussée,"Hay Saada, Fès",420 000
73 m²,2 chambres,1 sdb,Étage 1,"Route Ain Chkaf, Fès",450 000
79 m²,2 chambres,2 sdbs,Rez de chaussée,"Hay Saada, Fès",420 000
100 m²,3 chambres,1 sdb,Étage 3,"Narjis, Fès",560 000
70 m²,2 chambres,2 sdbs,Étage 3,"Ben Souda, Fès",350 000
132 m²,3 chambres,2 sdbs,Étage 3,"Centre, Fès",700 000
153 m²,3 chambres,2 sdbs,Étage 2,"Agdal, Fès",800 000
121 m²,2 chambres,2 sdbs,Étage 2,"Agdal, Fès",750 000
Not Specified,2 chambres,1 sdb,Étage 1,"Ain Amiyer, Fès",550 000
85 m²,3 chambres,2 sdbs,Étage 2,"Autre secteur, Fès",520 000
60 m²,2 chambres,2 sdbs,Rez de chaussée,"Ben Souda, Fès",240 000
107 m²,3 chambres,2 sdbs,Étage 1,"Route Ain Chkaf, Fès",700 000
106 m²,2 chambres,2 sdbs,Étage 2,"Hay Ouifak, Fès",500 000
165 m²,4 chambres,3 sdbs,Étage 5,"Champ de course, Fès",Not Specified
65 m²,3 chambres,0 sdb,Étage 2,"Route d'Immouzere, Fès",Not Specified
130 m²,3 chambres,2 sdbs,Étage 1,"Mont fleuri, Fès",740 000
Not Specified,4 chambres,3 sdbs,Étage 3,"Saies, Fès",Not Specified
100 m²,3 chambres,2 sdbs,Étage 1,"Route Ain Chkaf, Fès",580 000
Not Specified,Not Specified,Not Specified,Not Specified,Fès,180
150 m²,4 chambres,2 sdbs,Étage 2,"Al Hadiqa, Fès",860 000
90 m²,2 chambres,2 sdbs,Étage 1,"Narjis, Fès",600 000
117 m²,2 chambres,1 sdb,Étage 1,"Mont fleuri, Fès",540 000
120 m²,3 chambres,2 sdbs,Étage 4,"Route Ain Chkaf, Fès",Not Specified
63 m²,2 chambres,Not Specified,Étage 3,"Route d'Immouzere, Fès",310 000
140 m²,3 chambres,2 sdbs,Étage 2,"Route de Sefrou, Fès",810 000
Not Specified,1 chambre,1 sdb,Étage 1,"Ain Amiyer, Fès",Not Specified
145 m²,3 chambres,2 sdbs,Not Specified,"Route d'Immouzere, Fès",Not Specified
0 m²,1 chambre,0 sdb,Rez de chaussée,"Oued Fès, Fès",Not Specified
143 m²,3 chambres,2 sdbs,Étage 2,"Route Ain Chkaf, Fès",930 000
118 m²,3 chambres,0 sdb,Étage 2,"Route Ain Chkaf, Fès",Not Specified
0 m²,1 chambre,0 sdb,Rez de chaussée,"Centre, Fès",Not Specified
213 m²,3 chambres,2 sdbs,Étage 1,"Centre, Fès",1 250 000
130 m²,3 chambres,2 sdbs,Étage 1,"Al Hadiqa, Fès",650 000
83 m²,2 chambres,2 sdbs,Étage 2,"Autre secteur, Fès",460 960
80 m²,3 chambres,2 sdbs,Étage 1,"Route Ain Chkaf, Fès",420 000
80 m²,2 chambres,1 sdb,Étage 3,"Autre secteur, Fès",300 000
86 m²,2 chambres,1 sdb,Étage 1,"Zouagha, Fès",450 000
Not Specified,Not Specified,Not Specified,Not Specified,"Autre secteur, Fès",9 000
Not Specified,Not Specified,Not Specified,Not Specified,"Autre secteur, Fès",9 000
Not Specified,2 chambres,1 sdb,Étage 2,"Mont Fleuri 2, Fès",Not Specified
147 m²,3 chambres,3 sdbs,Étage 2,"Route d'Immouzere, Fès",Not Specified
83 m²,2 chambres,2 sdbs,Étage 3,"Ouled Tayeb, Fès",260 000
110 m²,3 chambres,1 sdb,Étage 1,"Oued Fès, Fès",450 000
55 m²,1 chambre,1 sdb,Étage 1,"Ouled Tayeb, Fès",110 000
Not Specified,1 chambre,1 sdb,Étage 1,"Agdal, Fès",Not Specified
Not Specified,3 chambres,2 sdbs,Étage 2,"Ben Souda, Fès",670 000
76 m²,2 chambres,1 sdb,Étage 2,"Ben Souda, Fès",320 000
60 m²,2 chambres,1 sdb,Étage 4,"Belkhiat, Fès",17 000 000
123 m²,3 chambres,2 sdbs,Étage 3,"Oued Fès, Fès",700 000
Not Specified,3 chambres,1 sdb,Étage 2,"Ben Souda, Fès",Not Specified
75 m²,2 chambres,1 sdb,Étage 2,"Hay Saada, Fès",Not Specified
74 m²,2 chambres,1 sdb,Étage 2,"Oued Fès, Fès",400 000
64 m²,2 chambres,1 sdb,Étage 4,"Ben Souda, Fès",175 000
100 m²,3 chambres,2 sdbs,Étage 2,"Ben Souda, Fès",443 000
125 m²,2 chambres,2 sdbs,Étage 6,"Centre, Fès",900 000
61 m²,3 chambres,2 sdbs,Étage 2,"Route de Sefrou, Fès",340 000
92 m²,2 chambres,1 sdb,Étage 6,"Centre, Fès",699 000
93 m²,3 chambres,2 sdbs,Étage 3,"Autre secteur, Fès",590 000
72 m²,3 chambres,1 sdb,Étage 3,"Route Ain Chkaf, Fès",250 000
157 m²,3 chambres,2 sdbs,Étage 4,"Agdal, Fès",1 100 000
128 m²,3 chambres,2 sdbs,Étage 4,"Route Ain Chkaf, Fès",760 000
106 m²,3 chambres,2 sdbs,Étage 2,"Zouagha, Fès",630 000
72 m²,2 chambres,1 sdb,Étage 2,"Tghat, Fès",440 000
68 m²,2 chambres,1 sdb,Étage 1,"Hay Riad, Fès",Not Specified
82 m²,3 chambres,2 sdbs,Étage 1,"Ben Souda, Fès",Not Specified
140 m²,3 chambres,2 sdbs,Rez de chaussée,"Route Ain Chkaf, Fès",650 000
57 m²,3 chambres,1 sdb,Étage 2,"Autre secteur, Fès",Not Specified
85 m²,2 chambres,2 sdbs,Rez de chaussée,"Zouagha, Fès",390 000
Not Specified,1 chambre,0 sdb,Rez de chaussée,"Fès Médina, Fès",Not Specified
Not Specified,1 chambre,0 sdb,Rez de chaussée,"Fès Médina, Fès",Not Specified
84 m²,2 chambres,2 sdbs,Étage 4,"Oued Fès, Fès",380 000
100 m²,3 chambres,2 sdbs,Étage 2,"Ben Souda, Fès",Not Specified
Not Specified,3 chambres,2 sdbs,Étage 2,"Route Ain Chkaf, Fès",Not Specified
255 m²,4 chambres,2 sdbs,Étage 1,"Agdal, Fès",1 400 000
156 m²,4 chambres,2 sdbs,Étage 1,"Hay Atlas, Fès",Not Specified
121 m²,3 chambres,1 sdb,Étage 1,"Hay Saada, Fès",760 000
138 m²,3 chambres,1 sdb,Étage 1,"Oued Fès, Fès",Not Specified
108 m²,3 chambres,1 sdb,Étage 2,"Ain Amiyer, Fès",Not Specified
94 m²,2 chambres,2 sdbs,Étage 1,"Route Ain Chkaf, Fès",Not Specified
179 m²,3 chambres,2 sdbs,Étage 3,"Autre secteur, Fès",1 130 000
156 m²,4 chambres,3 sdbs,Étage 4,"Route d'Immouzere, Fès",Not Specified
107 m²,2 chambres,2 sdbs,Étage 3,"Autre secteur, Fès",690 000
103 m²,3 chambres,2 sdbs,Étage 3,"Ain Amiyer, Fès",565 000
135 m²,3 chambres,1 sdb,Étage 2,"Champ de course, Fès",1 200 000
Not Specified,3 chambres,2 sdbs,Étage 2,"Route Ain Chkaf, Fès",620 000
Not Specified,2 chambres,Not Specified,Étage 2,"Oued Fès, Fès",100 000
124 m²,3 chambres,2 sdbs,Étage 2,"Oued Fès, Fès",650 000
60 m²,2 chambres,1 sdb,Étage 3,"Aaouinat Hajjaj, Fès",140 000
200 m²,3 chambres,1 sdb,Étage 6,"Centre, Fès",1 400 000
145 m²,3 chambres,2 sdbs,Étage 2,"Route d'Immouzere, Fès",Not Specified
Not Specified,2 chambres,2 sdbs,Étage 4,"Route Ain Chkaf, Fès",Not Specified
Not Specified,3 chambres,2 sdbs,Étage 2,"Route Ain Chkaf, Fès",900 000
70 m²,2 chambres,1 sdb,Étage 3,"Narjis, Fès",330 000
96 m²,2 chambres,1 sdb,Rez de chaussée,"Route Ain Chkaf, Fès",550 000
110 m²,3 chambres,2 sdbs,Étage 1,"Ouled Tayeb, Fès",Not Specified
Not Specified,3 chambres,2 sdbs,Étage 1,"Route d'Aeroport, Fès",710 000
Not Specified,2 chambres,2 sdbs,Étage 1,"Route de Sefrou, Fès",630 000
Not Specified,3 chambres,3 sdbs,Étage 1,"Hay Atlas, Fès",1 200 000
84 m²,1 chambre,2 sdbs,Étage 2,"Quartier Ben Slimane, Fès",420 000
159 m²,3 chambres,2 sdbs,Étage 5,"Champ de course, Fès",1 200 000
135 m²,3 chambres,1 sdb,Étage 1,"Al Hadiqa, Fès",720 000
60 m²,2 chambres,1 sdb,Étage 4,"Aaouinat Hajjaj, Fès",140 000
0 m²,3 chambres,2 sdbs,Étage 2,"Route Ain Chkaf, Fès",Not Specified
Not Specified,1 chambre,1 sdb,Étage 3,"Zouagha, Fès",Not Specified
80 m²,2 chambres,0 sdb,Étage 1,"Autre secteur, Fès",Not Specified
257 m²,4 chambres,2 sdbs,Étage 1,"Agdal, Fès",2 000 000
90 m²,2 chambres,2 sdbs,Étage 3,"Autre secteur, Fès",595 000
121 m²,3 chambres,1 sdb,Étage 4,"Autre secteur, Fès",550 000
Not Specified,3 chambres,2 sdbs,Étage 1,"Route Ain Chkaf, Fès",980 000
249 m²,3 chambres,3 sdbs,Étage 4,"Champ de course, Fès",Not Specified
78 m²,3 chambres,1 sdb,Étage 2,"Oued Fès, Fès",250 000
102 m²,3 chambres,2 sdbs,Étage 3,"Ben Souda, Fès",560 000
73 m²,2 chambres,1 sdb,Étage 3,"Autre secteur, Fès",400 000
Not Specified,3 chambres,2 sdbs,Étage 7,"Centre, Fès",1 270 000
Not Specified,2 chambres,0 sdb,Rez de chaussée,"Agdal, Fès",280 000
Not Specified,2 chambres,1 sdb,Rez de chaussée,"Agdal, Fès",560 000
Not Specified,3 chambres,4 sdbs,Étage 3,"Route d'Immouzere, Fès",1 500 000
90 m²,2 chambres,2 sdbs,Étage 3,"Autre secteur, Fès",360 000
105 m²,2 chambres,1 sdb,Not Specified,"Mont fleuri, Fès",600 000
106 m²,3 chambres,1 sdb,Étage 2,"Mont fleuri, Fès",455 000
102 m²,3 chambres,1 sdb,Étage 4,"Autre secteur, Fès",750 000
Not Specified,3 chambres,2 sdbs,Étage 1,"Route Ain Chkaf, Fès",980 000
166 m²,3 chambres,2 sdbs,Étage 4,"Autre secteur, Fès",990 000
124 m²,3 chambres,1 sdb,Étage 2,"Oued Fès, Fès",700 000
Not Specified,3 chambres,2 sdbs,Étage 3,"Hay Saada, Fès",850 000
Not Specified,3 chambres,2 sdbs,Étage 4,"Route de Sefrou, Fès",500 000
140 m²,3 chambres,2 sdbs,Rez de chaussée,"Agdal, Fès",700 000
180 m²,5 chambres,2 sdbs,Étage 1,"Agdal, Fès",1 700 000
Not Specified,3 chambres,2 sdbs,Étage 1,"Route Ain Chkaf, Fès",Not Specified
112 m²,3 chambres,2 sdbs,Étage 1,"Oued Fès, Fès",740 000
Not Specified,3 chambres,2 sdbs,Étage 5,"Champ de course, Fès",1 200 000
89 m²,2 chambres,1 sdb,Étage 4,"Narjis, Fès",390 000
120 m²,2 chambres,2 sdbs,Étage 2,"Mont fleuri, Fès",430 000
140 m²,3 chambres,2 sdbs,Rez de chaussée,"Agdal, Fès",700 000
Not Specified,3 chambres,2 sdbs,Rez de chaussée,"Ouled Tayeb, Fès",260 000
Not Specified,2 chambres,1 sdb,Étage 1,"Zouagha, Fès",260 000
100 m²,2 chambres,1 sdb,Étage 2,"Ouled Tayeb, Fès",Not Specified
90 m²,2 chambres,2 sdbs,Étage 3,"Narjis, Fès",460 000
104 m²,3 chambres,2 sdbs,Étage 2,"Ben Souda, Fès",500 000
Not Specified,2 chambres,2 sdbs,Étage 2,"Hay Riad, Fès",280 000
Not Specified,4 chambres,3 sdbs,Étage 3,"Centre, Fès",9 500
71 m²,2 chambres,2 sdbs,Étage 2,"Centre, Fès",500 000
75 m²,3 chambres,1 sdb,Étage 1,"Tghat, Fès",520 000
75 m²,2 chambres,2 sdbs,Étage 1,"Route de Sefrou, Fès",380 000
Not Specified,2 chambres,1 sdb,Étage 3,"Ain Amiyer, Fès",360 000
Not Specified,3 chambres,2 sdbs,Étage 1,"Ouled Tayeb, Fès",260 000
Not Specified,2 chambres,2 sdbs,Étage 1,"Narjis, Fès",580 000
124 m²,3 chambres,3 sdbs,Étage 1,"Oued Fès, Fès",111 111
136 m²,3 chambres,2 sdbs,Étage 3,"Route d'Immouzere, Fès",950 000
120 m²,3 chambres,2 sdbs,Étage 3,"Oued Fès, Fès",540 000
118 m²,3 chambres,2 sdbs,Étage 4,"Agdal, Fès",Not Specified
60 m²,2 chambres,1 sdb,Étage 1,"Route Ain Chkaf, Fès",Not Specified
329 m²,4 chambres,3 sdbs,Étage 4,"Champ de course, Fès",Not Specified
110 m²,1 chambre,1 sdb,Étage 1,"Agdal, Fès",Not Specified
180 m²,5 chambres,3 sdbs,Étage 1,"Agdal, Fès",1 700 000
Not Specified,3 chambres,2 sdbs,Étage 1,"Centre, Fès",11 000
69 m²,3 chambres,2 sdbs,Étage 1,"Mont fleuri, Fès",440 000
Not Specified,2 chambres,2 sdbs,Étage 3,"Zouagha, Fès",230 000
170 m²,3 chambres,2 sdbs,Étage 2,"Hay Saada, Fès",650 000
148 m²,3 chambres,2 sdbs,Étage 2,"Champ de course, Fès",1 300 000
71 m²,2 chambres,2 sdbs,Étage 2,"Hay Atlas, Fès",500 000
110 m²,3 chambres,1 sdb,Étage 1,"Narjis, Fès",Not Specified
50 m²,2 chambres,1 sdb,Étage 1,"Hay Riad, Fès",230 000
125 m²,3 chambres,2 sdbs,Étage 3,"Mont Fleuri 2, Fès",Not Specified
130 m²,3 chambres,2 sdbs,Rez de chaussée,"Route Ain Chkaf, Fès",Not Specified
Not Specified,2 chambres,1 sdb,Étage 1,"Fès Médina, Fès",Not Specified
77 m²,1 chambre,1 sdb,Étage 2,"Ben Souda, Fès",Not Specified
83 m²,3 chambres,2 sdbs,Rez de chaussée,"Route Ain Chkaf, Fès",460 000
50 m²,1 chambre,1 sdb,Étage 3,"Belkhiat, Fès",105 000
Not Specified,2 chambres,1 sdb,Étage 3,"Hay Atlas, Fès",Not Specified
62 m²,2 chambres,1 sdb,Étage 2,"Zouagha, Fès",250 000
100 m²,2 chambres,1 sdb,Étage 1,"Route Ain Chkaf, Fès",23 000 000
65 m²,2 chambres,1 sdb,Étage 2,"Oued Fès, Fès",Not Specified
62 m²,2 chambres,2 sdbs,Étage 3,"Ben Souda, Fès",310 000
Not Specified,1 chambre,1 sdb,Not Specified,"Agdal, Fès",275 000
90 m²,4 chambres,3 sdbs,Étage 2,"Douh, Fès",860 000
90 m²,3 chambres,2 sdbs,Rez de chaussée,"Ben Souda, Fès",430 000
95 m²,3 chambres,2 sdbs,Étage 1,"Fès Médina, Fès",350 000
145 m²,3 chambres,Not Specified,Étage 1,"Route d'Immouzere, Fès",Not Specified
Not Specified,2 chambres,2 sdbs,Étage 2,"Autre secteur, Fès",Not Specified
Not Specified,2 chambres,2 sdbs,Étage 1,"Autre secteur, Fès",Not Specified
208 m²,3 chambres,3 sdbs,Rez de chaussée,"Agdal, Fès",1 070 000
74 m²,2 chambres,2 sdbs,Étage 3,"Ben Souda, Fès",Not Specified
Not Specified,3 chambres,2 sdbs,Étage 3,"Al Hadiqa, Fès",660 000
130 m²,2 chambres,2 sdbs,Étage 2,"Route Ain Chkaf, Fès",1 000 000
Not Specified,3 chambres,2 sdbs,Étage 4,"Agdal, Fès",Not Specified
Not Specified,1 chambre,1 sdb,Étage 5,"Agdal, Fès",160 000
120 m²,3 chambres,2 sdbs,Étage 2,"Narjis, Fès",560 000
70 m²,2 chambres,1 sdb,Étage 1,"Route Ain Chkaf, Fès",Not Specified
152 m²,3 chambres,3 sdbs,Étage 6,"Agdal, Fès",700 000
