surface,chambres,sdb,etage,location,prix
110 m²,3 chambres,2 sdbs,Rez de chaussée,"Hay Nahda, Rabat",2 500 000
198 m²,3 chambres,2 sdbs,Not Specified,"Riyad, Rabat",6 100 000
128 m²,3 chambres,2 sdbs,Rez de chaussée,"Hay Riad, Rabat",3 200 000
Not Specified,2 chambres,2 sdbs,Étage 4,"Diour Jamaa, Rabat",1 500 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,390 000
162 m²,2 chambres,2 sdbs,Étage 1,"Souissi, Rabat",3 990 000
160 m²,3 chambres,3 sdbs,Étage 2,"Hay Riad, Rabat",4 100 000
25 m²,1 chambre,2 sdbs,Étage 3,"Agdal, Rabat",640 000
125 m²,1 chambre,0 sdb,Étage 4,"Médina de Rabat, Rabat",16 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 230 000
125 m²,1 chambre,0 sdb,Étage 4,"Médina de Rabat, Rabat",16 000
135 m²,3 chambres,3 sdbs,Étage 4,"Hassan, Rabat",3 500 000
Not Specified,1 chambre,2 sdbs,Rez de chaussée,"Guich Oudaya, Rabat",950 000
140 m²,3 chambres,1 sdb,Étage 4,"Agdal, Rabat",3 110 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,880 000
Not Specified,2 chambres,2 sdbs,Étage 1,"Souissi, Rabat",3 800 000
143 m²,3 chambres,2 sdbs,Étage 3,"Agdal, Rabat",2 900 000
105 m²,3 chambres,2 sdbs,Rez de chaussée,"Hay Nahda, Rabat",2 500 000
120 m²,2 chambres,2 sdbs,Étage 4,"Agdal, Rabat",2 700 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 856 000
120 m²,2 chambres,2 sdbs,Étage 4,"Agdal, Rabat",2 700 000
Not Specified,3 chambres,2 sdbs,Étage 3,"Agdal, Rabat",3 400 000
Not Specified,3 chambres,2 sdbs,Étage 3,"Agdal, Rabat",3 400 000
Not Specified,3 chambres,2 sdbs,Étage 3,"Agdal, Rabat",3 400 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,875 000
1031 m²,2 chambres,1 sdb,Étage 4,"Hay el Fath, Rabat",1 350 000
154 m²,3 chambres,3 sdbs,Étage 1,"Agdal, Rabat",3 100 000
70 m²,2 chambres,2 sdbs,Rez de chaussée,"Yacoub El Mansour, Rabat",250 000
70 m²,2 chambres,1 sdb,Rez de chaussée,"Yacoub El Mansour, Rabat",200 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,390 000
74 m²,2 chambres,2 sdbs,Étage 3,"Agdal, Rabat",1 300 000
72 m²,2 chambres,2 sdbs,Étage 1,"Hay Nahda, Rabat",760 000
Not Specified,3 chambres,2 sdbs,Étage 2,"Agdal, Rabat",3 400 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 225 000
Not Specified,4 chambres,4 sdbs,Étage 1,"Rabat, Hay Riad",8 000 000
156 m²,3 chambres,2 sdbs,Étage 4,"Rabat, Souissi",6 600 000
Not Specified,3 chambres,Not Specified,Étage 2,"Rabat, Hay Riad",3 800 000
134 m²,3 chambres,2 sdbs,Étage 1,"Hay Nahda, Rabat",Not Specified
61 m²,1 chambre,1 sdb,Étage 1,"Autre secteur, Rabat",1 500 000
72 m²,3 chambres,2 sdbs,Étage 1,"Guich Oudaya, Rabat",1 400 000
163 m²,3 chambres,3 sdbs,Étage 2,"Agdal, Rabat",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
67 m²,2 chambres,1 sdb,Étage 2,"Hay el Fath, Rabat",760 000
143 m²,3 chambres,2 sdbs,Étage 3,"Agdal, Rabat",3 490 000
220 m²,3 chambres,3 sdbs,Not Specified,"Yacoub El Mansour, Rabat",4 500 000
184 m²,3 chambres,2 sdbs,Not Specified,"Riyad, Rabat",4 200 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9 900
95 m²,2 chambres,2 sdbs,Étage 1,"Quartier de l'Océan, Rabat",1 300 000
425 m²,4 chambres,4 sdbs,Étage 3,"Souissi, Rabat",11 800 000
159 m²,3 chambres,2 sdbs,Étage 3,"Hay Riad, Rabat",Not Specified
124 m²,2 chambres,2 sdbs,Rez de chaussée,"Agdal, Rabat",2 400 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2 780 000
154 m²,3 chambres,3 sdbs,Étage 3,"Hay Riad, Rabat",Not Specified
147 m²,3 chambres,2 sdbs,Étage 7,"Autre secteur, Rabat",Not Specified
141 m²,3 chambres,2 sdbs,Étage 4,"Souissi, Rabat",3 200 000
50 m²,2 chambres,1 sdb,Étage 1,"Diour Jamaa, Rabat",360 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2 600 000
119 m²,3 chambres,2 sdbs,Étage 4,"Agdal, Rabat",2 600 000
142 m²,3 chambres,3 sdbs,Étage 3,"Agdal, Rabat",3 500 000
56 m²,2 chambres,1 sdb,Étage 4,"Yacoub El Mansour, Rabat",560 000
179 m²,2 chambres,2 sdbs,Not Specified,"Riyad, Rabat",4 000 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 600 000
231 m²,3 chambres,2 sdbs,Not Specified,"Riyad, Rabat",6 000 000
90 m²,2 chambres,2 sdbs,Étage 4,"Agdal, Rabat",2 000 000
132 m²,2 chambres,1 sdb,Étage 1,"Quartier de l'Océan, Rabat",Not Specified
42 m²,1 chambre,2 sdbs,Étage 2,"Quartier de l'Océan, Rabat",840 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,760 000
122 m²,2 chambres,1 sdb,Étage 1,"Autre secteur, Rabat",1 750 000
95 m²,2 chambres,1 sdb,Rez de chaussée,"El Youssoufia, Rabat",1 700 000
Not Specified,3 chambres,2 sdbs,Étage 2,"Hassan, Rabat",2 800 000
30 m²,1 chambre,0 sdb,Étage 4,"Médina de Rabat, Rabat",900 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 225 000
113 m²,4 chambres,1 sdb,Étage 1,"Hassan, Rabat",Not Specified
85 m²,2 chambres,2 sdbs,Étage 4,"Agdal, Rabat",2 000 000
Not Specified,3 chambres,2 sdbs,Étage 3,"Yacoub El Mansour, Rabat",6 500 000
70 m²,1 chambre,1 sdb,Étage 2,"Hay Nahda, Rabat",500 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9 900
84 m²,2 chambres,1 sdb,Étage 1,"Quartier de l'Océan, Rabat",1 950 000
100 m²,2 chambres,1 sdb,Étage 2,"Diour Jamaa, Rabat",1 400 000
148 m²,3 chambres,3 sdbs,Rez de chaussée,"Souissi, Rabat",2 200 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 995 000
Not Specified,4 chambres,4 sdbs,Étage 1,"Rabat, Hay Riad",8 000 000
107 m²,4 chambres,2 sdbs,Étage 2,"Rabat, Hay Riad",1 150 000
171 m²,3 chambres,2 sdbs,Étage 4,"Rabat, Hay Riad",5 500 000
300 m²,3 chambres,3 sdbs,Rez de chaussée,"Hay el Fath, Rabat",3 000 000
103 m²,2 chambres,1 sdb,Étage 2,"Hay Riad, Rabat",2 000 000
53 m²,2 chambres,2 sdbs,Rez de chaussée,"Guich Oudaya, Rabat",700 000
110 m²,3 chambres,2 sdbs,Étage 4,"Diour Jamaa, Rabat",1 950 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 190 000
Not Specified,3 chambres,3 sdbs,Étage 3,"Aviation - Mabella, Rabat",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,"Hay Riad, Rabat",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,"Hay Riad, Rabat",460
114 m²,3 chambres,1 sdb,Étage 1,"Diour Jamaa, Rabat",1 750 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 995 000
Not Specified,2 chambres,1 sdb,Étage 1,"Médina de Rabat, Rabat",720 000
120 m²,3 chambres,2 sdbs,Étage 3,"Hay Riad, Rabat",3 000 000
45 m²,1 chambre,1 sdb,Étage 1,"Hay Nahda, Rabat",440 000
100 m²,2 chambres,2 sdbs,Étage 1,"Hassan, Rabat",1 900 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,510 000
100 m²,2 chambres,2 sdbs,Étage 1,"Hassan, Rabat",1 900 000
146 m²,3 chambres,2 sdbs,Étage 4,"Hay Riad, Rabat",3 900 000
Not Specified,2 chambres,Not Specified,Étage 2,"Agdal, Rabat",Not Specified
80 m²,2 chambres,2 sdbs,Étage 2,"Hay Riad, Rabat",2 950 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2 680 000
210 m²,3 chambres,2 sdbs,Étage 3,"Agdal, Rabat",20 000
70 m²,2 chambres,1 sdb,Rez de chaussée,"Yacoub El Mansour, Rabat",490 000
163 m²,3 chambres,2 sdbs,Étage 1,"Hassan, Rabat",2 900 000
142 m²,2 chambres,2 sdbs,Étage 4,"Hay el Fath, Rabat",1 350 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 995 000
95 m²,3 chambres,1 sdb,Étage 4,"El Youssoufia, Rabat",1 100 000
85 m²,2 chambres,2 sdbs,Étage 1,"Hassan, Rabat",1 750 000
82 m²,2 chambres,1 sdb,Étage 2,"Yacoub El Mansour, Rabat",600 000
Not Specified,2 chambres,2 sdbs,Étage 3,"Hay Riad, Rabat",2 200 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 400 000
Not Specified,3 chambres,0 sdb,Étage 4,"Hay Riad, Rabat",3 260 000
96 m²,2 chambres,2 sdbs,Étage 3,"Hay el Fath, Rabat",1 620 000
105 m²,3 chambres,2 sdbs,Étage 4,"Hay Nahda, Rabat",1 600 000
95 m²,2 chambres,2 sdbs,Étage 1,"Hassan, Rabat",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 995 000
130 m²,2 chambres,1 sdb,Étage 1,"Diour Jamaa, Rabat",Not Specified
Not Specified,2 chambres,Not Specified,Étage 1,"Abi Ragrag, Rabat",Not Specified
Not Specified,3 chambres,2 sdbs,Rez de chaussée,"Hay Riad, Rabat",3 400 000
111 m²,2 chambres,1 sdb,Étage 2,"Diour Jamaa, Rabat",1 800 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,990 000
180 m²,3 chambres,2 sdbs,Étage 2,"Guich Oudaya, Rabat",1 700 000
145 m²,3 chambres,2 sdbs,Not Specified,"Riyad, Rabat",4 200 000
169 m²,3 chambres,2 sdbs,Not Specified,"Riyad, Rabat",4 300 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,235 000
122 m²,3 chambres,3 sdbs,Étage 3,"Rabat, Hay Riad",3 700 000
107 m²,4 chambres,2 sdbs,Étage 2,"Rabat, Hay Riad",1 150 000
156 m²,3 chambres,2 sdbs,Étage 4,"Rabat, Souissi",6 600 000
43 m²,1 chambre,2 sdbs,Rez de chaussée,"Hay Riad, Rabat",1 750 000
160 m²,2 chambres,3 sdbs,Étage 4,"Agdal, Rabat",3 000 000
Not Specified,3 chambres,3 sdbs,Étage 5,"Hay Riad, Rabat",Not Specified
93 m²,2 chambres,1 sdb,Rez de chaussée,"Guich Oudaya, Rabat",1 500 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,330 000
300 m²,4 chambres,3 sdbs,Étage 3,"Autre secteur, Rabat",Not Specified
147 m²,3 chambres,2 sdbs,Étage 7,"Autre secteur, Rabat",Not Specified
120 m²,3 chambres,2 sdbs,Étage 3,"Hay Riad, Rabat",3 000 000
110 m²,2 chambres,2 sdbs,Étage 6,"Agdal, Rabat",2 600 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 400 000
140 m²,3 chambres,2 sdbs,Rez de chaussée,"Autre secteur, Rabat",3 600 000
130 m²,3 chambres,2 sdbs,Étage 2,"Autre secteur, Rabat",Not Specified
180 m²,2 chambres,3 sdbs,Rez de chaussée,"Hay Riad, Rabat",2 900 000
176 m²,2 chambres,3 sdbs,Rez de chaussée,"Souissi, Rabat",2 900 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,780 000
148 m²,3 chambres,2 sdbs,Étage 2,"Hay Riad, Rabat",3 600 000
119 m²,3 chambres,1 sdb,Étage 4,"Hassan, Rabat",Not Specified
208 m²,3 chambres,3 sdbs,Étage 1,"Haut Agdal, Rabat",4 000 000
76 m²,3 chambres,2 sdbs,Étage 2,"Guich Oudaya, Rabat",1 350 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 075 000
Not Specified,1 chambre,Not Specified,Étage 3,"Aakkari, Rabat",Not Specified
145 m²,3 chambres,3 sdbs,Étage 7,"Autre secteur, Rabat",Not Specified
Not Specified,3 chambres,2 sdbs,Étage 3,"Hay Riad, Rabat",3 500 000
Not Specified,2 chambres,2 sdbs,Étage 2,"Hay Riad, Rabat",2 600 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,3 700 000
139 m²,3 chambres,2 sdbs,Étage 1,"Agdal, Rabat",Not Specified
196 m²,3 chambres,2 sdbs,Étage 1,"Haut Agdal, Rabat",3 750 000
158 m²,4 chambres,2 sdbs,Étage 3,"Hay Riad, Rabat",3 476 000
118 m²,3 chambres,2 sdbs,Étage 1,"Hay Riad, Rabat",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 400 000
179 m²,2 chambres,3 sdbs,Rez de chaussée,"Hay Riad, Rabat",4 000 000
Not Specified,3 chambres,2 sdbs,Étage 4,"Hay Riad, Rabat",3 450 000
Not Specified,3 chambres,2 sdbs,Étage 3,"Hay Riad, Rabat",Not Specified
130 m²,3 chambres,3 sdbs,Étage 6,"Agdal, Rabat",2 300 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,995 000
Not Specified,3 chambres,2 sdbs,Étage 2,"Riyad, Rabat",3 600 000
101 m²,3 chambres,2 sdbs,Étage 3,"Hay Riad, Rabat",Not Specified
249 m²,2 chambres,2 sdbs,Rez de chaussée,"Hay Riad, Rabat",4 500 000
Not Specified,2 chambres,1 sdb,Rez de chaussée,"Agdal, Rabat",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 480 000
99 m²,2 chambres,2 sdbs,Étage 1,"Guich Oudaya, Rabat",1 680 000
Not Specified,Not Specified,Not Specified,Not Specified,"Hassan, Rabat",2 250 000
150 m²,3 chambres,2 sdbs,Rez de chaussée,"Guich Oudaya, Rabat",1 500 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2 370 000
140 m²,3 chambres,2 sdbs,Not Specified,"Rabat, Riyad",3 600 000
Not Specified,3 chambres,Not Specified,Étage 2,"Rabat, Hay Riad",3 800 000
Not Specified,3 chambres,2 sdbs,Étage 1,"Rabat, Agdal",3 200 000
83 m²,3 chambres,2 sdbs,Étage 1,"Hay Nahda, Rabat",760 000
Not Specified,3 chambres,3 sdbs,Étage 6,"Agdal, Rabat",Not Specified
152 m²,3 chambres,1 sdb,Étage 3,"Hassan, Rabat",2 150 000
Not Specified,4 chambres,2 sdbs,Étage 2,"Hay Riad, Rabat",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,680 000
126 m²,3 chambres,2 sdbs,Étage 5,"Kébibat, Rabat",2 000 000
Not Specified,4 chambres,3 sdbs,Étage 4,"Hay Riad, Rabat",4 000 000
Not Specified,2 chambres,2 sdbs,Rez de chaussée,"Guich Oudaya, Rabat",1 200 000
90 m²,2 chambres,0 sdb,Étage 1,"Diour Jamaa, Rabat",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,3 700 000
Not Specified,4 chambres,2 sdbs,Étage 1,"Agdal, Rabat",4 200 000
Not Specified,2 chambres,2 sdbs,Étage 3,"Hassan, Rabat",Not Specified
Not Specified,1 chambre,0 sdb,Rez de chaussée,"Yacoub El Mansour, Rabat",720 000
Not Specified,3 chambres,2 sdbs,Étage 9,"Hay Riad, Rabat",3 350 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,589 050
300 m²,5 chambres,4 sdbs,Étage 3,"Hay Riad, Rabat",7 500 000
97 m²,3 chambres,1 sdb,Étage 4,"Yacoub El Mansour, Rabat",1 300 000
Not Specified,2 chambres,2 sdbs,Étage 6,"Agdal, Rabat",3 000 000
Not Specified,2 chambres,1 sdb,Étage 3,"El Youssoufia, Rabat",540 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9 900
Not Specified,2 chambres,2 sdbs,Étage 1,"Hassan, Rabat",2 200 000
120 m²,2 chambres,2 sdbs,Étage 4,"Yacoub El Mansour, Rabat",Not Specified
194 m²,4 chambres,3 sdbs,Étage 3,"Agdal, Rabat",3 400 000
50 m²,1 chambre,1 sdb,Étage 4,"Quartier de l'Océan, Rabat",1 000 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 600 000
Not Specified,2 chambres,2 sdbs,Étage 3,"Agdal, Rabat",1 900 000
Not Specified,3 chambres,2 sdbs,Étage 2,"Hay Riad, Rabat",3 500 000
125 m²,3 chambres,3 sdbs,Étage 4,"Kébibat, Rabat",2 000 000
190 m²,3 chambres,3 sdbs,Étage 1,"Agdal, Rabat",3 750 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 995 000
220 m²,4 chambres,3 sdbs,Rez de chaussée,"Hay Riad, Rabat",4 800 000
Not Specified,3 chambres,3 sdbs,Étage 5,"Hay Riad, Rabat",3 200 000
Not Specified,3 chambres,2 sdbs,Étage 4,"Hay Riad, Rabat",3 300 000
Not Specified,3 chambres,2 sdbs,Étage 2,"Diour Jamaa, Rabat",2 300 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,650 000
190 m²,3 chambres,2 sdbs,Rez de chaussée,"Hassan, Rabat",2 900 000
3 m²,2 chambres,1 sdb,Étage 4,"Agdal, Rabat",Not Specified
42 m²,1 chambre,1 sdb,Rez de chaussée,"Yacoub El Mansour, Rabat",Not Specified
74 m²,2 chambres,2 sdbs,Étage 4,"Hay Nahda, Rabat",600 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 175 000
Not Specified,3 chambres,Not Specified,Étage 3,"Hay Riad, Rabat",Not Specified
134 m²,3 chambres,3 sdbs,Rez de chaussée,"Autre secteur, Rabat",2 050 000
56 m²,2 chambres,1 sdb,Rez de chaussée,"Massira, Rabat",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,875 000
140 m²,3 chambres,2 sdbs,Not Specified,"Rabat, Riyad",3 600 000
Not Specified,3 chambres,Not Specified,Étage 2,"Rabat, Hay Riad",3 800 000
156 m²,3 chambres,2 sdbs,Étage 4,"Rabat, Souissi",6 600 000
Not Specified,4 chambres,3 sdbs,Rez de chaussée,"Autre secteur, Rabat",3 000 000
96 m²,3 chambres,2 sdbs,Étage 3,"Autre secteur, Rabat",1 428 000
Not Specified,3 chambres,Not Specified,Étage 2,"Autre secteur, Rabat",1 600 000
Not Specified,3 chambres,2 sdbs,Étage 5,"Hassan, Rabat",4 100 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 856 000
Not Specified,3 chambres,2 sdbs,Étage 2,"Agdal, Rabat",Not Specified
140 m²,3 chambres,2 sdbs,Étage 1,"Guich Oudaya, Rabat",Not Specified
47 m²,1 chambre,1 sdb,Étage 1,"Hay Nahda, Rabat",Not Specified
150 m²,3 chambres,2 sdbs,Rez de chaussée,"Agdal, Rabat",2 700 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2 270 000
140 m²,2 chambres,2 sdbs,Étage 4,"Hay el Fath, Rabat",1 350 000
180 m²,3 chambres,2 sdbs,Étage 1,"Haut Agdal, Rabat",3 150 000
Not Specified,3 chambres,3 sdbs,Étage 6,"Agdal, Rabat",3 500 000
1 m²,1 chambre,1 sdb,Étage 1,"Taqaddoum, Rabat",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,390 000
100 m²,2 chambres,2 sdbs,Étage 8,"Hay Riad, Rabat",Not Specified
Not Specified,3 chambres,2 sdbs,Étage 1,"Agdal, Rabat",2 400 000
150 m²,2 chambres,2 sdbs,Rez de chaussée,"Agdal, Rabat",2 200 000
Not Specified,2 chambres,1 sdb,Not Specified,"Massira, Rabat",1 200 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2 740 000
Not Specified,3 chambres,2 sdbs,Étage 2,"Agdal, Rabat",2 750 000
3 m²,1 chambre,0 sdb,Étage 1,"Abi Ragrag, Rabat",Not Specified
0 m²,4 chambres,Not Specified,Étage 2,"Hay Riad, Rabat",Not Specified
168 m²,3 chambres,2 sdbs,Étage 4,"Hassan, Rabat",2 700 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,740 000
184 m²,3 chambres,3 sdbs,Étage 8,"Hay Riad, Rabat",5 000 000
153 m²,3 chambres,3 sdbs,Rez de chaussée,"Hay Riad, Rabat",4 100 000
65 m²,2 chambres,1 sdb,Étage 2,"Guich Oudaya, Rabat",1 150 000
Not Specified,1 chambre,0 sdb,Rez de chaussée,"Yacoub El Mansour, Rabat",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,640 000
152 m²,3 chambres,2 sdbs,Étage 1,"Hay Riad, Rabat",4 100 000
Not Specified,3 chambres,2 sdbs,Étage 1,"Agdal, Rabat",3 000 000
86 m²,2 chambres,1 sdb,Étage 6,"Diour Jamaa, Rabat",Not Specified
179 m²,2 chambres,2 sdbs,Rez de chaussée,"Hay Riad, Rabat",3 900 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 600 000
96 m²,4 chambres,0 sdb,Étage 3,"Hay Nahda, Rabat",790 000
88 m²,2 chambres,2 sdbs,Étage 3,"Diour Jamaa, Rabat",1 000 000
164 m²,3 chambres,2 sdbs,Étage 3,"Hay Riad, Rabat",3 900 000
Not Specified,2 chambres,Not Specified,Étage 2,"Quartier de l'Océan, Rabat",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 055 000
Not Specified,3 chambres,2 sdbs,Étage 3,"Agdal, Rabat",2 500 000
115 m²,2 chambres,2 sdbs,Étage 3,"Hay Riad, Rabat",10 000
180 m²,Not Specified,Not Specified,Not Specified,"Agdal, Rabat",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 480 000
