surface,chambres,sdb,etage,location,prix
104 m²,2 chambres,1 sdb,Rez de chaussée,"Riyad Extension, Rabat",2 250 000
136 m²,3 chambres,2 sdbs,Rez de chaussée,"Hay Riad, Rabat",2 500 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,875 000
Not Specified,3 chambres,2 sdbs,Étage 1,"Autre secteur, Rabat",Not Specified
90 m²,2 chambres,1 sdb,Étage 1,"Hay Nahda, Rabat",850 000
156 m²,3 chambres,3 sdbs,Étage 1,"Hay Riad, Rabat",4 100 000
Not Specified,2 chambres,2 sdbs,Étage 6,"Agdal, Rabat",2 600 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 020 000
108 m²,2 chambres,2 sdbs,Rez de chaussée,"Hay Nahda, Rabat",1 000 000
128 m²,3 chambres,2 sdbs,Étage 2,"Aviation, Rabat",3 000 000
230 m²,3 chambres,3 sdbs,Rez de chaussée,"Agdal, Rabat",2 300 000
Not Specified,2 chambres,Not Specified,Rez de chaussée,"Hay Riad, Rabat",4 050 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,637 500
52 m²,1 chambre,1 sdb,Étage 4,"Agdal, Rabat",880 000
143 m²,3 chambres,3 sdbs,Étage 3,"Agdal, Rabat",2 900 000
159 m²,3 chambres,3 sdbs,Rez de chaussée,"Hay Riad, Rabat",3 600 000
100 m²,2 chambres,2 sdbs,Étage 1,"Hay Riad, Rabat",2 800 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 010 000
152 m²,3 chambres,3 sdbs,Étage 1,"Hay Riad, Rabat",Not Specified
162 m²,3 chambres,3 sdbs,Étage 2,"Agdal, Rabat",2 650 000
155 m²,3 chambres,3 sdbs,Étage 3,"Hay Riad, Rabat",3 500 000
159 m²,3 chambres,3 sdbs,Étage 5,"Hay Riad, Rabat",3 600 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2 800 000
118 m²,3 chambres,2 sdbs,Étage 3,"Diour Jamaa, Rabat",1 500 000
92 m²,2 chambres,2 sdbs,Étage 3,"Yacoub El Mansour, Rabat",1 250 000
Not Specified,3 chambres,2 sdbs,Étage 5,"Souissi, Rabat",6 600 000
95 m²,2 chambres,2 sdbs,Étage 3,"Agdal, Rabat",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,680 000
128 m²,3 chambres,2 sdbs,Étage 1,"Hassan, Rabat",6 500 000
191 m²,2 chambres,2 sdbs,Étage 4,"Autre secteur, Rabat",5 500 000
91 m²,2 chambres,1 sdb,Étage 4,"Agdal, Rabat",960 000
181 m²,3 chambres,3 sdbs,Étage 4,"Souissi, Rabat",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,750 000
156 m²,3 chambres,3 sdbs,Étage 2,"Guich Oudaya, Rabat",3 500 000
70 m²,2 chambres,2 sdbs,Étage 1,"Guich Oudaya, Rabat",1 150 000
60 m²,2 chambres,1 sdb,Étage 4,"Yacoub El Mansour, Rabat",1 000 000
Not Specified,3 chambres,3 sdbs,Rez de chaussée,"Hay Riad, Rabat",2 900 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2 750 000
69 m²,1 chambre,1 sdb,Étage 5,"Hassan, Rabat",1 600 000
92 m²,3 chambres,2 sdbs,Étage 6,"Diour Jamaa, Rabat",1 500 000
106 m²,2 chambres,1 sdb,Étage 1,"Agdal, Rabat",1 555 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,620 400
Not Specified,3 chambres,2 sdbs,Étage 1,"Rabat, Agdal",3 200 000
Not Specified,1 chambre,Not Specified,Étage 6,"Rabat, Hay Riad",Not Specified
156 m²,3 chambres,2 sdbs,Étage 4,"Rabat, Souissi",6 600 000
Not Specified,3 chambres,Not Specified,Étage 5,"Hassan, Rabat",3 300 000
98 m²,3 chambres,2 sdbs,Rez de chaussée,"Guich Oudaya, Rabat",2 120 000
160 m²,3 chambres,3 sdbs,Rez de chaussée,"Souissi, Rabat",3 250 000
142 m²,3 chambres,3 sdbs,Étage 4,"Hassan, Rabat",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,680 000
Not Specified,2 chambres,2 sdbs,Rez de chaussée,"Autre secteur, Rabat",2 700 000
Not Specified,3 chambres,2 sdbs,Étage 6,"Agdal, Rabat",3 300 000
108 m²,1 chambre,1 sdb,Rez de chaussée,"Yacoub El Mansour, Rabat",400 000
30 m²,1 chambre,2 sdbs,Étage 4,"Agdal, Rabat",800 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,477 000
132 m²,3 chambres,3 sdbs,Not Specified,"Riyad, Rabat",4 200 000
135 m²,4 chambres,2 sdbs,Étage 2,"Agdal, Rabat",20 000
Not Specified,4 chambres,3 sdbs,Étage 3,"Hay Riad, Rabat",3 200 000
127 m²,2 chambres,2 sdbs,Étage 1,"Mabella, Rabat",17 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,430 000
Not Specified,3 chambres,2 sdbs,Étage 2,"Haut Agdal, Rabat",5 900 000
220 m²,4 chambres,2 sdbs,Rez de chaussée,"Autre secteur, Rabat",4 500 000
119 m²,2 chambres,2 sdbs,Étage 1,"Agdal, Rabat",1 750 000
170 m²,2 chambres,2 sdbs,Rez de chaussée,"Hay Riad, Rabat",3 999 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,530 000
80 m²,2 chambres,2 sdbs,Étage 5,"Hay Riad, Rabat",800 000
169 m²,3 chambres,2 sdbs,Étage 5,"Hay Riad, Rabat",4 500 000
65 m²,2 chambres,1 sdb,Étage 4,"Agdal, Rabat",1 600 000
145 m²,3 chambres,2 sdbs,Étage 10,"Hay Riad, Rabat",4 000 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 995 000
100 m²,2 chambres,1 sdb,Not Specified,"Agdal, Rabat",2 400 000
80 m²,2 chambres,2 sdbs,Étage 4,"Hay Nahda, Rabat",650 000
94 m²,3 chambres,1 sdb,Étage 4,"Quartier de l'Océan, Rabat",1 100 000
69 m²,2 chambres,1 sdb,Étage 3,"Aakkari, Rabat",1 000 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9 900
Not Specified,2 chambres,Not Specified,Étage 3,"Aakkari, Rabat",1 030 000
174 m²,2 chambres,2 sdbs,Rez de chaussée,"Agdal, Rabat",3 950 000
173 m²,2 chambres,2 sdbs,Rez de chaussée,"Autre secteur, Rabat",3 950 000
Not Specified,5 chambres,2 sdbs,Étage 4,"Souissi, Rabat",270
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,825 000
120 m²,3 chambres,2 sdbs,Étage 1,"Hassan, Rabat",200
152 m²,2 chambres,2 sdbs,Rez de chaussée,"Autre secteur, Rabat",1 900 000
150 m²,3 chambres,2 sdbs,Étage 1,"Autre secteur, Rabat",2 100 000
149 m²,3 chambres,2 sdbs,Étage 1,"Agdal, Rabat",3 400 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2 680 000
260 m²,3 chambres,3 sdbs,Étage 2,"Agdal, Rabat",6 400 000
225 m²,3 chambres,3 sdbs,Rez de chaussée,"Souissi, Rabat",5 500 000
117 m²,3 chambres,2 sdbs,Étage 1,"Hassan, Rabat",3 000 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2 550 000
156 m²,3 chambres,2 sdbs,Étage 4,"Rabat, Souissi",6 600 000
122 m²,3 chambres,3 sdbs,Étage 3,"Rabat, Hay Riad",3 700 000
Not Specified,1 chambre,Not Specified,Étage 6,"Rabat, Hay Riad",Not Specified
70 m²,3 chambres,1 sdb,Rez de chaussée,"Hay Nahda, Rabat",670 000
Not Specified,1 chambre,1 sdb,Étage 1,"Quartier de l'Océan, Rabat",Not Specified
220 m²,2 chambres,3 sdbs,Étage 4,"Agdal, Rabat",4 500 000
110 m²,2 chambres,1 sdb,Étage 5,"Hassan, Rabat",2 650 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2 550 000
121 m²,2 chambres,1 sdb,Étage 2,"Agdal, Rabat",2 000 000
119 m²,3 chambres,1 sdb,Étage 3,"Agdal, Rabat",2 200 000
Not Specified,1 chambre,2 sdbs,Rez de chaussée,"Guich Oudaya, Rabat",950 000
165 m²,2 chambres,2 sdbs,Étage 5,"Hassan, Rabat",2 736 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 225 000
160 m²,3 chambres,3 sdbs,Étage 3,"Hay Riad, Rabat",Not Specified
112 m²,2 chambres,2 sdbs,Rez de chaussée,"Guich Oudaya, Rabat",2 150 000
150 m²,3 chambres,2 sdbs,Étage 1,"Hay Riad, Rabat",3 800 000
110 m²,3 chambres,2 sdbs,Étage 1,"Hay el Fath, Rabat",2 300 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 400 000
313 m²,4 chambres,5 sdbs,Rez de chaussée,"Souissi, Rabat",Not Specified
155 m²,4 chambres,3 sdbs,Not Specified,"Agdal, Rabat",4 000 000
174 m²,2 chambres,2 sdbs,Not Specified,"Riyad, Rabat",3 950 000
160 m²,4 chambres,3 sdbs,Étage 3,"Hay Riad, Rabat",3 600 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,650 000
110 m²,3 chambres,2 sdbs,Étage 1,"Hay el Fath, Rabat",2 300 000
98 m²,2 chambres,2 sdbs,Étage 2,"Hassan, Rabat",2 150 000
110 m²,3 chambres,2 sdbs,Étage 1,"Massira, Rabat",2 300 000
Not Specified,3 chambres,3 sdbs,Étage 1,"Guich Oudaya, Rabat",2 300 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2 700 000
Not Specified,3 chambres,2 sdbs,Étage 3,"Autre secteur, Rabat",1 160 000
Not Specified,3 chambres,2 sdbs,Étage 1,"Guich Oudaya, Rabat",1 350 000
Not Specified,3 chambres,2 sdbs,Étage 1,"Quartier de l'Océan, Rabat",3 000 000
137 m²,3 chambres,2 sdbs,Étage 1,"Autre secteur, Rabat",2 500 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2 640 000
69 m²,2 chambres,1 sdb,Étage 5,"Autre secteur, Rabat",1 600 000
Not Specified,3 chambres,2 sdbs,Étage 1,"Hassan, Rabat",3 000 000
103 m²,3 chambres,1 sdb,Étage 3,"Agdal, Rabat",2 500 000
Not Specified,2 chambres,1 sdb,Étage 1,"Aakkari, Rabat",1 200 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,430 000
86 m²,2 chambres,1 sdb,Étage 2,"Kébibat, Rabat",1 250 000
Not Specified,3 chambres,2 sdbs,Étage 1,"Hay Riad, Rabat",3 900 000
75 m²,2 chambres,2 sdbs,Étage 4,"Agdal, Rabat",1 500 000
127 m²,3 chambres,2 sdbs,Étage 3,"Agdal, Rabat",2 200 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,500 000
83 m²,2 chambres,2 sdbs,Étage 3,"Hassan, Rabat",1 780 000
96 m²,2 chambres,2 sdbs,Étage 9,"Hay Riad, Rabat",Not Specified
93 m²,2 chambres,2 sdbs,Étage 2,"Agdal, Rabat",2 100 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,210 000
171 m²,3 chambres,2 sdbs,Étage 4,"Rabat, Hay Riad",5 500 000
Not Specified,3 chambres,2 sdbs,Étage 1,"Rabat, Agdal",3 200 000
Not Specified,1 chambre,Not Specified,Étage 6,"Rabat, Hay Riad",Not Specified
119 m²,3 chambres,2 sdbs,Étage 2,"Hassan, Rabat",2 700 000
29 m²,1 chambre,1 sdb,Étage 2,"Agdal, Rabat",1 150 000
108 m²,3 chambres,2 sdbs,Étage 5,"Quartier de l'Océan, Rabat",1 690 000
149 m²,3 chambres,2 sdbs,Étage 4,"Agdal, Rabat",3 180 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,750 000
Not Specified,2 chambres,2 sdbs,Étage 4,"Hay Riad, Rabat",2 600 000
70 m²,2 chambres,1 sdb,Rez de chaussée,"Hay Nahda, Rabat",660 000
Not Specified,3 chambres,3 sdbs,Étage 3,"Hay Riad, Rabat",3 300 000
65 m²,2 chambres,1 sdb,Étage 4,"Hay el Fath, Rabat",790 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9 900
100 m²,3 chambres,2 sdbs,Rez de chaussée,"Yacoub El Mansour, Rabat",Not Specified
174 m²,2 chambres,1 sdb,Rez de chaussée,"Hay Riad, Rabat",3 950 000
100 m²,3 chambres,2 sdbs,Étage 4,"Quartier de l'Océan, Rabat",1 500 000
98 m²,3 chambres,2 sdbs,Étage 1,"Autre secteur, Rabat",1 400 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,637 500
64 m²,3 chambres,1 sdb,Étage 2,"Aviation - Mabella, Rabat",900 000
Not Specified,1 chambre,2 sdbs,Rez de chaussée,"Guich Oudaya, Rabat",950 000
Not Specified,Not Specified,Not Specified,Not Specified,"Hay el Fath, Rabat",820 000
Not Specified,3 chambres,3 sdbs,Étage 3,"Hay Riad, Rabat",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,390 000
200 m²,3 chambres,2 sdbs,Étage 1,"Agdal, Rabat",2 800 000
127 m²,3 chambres,3 sdbs,Étage 3,"Autre secteur, Rabat",Not Specified
125 m²,3 chambres,2 sdbs,Étage 1,"Autre secteur, Rabat",2 500 000
90 m²,3 chambres,2 sdbs,Étage 3,"Quartier de l'Océan, Rabat",1 490 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9 900
126 m²,3 chambres,2 sdbs,Rez de chaussée,"Hay Riad, Rabat",2 970 000
Not Specified,2 chambres,2 sdbs,Étage 2,"Hay Riad, Rabat",2 850 000
50 m²,1 chambre,2 sdbs,Étage 3,"Hay Riad, Rabat",10 000
Not Specified,3 chambres,Not Specified,Étage 4,"Hay Riad, Rabat",3 350 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,781 000
182 m²,2 chambres,1 sdb,Étage 1,"Agdal, Rabat",Not Specified
160 m²,4 chambres,2 sdbs,Étage 1,"Hay Riad, Rabat",3 200 000
50 m²,1 chambre,1 sdb,Étage 2,"Hassan, Rabat",Not Specified
69 m²,2 chambres,1 sdb,Rez de chaussée,"Hay el Fath, Rabat",850 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 190 000
77 m²,1 chambre,1 sdb,Étage 5,"Quartier de l'Océan, Rabat",1 300 000
209 m²,3 chambres,2 sdbs,Not Specified,"Riyad, Rabat",5 400 000
129 m²,2 chambres,0 sdb,Étage 3,"Quartier de l'Océan, Rabat",1 980 000
Not Specified,2 chambres,2 sdbs,Étage 1,"Guich Oudaya, Rabat",1 310 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,920 000
105 m²,2 chambres,1 sdb,Étage 4,"Agdal, Rabat",2 400 000
131 m²,2 chambres,Not Specified,Étage 1,"Hay el Fath, Rabat",Not Specified
Not Specified,3 chambres,2 sdbs,Rez de chaussée,"Hay Nahda, Rabat",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2 460 000
Not Specified,3 chambres,Not Specified,Étage 2,"Rabat, Hay Riad",3 800 000
Not Specified,4 chambres,4 sdbs,Étage 1,"Rabat, Hay Riad",8 000 000
140 m²,3 chambres,2 sdbs,Not Specified,"Rabat, Riyad",3 600 000
98 m²,3 chambres,2 sdbs,Étage 1,"Aakkari, Rabat",1 500 000
48 m²,2 chambres,1 sdb,Étage 1,"Yacoub El Mansour, Rabat",Not Specified
204 m²,3 chambres,3 sdbs,Étage 2,"Hay Riad, Rabat",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,Rabat,1 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,3 100 000
23 m²,1 chambre,1 sdb,Étage 2,"Agdal, Rabat",780 000
80 m²,2 chambres,1 sdb,Étage 2,"Diour Jamaa, Rabat",1 400 000
147 m²,3 chambres,2 sdbs,Étage 7,"Hay Riad, Rabat",3 750 000
170 m²,2 chambres,3 sdbs,Rez de chaussée,"Souissi, Rabat",5 200 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9 900
152 m²,2 chambres,4 sdbs,Rez de chaussée,"Souissi, Rabat",5 200 000
Not Specified,3 chambres,1 sdb,Étage 1,"Aakkari, Rabat",1 200 000
Not Specified,Not Specified,Not Specified,Not Specified,"Hay Nahda, Rabat",6 000
Not Specified,3 chambres,Not Specified,Étage 1,"Hay Riad, Rabat",3 700 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2 750 000
80 m²,2 chambres,1 sdb,Étage 2,"Guich Oudaya, Rabat",1 090 000
68 m²,2 chambres,2 sdbs,Étage 3,"Autre secteur, Rabat",450 000
48 m²,1 chambre,1 sdb,Étage 2,"Yacoub El Mansour, Rabat",400
Not Specified,2 chambres,2 sdbs,Étage 1,"Agdal, Rabat",2 980 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9 900
Not Specified,3 chambres,2 sdbs,Rez de chaussée,"Autre secteur, Rabat",3 500 000
Not Specified,3 chambres,Not Specified,Étage 1,"Autre secteur, Rabat",2 700 000
140 m²,3 chambres,1 sdb,Étage 4,"Haut Agdal, Rabat",3 100 000
120 m²,2 chambres,1 sdb,Étage 1,"Hay el Fath, Rabat",185 000 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 079 000
274 m²,3 chambres,3 sdbs,Étage 2,"Agdal, Rabat",3 800 000
Not Specified,Not Specified,Not Specified,Not Specified,Rabat,480 000
160 m²,4 chambres,2 sdbs,Étage 3,"Hay Riad, Rabat",3 318 000
155 m²,3 chambres,3 sdbs,Étage 3,"Souissi, Rabat",4 900 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 230 000
117 m²,3 chambres,2 sdbs,Étage 1,"Hassan, Rabat",Not Specified
100 m²,2 chambres,2 sdbs,Étage 3,"Hay el Fath, Rabat",1 780 000
118 m²,3 chambres,2 sdbs,Not Specified,"Riyad, Rabat",3 200 000
72 m²,2 chambres,1 sdb,Rez de chaussée,"Yacoub El Mansour, Rabat",400 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 400 000
60 m²,2 chambres,1 sdb,Étage 1,"Diour Jamaa, Rabat",Not Specified
200 m²,3 chambres,2 sdbs,Étage 5,"Hassan, Rabat",3 300 000
51 m²,2 chambres,1 sdb,Étage 3,"Les Orangers, Rabat",950 000
80 m²,2 chambres,2 sdbs,Étage 4,"Quartier de l'Océan, Rabat",1 550 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 200 000
203 m²,3 chambres,3 sdbs,Rez de chaussée,"Médina de Rabat, Rabat",2 100 000
Not Specified,3 chambres,2 sdbs,Étage 3,"Hay Riad, Rabat",5 000 000
117 m²,2 chambres,1 sdb,Étage 2,"Quartier de l'Océan, Rabat",2 200 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 995 000
140 m²,3 chambres,2 sdbs,Not Specified,"Rabat, Riyad",3 600 000
Not Specified,3 chambres,Not Specified,Étage 2,"Rabat, Hay Riad",3 800 000
107 m²,4 chambres,2 sdbs,Étage 2,"Rabat, Hay Riad",1 150 000
Not Specified,3 chambres,Not Specified,Étage 4,"Hay Nahda, Rabat",1 250 000
151 m²,2 chambres,2 sdbs,Rez de chaussée,"Autre secteur, Rabat",2 000 000
50 m²,2 chambres,1 sdb,Étage 3,"Yacoub El Mansour, Rabat",340 000
100 m²,2 chambres,2 sdbs,Étage 1,"Hay Nahda, Rabat",110 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 995 000
Not Specified,4 chambres,3 sdbs,Étage 3,"Agdal, Rabat",3 500 000
100 m²,2 chambres,2 sdbs,Étage 3,"Riyad Extension, Rabat",1 550 000
76 m²,2 chambres,1 sdb,Étage 3,"Kébibat, Rabat",1 400 000
37 m²,1 chambre,1 sdb,Étage 4,"Agdal, Rabat",1 300 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 353 000
130 m²,3 chambres,2 sdbs,Étage 4,"Hay Riad, Rabat",3 300 000
65 m²,2 chambres,1 sdb,Étage 1,"Guich Oudaya, Rabat",1 170 000
Not Specified,4 chambres,3 sdbs,Étage 2,"Hay Riad, Rabat",3 600 000
79 m²,3 chambres,1 sdb,Étage 1,"Diour Jamaa, Rabat",1 450 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 200 000
Not Specified,4 chambres,Not Specified,Étage 2,"Hay Riad, Rabat",5 550
270 m²,3 chambres,4 sdbs,Étage 2,"Hay Riad, Rabat",8 000 000
120 m²,3 chambres,1 sdb,Étage 1,"Agdal, Rabat",200 000
96 m²,3 chambres,1 sdb,Rez de chaussée,"Diour Jamaa, Rabat",105
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,680 000
148 m²,3 chambres,2 sdbs,Rez de chaussée,"Souissi, Rabat",2 100 000
165 m²,3 chambres,2 sdbs,Étage 1,"Agdal, Rabat",4 500 000
117 m²,4 chambres,3 sdbs,Rez de chaussée,"Guich Oudaya, Rabat",1 755 000
Not Specified,1 chambre,2 sdbs,Rez de chaussée,"Guich Oudaya, Rabat",940 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 020 000
67 m²,2 chambres,1 sdb,Not Specified,"Riyad, Rabat",2 600 000
Not Specified,3 chambres,2 sdbs,Étage 4,"Hay Riad, Rabat",4 700 000
74 m²,2 chambres,1 sdb,Étage 3,"Agdal, Rabat",2 000 000
Not Specified,2 chambres,2 sdbs,Étage 1,"Autre secteur, Rabat",4 500 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2 800 000
160 m²,3 chambres,2 sdbs,Étage 1,"Yacoub El Mansour, Rabat",3 000 000
50 m²,2 chambres,2 sdbs,Étage 2,"Autre secteur, Rabat",400 000
59 m²,2 chambres,0 sdb,Rez de chaussée,"Autre secteur, Rabat",630 000
Not Specified,Not Specified,Not Specified,Not Specified,"Agdal, Rabat",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,740 000
Not Specified,3 chambres,3 sdbs,Étage 1,"Guich Oudaya, Rabat",2 300 000
Not Specified,1 chambre,1 sdb,Étage 4,"Médina de Rabat, Rabat",1 875 000
113 m²,3 chambres,2 sdbs,Étage 3,"Diour Jamaa, Rabat",2 200 000
137 m²,2 chambres,1 sdb,Rez de chaussée,"Agdal, Rabat",2 200 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2 270 000
1953400 m²,3 chambres,2 sdbs,Étage 3,"Agdal, Rabat",3 400 000
113 m²,3 chambres,2 sdbs,Étage 2,"Agdal, Rabat",2 000 000 100
156 m²,4 chambres,2 sdbs,Not Specified,"Riyad, Rabat",4 200 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,3 100 000
Not Specified,4 chambres,4 sdbs,Étage 1,"Rabat, Hay Riad",8 000 000
Not Specified,3 chambres,2 sdbs,Étage 1,"Rabat, Agdal",3 200 000
171 m²,3 chambres,2 sdbs,Étage 4,"Rabat, Hay Riad",5 500 000
120 m²,3 chambres,2 sdbs,Étage 3,"Hay Riad, Rabat",3 000 000
Not Specified,2 chambres,1 sdb,Étage 2,"Hassan, Rabat",1 360 000
Not Specified,3 chambres,3 sdbs,Rez de chaussée,"Agdal, Rabat",3 800 000
50 m²,1 chambre,1 sdb,Rez de chaussée,"El Youssoufia, Rabat",420 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,890 000
49 m²,1 chambre,1 sdb,Not Specified,"Yacoub El Mansour, Rabat",4 000 000
228 m²,4 chambres,3 sdbs,Not Specified,"Riyad, Rabat",5 500 000
181 m²,3 chambres,2 sdbs,Étage 2,"Hay el Fath, Rabat",7 600 000
49 m²,1 chambre,1 sdb,Étage 3,"Yacoub El Mansour, Rabat",400
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,430 000
101 m²,3 chambres,2 sdbs,Étage 4,"Massira, Rabat",1 450 000
Not Specified,3 chambres,1 sdb,Étage 1,"Hay el Fath, Rabat",820 000
100 m²,2 chambres,1 sdb,Étage 2,"Agdal, Rabat",Not Specified
90 m²,2 chambres,1 sdb,Étage 4,"Hay Riad, Rabat",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,680 000
326 m²,3 chambres,2 sdbs,Étage 3,"Hay Riad, Rabat",5 400 000
120 m²,2 chambres,2 sdbs,Rez de chaussée,"Agdal, Rabat",2 000 000
122 m²,4 chambres,1 sdb,Rez de chaussée,"El Youssoufia, Rabat",2 750 000
202 m²,3 chambres,1 sdb,Rez de chaussée,"Riyad, Rabat",4 750 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 470 000
Not Specified,3 chambres,3 sdbs,Étage 3,"Hassan, Rabat",3 500 000
13 m²,1 chambre,0 sdb,Rez de chaussée,"Yacoub El Mansour, Rabat",Not Specified
156 m²,3 chambres,3 sdbs,Étage 4,"Hay Riad, Rabat",1
Not Specified,3 chambres,2 sdbs,Étage 3,"Hay el Fath, Rabat",1 400 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,510 000
156 m²,4 chambres,3 sdbs,Rez de chaussée,"Guich Oudaya, Rabat",2 750 000
65 m²,4 chambres,1 sdb,Étage 1,"Yacoub El Mansour, Rabat",110 000 000
88 m²,2 chambres,2 sdbs,Étage 6,"Hassan, Rabat",1 550 000
162 m²,3 chambres,3 sdbs,Étage 4,"Hay Riad, Rabat",4 700 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 230 000
Not Specified,2 chambres,1 sdb,Rez de chaussée,"Yacoub El Mansour, Rabat",49
151 m²,2 chambres,2 sdbs,Rez de chaussée,"Quartier de l'Océan, Rabat",2 000 000
25 m²,1 chambre,1 sdb,Étage 4,"Quartier de l'Océan, Rabat",700 000
154 m²,3 chambres,1 sdb,Étage 1,"Hay Riad, Rabat",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,820 000
167 m²,3 chambres,2 sdbs,Étage 1,"Autre secteur, Rabat",2 500 000
87 m²,2 chambres,1 sdb,Étage 2,"Hassan, Rabat",1 305 000
133 m²,3 chambres,1 sdb,Étage 1,"Diour Jamaa, Rabat",1 850 000
117 m²,2 chambres,2 sdbs,Étage 5,"Hay Riad, Rabat",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,330 000
117 m²,2 chambres,2 sdbs,Étage 5,"Hay Riad, Rabat",Not Specified
96 m²,2 chambres,2 sdbs,Étage 2,"Autre secteur, Rabat",80
83 m²,2 chambres,Not Specified,Rez de chaussée,"Hay Riad, Rabat",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,702 900
Not Specified,4 chambres,4 sdbs,Étage 1,"Rabat, Hay Riad",8 000 000
171 m²,3 chambres,2 sdbs,Étage 4,"Rabat, Hay Riad",5 500 000
Not Specified,1 chambre,Not Specified,Étage 6,"Rabat, Hay Riad",Not Specified
Not Specified,2 chambres,2 sdbs,Étage 1,"Guich Oudaya, Rabat",1 600 000
261 m²,2 chambres,2 sdbs,Rez de chaussée,"Hay Riad, Rabat",4 370 000
Not Specified,3 chambres,Not Specified,Étage 2,"Hay Riad, Rabat",8 000 000
Not Specified,3 chambres,3 sdbs,Étage 4,"Hay Riad, Rabat",4 700 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,578 000
117 m²,3 chambres,2 sdbs,Étage 7,"Hay Riad, Rabat",3 200 000
111 m²,2 chambres,1 sdb,Étage 2,"Diour Jamaa, Rabat",1 800 000
219 m²,3 chambres,3 sdbs,Étage 1,"Hay Riad, Rabat",Not Specified
105 m²,3 chambres,1 sdb,Rez de chaussée,"Hay Nahda, Rabat",1 800 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 995 000
