surface,chambres,sdb,etage,location,prix
Not Specified,2 chambres,2 sdbs,Étage 1,"Mesnana, Tanger",1 600 000
74 m²,3 chambres,1 sdb,Étage 1,"Autre secteur, Tanger",675 000
100 m²,3 chambres,2 sdbs,Étage 2,"Autre secteur, Tanger",Not Specified
80 m²,2 chambres,2 sdbs,Étage 2,"Malabata, Tanger",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,420 000
80 m²,2 chambres,2 sdbs,Étage 8,"Autre secteur, Tanger",650 000
Not Specified,2 chambres,1 sdb,Étage 2,"Boukhalef, Tanger",580 000
56 m²,2 chambres,1 sdb,Étage 5,"Mesnana, Tanger",650 000
55 m²,2 chambres,1 sdb,Étage 6,"Autre secteur, Tanger",450 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2 500 000
85 m²,2 chambres,2 sdbs,Étage 2,"Mesnana, Tanger",1 000 000
62 m²,2 chambres,1 sdb,Étage 5,"Moujahidine, Tanger",520 000
56 m²,2 chambres,1 sdb,Étage 5,"Mesnana, Tanger",650 000
90 m²,2 chambres,2 sdbs,Rez de chaussée,"Val Fleuri, Tanger",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,830 000
60 m²,2 chambres,1 sdb,Rez de chaussée,"Mesnana, Tanger",600 000
76 m²,2 chambres,1 sdb,Étage 2,"Centre ville, Tanger",114
110 m²,2 chambres,2 sdbs,Étage 2,"Aviation, Tanger",1 150 000
117 m²,3 chambres,1 sdb,Étage 5,"Centre, Tanger",80 000 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 000 000
57 m²,2 chambres,1 sdb,Étage 2,"Marjane, Tanger",450 000
56 m²,2 chambres,1 sdb,Étage 3,"Tanja Balia, Tanger",550 000
80 m²,2 chambres,2 sdbs,Étage 2,"Malabata, Tanger",1 120 000
60 m²,1 chambre,1 sdb,Étage 1,"Tanja Balia, Tanger",480 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,600 000
88 m²,2 chambres,2 sdbs,Étage 4,"Tanja Balia, Tanger",660 000
93 m²,3 chambres,1 sdb,Étage 7,"Tanja Balia, Tanger",740 000
90 m²,2 chambres,2 sdbs,Étage 1,"Malabata, Tanger",1 260 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2 000 000
50 m²,2 chambres,1 sdb,Étage 3,"Tanger, Centre",450 000
80 m²,2 chambres,1 sdb,Étage 2,"Tanger, Malabata",Not Specified
76 m²,2 chambres,2 sdbs,Étage 4,"Tanger, Mesnana",15 000
107 m²,3 chambres,2 sdbs,Étage 2,"Malabata, Tanger",1 390 000
55 m²,2 chambres,1 sdb,Étage 1,"Autre secteur, Tanger",600 000
90 m²,3 chambres,2 sdbs,Étage 4,"Hay Hassani, Tanger",850 000
109 m²,2 chambres,2 sdbs,Rez de chaussée,"Autre secteur, Tanger",1 890 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 165 000
135 m²,3 chambres,2 sdbs,Étage 1,"Sania, Tanger",17 500
53 m²,2 chambres,1 sdb,Étage 1,"El Mers 2, Tanger",320 000
120 m²,3 chambres,2 sdbs,Étage 3,"Malabata, Tanger",1 680 000
86 m²,2 chambres,2 sdbs,Étage 2,"Malabata, Tanger",1 204 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,685 000
Not Specified,2 chambres,2 sdbs,Étage 2,"Malabata, Tanger",1 120 000
97 m²,3 chambres,2 sdbs,Étage 2,"Malabata, Tanger",2 100 000
107 m²,3 chambres,2 sdbs,Étage 2,"Malabata, Tanger",1 390 000
60 m²,1 chambre,1 sdb,Étage 1,"Tanja Balia, Tanger",480 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 000 000
Not Specified,3 chambres,1 sdb,Étage 7,"Centre ville, Tanger",1 620 000
79 m²,2 chambres,0 sdb,Étage 9,"Ahlane, Tanger",760 000
57 m²,2 chambres,1 sdb,Étage 2,"Marjane, Tanger",450 000
56 m²,2 chambres,1 sdb,Étage 2,"Tanja Balia, Tanger",550 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,396 000
88 m²,2 chambres,2 sdbs,Étage 4,"Tanja Balia, Tanger",660 000
93 m²,3 chambres,1 sdb,Étage 7,"Tanja Balia, Tanger",740 000
Not Specified,3 chambres,2 sdbs,Étage 4,"Centre ville, Tanger",3 600 000
94 m²,3 chambres,2 sdbs,Étage 4,"Hay Hassani, Tanger",1 175 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 000 000
Not Specified,2 chambres,0 sdb,Rez de chaussée,"Autre secteur, Tanger",425 000
98 m²,3 chambres,2 sdbs,Étage 6,"Marjane, Tanger",1 520 000
Not Specified,2 chambres,1 sdb,Étage 3,"Autre secteur, Tanger",380 000
70 m²,2 chambres,1 sdb,Étage 1,"Aharrarine, Tanger",650 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2 000 000
Not Specified,2 chambres,Not Specified,Étage 5,"Autre secteur, Tanger",620 000
70 m²,2 chambres,2 sdbs,Étage 5,"Aharrarine, Tanger",570 000
157 m²,2 chambres,1 sdb,Étage 1,"Centre ville, Tanger",14 700
82 m²,3 chambres,1 sdb,Étage 2,"Mesnana, Tanger",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,800 000
199 m²,3 chambres,2 sdbs,Étage 1,"Autre secteur, Tanger",14 500
98 m²,3 chambres,1 sdb,Étage 1,"Branes 2, Tanger",1 250 000
Not Specified,2 chambres,2 sdbs,Étage 5,"Castilla, Tanger",2 000 000
82 m²,2 chambres,2 sdbs,Étage 8,"Mozart, Tanger",1 800 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 000 000
Not Specified,2 chambres,1 sdb,Étage 1,"Boukhalef, Tanger",620 000
Not Specified,2 chambres,1 sdb,Étage 3,"Boukhalef, Tanger",650 000
Not Specified,2 chambres,1 sdb,Étage 5,"Boukhalef, Tanger",730 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2 500 000
76 m²,2 chambres,2 sdbs,Étage 4,"Tanger, Mesnana",15 000
183 m²,4 chambres,3 sdbs,Étage 6,"Tanger, Centre ville",11 500
150 m²,3 chambres,3 sdbs,Étage 1,"Tanger, Centre ville",2 800 000
58 m²,3 chambres,1 sdb,Rez de chaussée,"Autre secteur, Tanger",530 000
62 m²,2 chambres,2 sdbs,Étage 2,"la Nouvelle Ville Ibn Battouta, Tanger",500 000
80 m²,3 chambres,2 sdbs,Étage 2,"Tanja Balia, Tanger",1 200 000
115 m²,2 chambres,1 sdb,Étage 4,"Branes 1, Tanger",820 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,800 000
60 m²,2 chambres,2 sdbs,Étage 1,"Achennad, Tanger",37
Not Specified,1 chambre,1 sdb,Étage 1,"Boukhalef, Tanger",290 000
Not Specified,2 chambres,1 sdb,Étage 1,"Boukhalef, Tanger",610 000
50 m²,2 chambres,1 sdb,Étage 2,"Moujahidine, Tanger",450 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,685 000
80 m²,Not Specified,Not Specified,Not Specified,"Tanja Balia, Tanger",840 000
50 m²,2 chambres,1 sdb,Étage 5,"Autre secteur, Tanger",31
90 m²,2 chambres,2 sdbs,Étage 2,"Tanja Balia, Tanger",Not Specified
39 m²,1 chambre,1 sdb,Étage 1,"Malabata, Tanger",600 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,350 000
70 m²,2 chambres,2 sdbs,Étage 3,"Hay Hassani, Tanger",700 000
175 m²,3 chambres,2 sdbs,Étage 4,"M'sallah, Tanger",175 000 000
90 m²,3 chambres,1 sdb,Étage 1,"Hay Hassani, Tanger",Not Specified
86 m²,3 chambres,2 sdbs,Étage 2,"Centre ville, Tanger",130 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 165 000
66 m²,2 chambres,1 sdb,Étage 1,"Zemmouri, Tanger",540 000
52 m²,2 chambres,1 sdb,Étage 5,"Aouama Gharbia, Tanger",280 000
84 m²,3 chambres,2 sdbs,Étage 4,"Mghogha, Tanger",555 000
80 m²,2 chambres,1 sdb,Rez de chaussée,"Tanja Balia, Tanger",1 400 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,420 000
125 m²,3 chambres,1 sdb,Étage 7,"Centre ville, Tanger",26 000 000
Not Specified,3 chambres,2 sdbs,Étage 5,"Moujahidine, Tanger",14 800
86 m²,2 chambres,1 sdb,Étage 5,"Ahlane, Tanger",75 000 000
91 m²,3 chambres,1 sdb,Étage 2,"Branes 2, Tanger",1 400 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 000 000
Not Specified,3 chambres,Not Specified,Étage 6,"Tanja Balia, Tanger",1
55 m²,2 chambres,2 sdbs,Étage 3,"Moujahidine, Tanger",14 800
34 m²,1 chambre,1 sdb,Étage 2,"Moujahidine, Tanger",14 800
125 m²,3 chambres,2 sdbs,Rez de chaussée,"Ahlane, Tanger",3 400 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,685 000
Not Specified,2 chambres,2 sdbs,Étage 3,"Mesnana, Tanger",14 800
40 m²,1 chambre,1 sdb,Étage 3,"Moujahidine, Tanger",14 800
120 m²,3 chambres,2 sdbs,Étage 4,"Centre ville, Tanger",190
50 m²,1 chambre,0 sdb,Étage 2,"El Baraka, Tanger",380 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,420 000
50 m²,1 chambre,1 sdb,Étage 2,"El Baraka, Tanger",380 000
58 m²,2 chambres,1 sdb,Étage 5,"Aviation, Tanger",550 000
60 m²,2 chambres,1 sdb,Étage 3,"Zone Industrielle Mghogha, Tanger",500 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,600 000
50 m²,2 chambres,1 sdb,Étage 3,"Tanger, Centre",450 000
112 m²,3 chambres,2 sdbs,Étage 2,"Tanger, Malabata",2 700 000
142 m²,3 chambres,2 sdbs,Étage 8,"Tanger, Centre ville",2 500 000
134 m²,3 chambres,2 sdbs,Étage 8,"Malabata, Tanger",2 000 000
65 m²,2 chambres,1 sdb,Étage 2,"Centre ville, Tanger",1 080 000
Not Specified,2 chambres,2 sdbs,Étage 5,"Castilla, Tanger",2 200 000
3 m²,1 chambre,1 sdb,Étage 2,"El Baraka, Tanger",380 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 000 000
Not Specified,3 chambres,3 sdbs,Étage 2,"Branes Kdima, Tanger",Not Specified
210 m²,3 chambres,2 sdbs,Étage 6,"Centre ville, Tanger",3 360 000
79 m²,2 chambres,1 sdb,Étage 5,"Centre ville, Tanger",1 360 000
56 m²,2 chambres,1 sdb,Étage 7,"Marjane, Tanger",500 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,650 000
99 m²,2 chambres,2 sdbs,Étage 1,"De La Plage, Tanger",1 750 000
58 m²,2 chambres,1 sdb,Étage 1,"Hay Hassani, Tanger",500 000
114 m²,3 chambres,2 sdbs,Étage 7,"De La Plage, Tanger",3 100 000
71 m²,2 chambres,1 sdb,Étage 8,"Aouama Gharbia, Tanger",750 000 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 165 000
137 m²,3 chambres,2 sdbs,Étage 4,"Centre ville, Tanger",16 500
180 m²,2 chambres,2 sdbs,Étage 3,"Marchan, Tanger",19 000
Not Specified,3 chambres,Not Specified,Étage 4,"Autre secteur, Tanger",150 000
Not Specified,2 chambres,Not Specified,Étage 5,"Autre secteur, Tanger",580 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 000 000
60 m²,2 chambres,1 sdb,Étage 5,"Tanja Balia, Tanger",590 000
57 m²,2 chambres,1 sdb,Étage 8,"Bel Air - Val fleuri, Tanger",620 000
138 m²,2 chambres,2 sdbs,Étage 7,"Marjane, Tanger",10 500
75 m²,2 chambres,2 sdbs,Étage 2,"Beausejour, Tanger",76
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 900 000
100 m²,3 chambres,1 sdb,Not Specified,"Hay Zaoudia, Tanger",600 000
66 m²,2 chambres,1 sdb,Étage 3,"Tanja Balia, Tanger",70 000
65 m²,1 chambre,1 sdb,Étage 4,"Autre secteur, Tanger",800 000
Not Specified,1 chambre,Not Specified,Étage 1,"Tanja Balia, Tanger",450 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,685 000
55 m²,2 chambres,1 sdb,Étage 2,"Autre secteur, Tanger",410 000
61 m²,2 chambres,2 sdbs,Étage 2,"Tanja Balia, Tanger",Not Specified
65 m²,3 chambres,2 sdbs,Étage 3,"Centre ville, Tanger",500 000
Not Specified,2 chambres,1 sdb,Étage 5,"Autre secteur, Tanger",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,830 000
320 m²,3 chambres,2 sdbs,Étage 3,"Centre ville, Tanger",1 200 000
133 m²,3 chambres,2 sdbs,Étage 1,"Marjane, Tanger",1 950 000
80 m²,3 chambres,2 sdbs,Étage 1,"Autre secteur, Tanger",800 000
86 m²,2 chambres,2 sdbs,Étage 6,"Centre ville, Tanger",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,460 000
720000 m²,3 chambres,Not Specified,Not Specified,"Aharrarine, Tanger",Not Specified
50 m²,2 chambres,1 sdb,Étage 3,"la Nouvelle Ville Ibn Battouta, Tanger",360 000
94 m²,2 chambres,2 sdbs,Étage 3,"Malabata, Tanger",2 250 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,650 000
142 m²,3 chambres,2 sdbs,Étage 8,"Tanger, Centre ville",2 500 000
71 m²,2 chambres,2 sdbs,Rez de chaussée,"Tanger, Malabata",135 000 000
200 m²,5 chambres,2 sdbs,Étage 8,"Tanger, Tanger City Center",2 400 000
Not Specified,3 chambres,1 sdb,Étage 4,"Jirrari, Tanger",Not Specified
123 m²,3 chambres,2 sdbs,Étage 6,"Mesnana, Tanger",1 400 000
123 m²,3 chambres,2 sdbs,Étage 6,"Mesnana, Tanger",1 400 000
68 m²,2 chambres,1 sdb,Étage 2,"Ahlane, Tanger",75 000 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 600 000
150 m²,3 chambres,2 sdbs,Étage 1,"Mesnana, Tanger",150 000 000
57 m²,2 chambres,1 sdb,Étage 7,"Marjane, Tanger",55 000 000
56 m²,2 chambres,1 sdb,Étage 1,"Gourziana, Tanger",425 000
61 m²,2 chambres,1 sdb,Étage 3,"Boukhalef, Tanger",650 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 000 000
56 m²,2 chambres,1 sdb,Étage 5,"Tanja Balia, Tanger",640 000
87 m²,2 chambres,2 sdbs,Étage 8,"Centre ville, Tanger",2 600 000
66 m²,2 chambres,1 sdb,Étage 2,"Aharrarine, Tanger",550 000
96 m²,2 chambres,2 sdbs,Étage 6,"Centre ville, Tanger",3 700 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 000 000
111 m²,3 chambres,2 sdbs,Étage 2,"Tanja Balia, Tanger",1 800 000
96 m²,2 chambres,2 sdbs,Étage 8,"Centre ville, Tanger",3 700 000
85 m²,2 chambres,2 sdbs,Rez de chaussée,"Malabata, Tanger",3 500 000
55 m²,1 chambre,1 sdb,Étage 4,"Tanger City Center, Tanger",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 165 000
110 m²,3 chambres,2 sdbs,Étage 7,"Autre secteur, Tanger",20 000
66 m²,2 chambres,2 sdbs,Étage 3,"Aharrarine, Tanger",70
81 m²,2 chambres,2 sdbs,Étage 1,"Marjane, Tanger",Not Specified
60 m²,2 chambres,1 sdb,Étage 6,"Aharrarine, Tanger",460 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 000 000
Not Specified,3 chambres,2 sdbs,Étage 3,"Moujahidine, Tanger",1 450 000
Not Specified,3 chambres,2 sdbs,Étage 5,"Val Fleuri, Tanger",1 100 000
101 m²,3 chambres,2 sdbs,Étage 2,"Hay Hassani, Tanger",980 000
161 m²,2 chambres,2 sdbs,Étage 1,"Castilla, Tanger",13 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 000 000
131 m²,3 chambres,2 sdbs,Étage 1,"Castilla, Tanger",1 306 500
51 m²,2 chambres,1 sdb,Étage 2,"Autre secteur, Tanger",650 000
270 m²,5 chambres,4 sdbs,Étage 3,"Ahlane, Tanger",13 000
56 m²,2 chambres,1 sdb,Étage 2,"Autre secteur, Tanger",550 000
47 m²,1 chambre,1 sdb,Étage 4,"Castilla, Tanger",720 000
50 m²,2 chambres,1 sdb,Étage 1,"Tanja Balia, Tanger",520 000
200 m²,5 chambres,2 sdbs,Étage 7,"Castilla, Tanger",2 300 000
84 m²,2 chambres,2 sdbs,Étage 2,"Hay Hassani, Tanger",Not Specified
114 m²,3 chambres,Not Specified,Étage 3,"Autre secteur, Tanger",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,"Boukhalef, Tanger",40 000 000
63 m²,2 chambres,1 sdb,Étage 6,"Tanja Balia, Tanger",Not Specified
76 m²,3 chambres,1 sdb,Étage 3,"Tanger, Centre ville",880 000
189 m²,3 chambres,2 sdbs,Étage 7,"Tanger, Centre ville",2 700 000
76 m²,2 chambres,2 sdbs,Étage 4,"Tanger, Mesnana",15 000
95 m²,3 chambres,0 sdb,Étage 2,"Mghogha, Tanger",800 000
133 m²,3 chambres,2 sdbs,Étage 1,"Centre ville, Tanger",2 400 000
Not Specified,2 chambres,1 sdb,Étage 1,"El Majd, Tanger",Not Specified
60 m²,2 chambres,1 sdb,Étage 4,"Zone Industrielle Mghogha, Tanger",450 000
104 m²,3 chambres,Not Specified,Étage 1,"Ahlane, Tanger",13 000
65 m²,2 chambres,1 sdb,Étage 3,"Aharrarine, Tanger",500
66 m²,2 chambres,1 sdb,Étage 2,"Autre secteur, Tanger",700 000
Not Specified,2 chambres,1 sdb,Étage 5,"Autre secteur, Tanger",Not Specified
66 m²,2 chambres,1 sdb,Étage 2,"Aharrarine, Tanger",550 000
85 m²,3 chambres,2 sdbs,Étage 2,"Hay Hassani, Tanger",690 000
100 m²,4 chambres,4 sdbs,Not Specified,"Branes 2, Tanger",1 800 000
Not Specified,2 chambres,1 sdb,Étage 2,"Mesnana, Tanger",580 000
157 m²,2 chambres,1 sdb,Étage 1,"Mozart, Tanger",1 968 400
142 m²,3 chambres,2 sdbs,Étage 9,"Centre ville, Tanger",25 000 000
119 m²,2 chambres,2 sdbs,Étage 8,"Mozart, Tanger",2 200 000
60 m²,Not Specified,Not Specified,Rez de chaussée,"Aouama Gharbia, Tanger",270 000
55 m²,1 chambre,0 sdb,Étage 2,"Centre, Tanger",460 000
Not Specified,Not Specified,Not Specified,Not Specified,"Tanja Balia, Tanger",450 000
Not Specified,2 chambres,1 sdb,Étage 1,"Autre secteur, Tanger",620 000
181 m²,3 chambres,1 sdb,Étage 11,"Ahlane, Tanger",1 860 000
48 m²,2 chambres,1 sdb,Étage 3,"la Nouvelle Ville Ibn Battouta, Tanger",290 000
Not Specified,2 chambres,2 sdbs,Étage 2,"Malabata, Tanger",24 000
67 m²,2 chambres,1 sdb,Étage 8,"Marjane, Tanger",17 800
58 m²,2 chambres,1 sdb,Étage 1,"Branes Kdima, Tanger",420 000
108 m²,3 chambres,2 sdbs,Étage 2,"Autre secteur, Tanger",1 200 000
50 m²,2 chambres,1 sdb,Étage 4,"Boukhalef, Tanger",320 000
83 m²,2 chambres,1 sdb,Étage 4,"Ahlane, Tanger",860 000
60 m²,2 chambres,1 sdb,Étage 4,"Mesnana, Tanger",700 000
58 m²,Not Specified,0 sdb,Rez de chaussée,"Du Golf, Tanger",550 000
70 m²,Not Specified,0 sdb,Rez de chaussée,"Mesnana, Tanger",600 000
Not Specified,3 chambres,0 sdb,Étage 3,"Ahlane, Tanger",800 000
107 m²,2 chambres,1 sdb,Étage 1,"Autre secteur, Tanger",750 000
113 m²,3 chambres,2 sdbs,Étage 5,"Marjane, Tanger",1 500 000
80 m²,3 chambres,1 sdb,Étage 4,"Casabarata, Tanger",670 000
89 m²,2 chambres,2 sdbs,Étage 5,"Marjane, Tanger",1 800 000
189 m²,3 chambres,2 sdbs,Étage 7,"Tanger, Centre ville",2 700 000
40 m²,2 chambres,1 sdb,Étage 2,"Tanger, Centre",Not Specified
71 m²,2 chambres,2 sdbs,Rez de chaussée,"Tanger, Malabata",135 000 000
58 m²,2 chambres,1 sdb,Étage 5,"Tanger City Center, Tanger",1 500 000
56 m²,2 chambres,1 sdb,Rez de chaussée,"la Nouvelle Ville Ibn Battouta, Tanger",350 000
Not Specified,2 chambres,Not Specified,Étage 4,"Boukhalef, Tanger",Not Specified
137 m²,2 chambres,2 sdbs,Étage 2,"Sania, Tanger",24 000
62 m²,2 chambres,1 sdb,Étage 3,"Boukhalef, Tanger",Not Specified
50 m²,1 chambre,0 sdb,Not Specified,"Autre secteur, Tanger",25 000
Not Specified,2 chambres,1 sdb,Étage 3,"Autre secteur, Tanger",420 000
Not Specified,Not Specified,Not Specified,Not Specified,"Aouama Gharbia, Tanger",2 000
65 m²,2 chambres,1 sdb,Étage 3,"Aharrarine, Tanger",500
100 m²,2 chambres,1 sdb,Not Specified,"Autre secteur, Tanger",220
56 m²,2 chambres,1 sdb,Étage 6,"Hay Hassani, Tanger",480 000
140 m²,3 chambres,2 sdbs,Étage 7,"Administratif, Tanger",2 160 000
58 m²,2 chambres,1 sdb,Étage 2,"Hay Hassani, Tanger",520 000
60 m²,2 chambres,2 sdbs,Étage 1,"Ahlane, Tanger",37
86 m²,2 chambres,2 sdbs,Étage 11,"Malabata, Tanger",1 400 000
101 m²,3 chambres,2 sdbs,Étage 4,"Autre secteur, Tanger",1 750 000
Not Specified,4 chambres,3 sdbs,Étage 2,"Autre secteur, Tanger",Not Specified
100 m²,3 chambres,2 sdbs,Étage 4,"Autre secteur, Tanger",1 450 000
55 m²,2 chambres,1 sdb,Étage 5,"Autre secteur, Tanger",380 000
Not Specified,2 chambres,2 sdbs,Étage 1,"Marjane, Tanger",950 000
Not Specified,2 chambres,1 sdb,Étage 5,"Autre secteur, Tanger",630 000
80 m²,2 chambres,1 sdb,Étage 7,"Centre ville, Tanger",930 000
140 m²,2 chambres,2 sdbs,Étage 1,"Mesnana, Tanger",1 500 000
117 m²,2 chambres,1 sdb,Étage 3,"Ziatene, Tanger",110 000
Not Specified,2 chambres,1 sdb,Étage 2,"Autre secteur, Tanger",Not Specified
80 m²,3 chambres,2 sdbs,Étage 2,"Centre ville, Tanger",580 000
180 m²,2 chambres,2 sdbs,Étage 4,"Marchane, Tanger",19 000
65 m²,2 chambres,1 sdb,Rez de chaussée,"Moujahidine, Tanger",750 000
111 m²,3 chambres,2 sdbs,Étage 2,"Tanja Balia, Tanger",1 800 000
81 m²,2 chambres,2 sdbs,Étage 2,"nouinouich, Tanger",1 800 000
81 m²,2 chambres,2 sdbs,Étage 2,"nouinouich, Tanger",1 800 000
68 m²,3 chambres,1 sdb,Étage 6,"Centre ville, Tanger",1 000 000
55 m²,2 chambres,1 sdb,Étage 2,"Mesnana, Tanger",600 000
58 m²,2 chambres,1 sdb,Étage 4,"Autre secteur, Tanger",450 000
100 m²,2 chambres,2 sdbs,Rez de chaussée,"Autre secteur, Tanger",21 000
150 m²,3 chambres,3 sdbs,Étage 1,"Tanger, Centre ville",2 800 000
50 m²,2 chambres,1 sdb,Étage 3,"Tanger, Centre",450 000
69 m²,2 chambres,2 sdbs,Étage 4,"Tanger, Hay Hassani",810 000
Not Specified,2 chambres,1 sdb,Étage 4,"Tanja Balia, Tanger",620 000
54 m²,2 chambres,1 sdb,Étage 6,"Centre ville, Tanger",Not Specified
54 m²,2 chambres,0 sdb,Étage 6,"Centre ville, Tanger",54
140 m²,5 chambres,2 sdbs,Étage 3,"Centre ville, Tanger",8 500 000
Not Specified,Not Specified,Not Specified,Not Specified,"Marjane, Tanger",138
92 m²,3 chambres,2 sdbs,Étage 6,"Laaouina, Tanger",950 000
70 m²,2 chambres,2 sdbs,Rez de chaussée,"Tanja Balia, Tanger",37
70 m²,2 chambres,2 sdbs,Rez de chaussée,"Tanja Balia, Tanger",37
54 m²,2 chambres,0 sdb,Étage 4,"Mesnana, Tanger",Not Specified
Not Specified,2 chambres,1 sdb,Étage 6,"Marjane, Tanger",Not Specified
156 m²,3 chambres,2 sdbs,Étage 8,"Centre ville, Tanger",1 800 000
Not Specified,2 chambres,2 sdbs,Étage 2,"Centre, Tanger",Not Specified
101 m²,3 chambres,2 sdbs,Étage 3,"Val Fleuri, Tanger",1 200 000
Not Specified,3 chambres,2 sdbs,Étage 6,"Castilla, Tanger",2 035 000
Not Specified,2 chambres,1 sdb,Étage 1,"Malabata, Tanger",1 650 000
130 m²,3 chambres,1 sdb,Étage 1,"Castilla, Tanger",1 600 000
130 m²,2 chambres,1 sdb,Étage 1,"Castilla, Tanger",1 600 000
156 m²,3 chambres,1 sdb,Étage 2,"Mesnana, Tanger",Not Specified
Not Specified,2 chambres,2 sdbs,Étage 4,"Tanger City Center, Tanger",1 828 500
105 m²,2 chambres,2 sdbs,Étage 4,"Ahlane, Tanger",1 100 000
Not Specified,2 chambres,1 sdb,Étage 6,"Aharrarine, Tanger",490 000
51 m²,2 chambres,1 sdb,Étage 1,"Autre secteur, Tanger",450 000
137 m²,3 chambres,2 sdbs,Étage 4,"Autre secteur, Tanger",2 260 500
56 m²,2 chambres,1 sdb,Étage 4,"Autre secteur, Tanger",320 000
160 m²,2 chambres,2 sdbs,Étage 16,"Malabata, Tanger",2 600 000
78 m²,2 chambres,1 sdb,Étage 5,"Jirrari, Tanger",90 000 000
50 m²,2 chambres,1 sdb,Étage 5,"Mesnana, Tanger",580 000
52 m²,2 chambres,2 sdbs,Étage 1,"Hay Hassani, Tanger",450 000
57 m²,2 chambres,1 sdb,Étage 1,"Autre secteur, Tanger",440 000
80 m²,2 chambres,2 sdbs,Étage 2,"Tanja Balia, Tanger",1 134 000
137 m²,3 chambres,2 sdbs,Étage 1,"Tanger City Center, Tanger",2 260 000
Not Specified,2 chambres,1 sdb,Étage 1,"Mediouna, Tanger",320 000
92 m²,3 chambres,1 sdb,Étage 3,"Mesnana, Tanger",850 000
79 m²,2 chambres,0 sdb,Rez de chaussée,"Ahlane, Tanger",950 000
Not Specified,3 chambres,1 sdb,Étage 4,"Hay Hassani, Tanger",700 000
142 m²,3 chambres,2 sdbs,Étage 8,"Tanger, Centre ville",2 500 000
50 m²,2 chambres,1 sdb,Étage 3,"Tanger, Centre",450 000
71 m²,2 chambres,2 sdbs,Rez de chaussée,"Tanger, Malabata",135 000 000
86 m²,2 chambres,2 sdbs,Étage 14,"Tanger City Center, Tanger",1 400 000
95 m²,3 chambres,1 sdb,Étage 5,"Autre secteur, Tanger",850 000
55 m²,1 chambre,0 sdb,Étage 4,"Malabata, Tanger",150 000 000
Not Specified,4 chambres,2 sdbs,Étage 2,"Moujahidine, Tanger",3 454 000
65 m²,2 chambres,1 sdb,Étage 5,"Autre secteur, Tanger",58 000 000
70 m²,2 chambres,2 sdbs,Étage 6,"Hay Hassani, Tanger",490 000
58 m²,2 chambres,1 sdb,Étage 5,"Autre secteur, Tanger",660 000
Not Specified,2 chambres,1 sdb,Étage 1,"Boukhalef, Tanger",36
Not Specified,6 chambres,Not Specified,Not Specified,"El Majd, Tanger",Not Specified
Not Specified,4 chambres,Not Specified,Étage 4,"El Majd, Tanger",Not Specified
130 m²,2 chambres,1 sdb,Rez de chaussée,"Centre ville, Tanger",1 250 000
54 m²,2 chambres,1 sdb,Étage 3,"Tanja Balia, Tanger",470 000
93 m²,2 chambres,1 sdb,Étage 8,"Moulay Youssef, Tanger",1 290 000
