surface,chambres,sdb,etage,location,prix
61 m²,2 chambres,1 sdb,Étage 2,"Tanja Balia, Tanger",700 000
78 m²,2 chambres,2 sdbs,Étage 3,"Marjane, Tanger",1 014 000
24 m²,1 chambre,0 sdb,Rez de chaussée,"Autre secteur, Tanger",390 000
56 m²,1 chambre,2 sdbs,Étage 2,"Centre ville, Tanger",486 000
51 m²,2 chambres,1 sdb,Étage 1,"la Nouvelle Ville Ibn Battouta, Tanger",590 000
65 m²,2 chambres,2 sdbs,Étage 2,"Autre secteur, Tanger",1 200 000
145 m²,3 chambres,1 sdb,Étage 3,"Beni Touzine, Tanger",1 875 500
98 m²,3 chambres,2 sdbs,Rez de chaussée,"Mghogha, Tanger",68
130 m²,2 chambres,1 sdb,Étage 1,"Hay Hassani, Tanger",950 000
76 m²,2 chambres,2 sdbs,Étage 4,"Mesnana, Tanger",1 140 000
75 m²,2 chambres,1 sdb,Étage 1,"Marjane, Tanger",760 000
Not Specified,3 chambres,2 sdbs,Étage 2,"Val Fleuri, Tanger",Not Specified
47 m²,1 chambre,1 sdb,Rez de chaussée,"Autre secteur, Tanger",350 000
56 m²,2 chambres,1 sdb,Étage 4,"Mesnana, Tanger",600 000
100 m²,2 chambres,2 sdbs,Étage 1,"manar, Tanger",3 500 000
99 m²,3 chambres,2 sdbs,Étage 8,"Malabata, Tanger",1 980 000
184 m²,2 chambres,1 sdb,Étage 3,"Tanja Balia, Tanger",16 000
Not Specified,4 chambres,Not Specified,Rez de chaussée,"Centre ville, Tanger",3 000 000
57 m²,2 chambres,1 sdb,Étage 1,"Centre ville, Tanger",60 000
Not Specified,3 chambres,1 sdb,Étage 1,"Al Warda, Tanger",850 000
Not Specified,2 chambres,1 sdb,Étage 1,"Ahlane, Tanger",950 000
132 m²,3 chambres,2 sdbs,Étage 3,"Marjane, Tanger",14 000
76 m²,2 chambres,1 sdb,Étage 5,"Tanger, Aharrarine",12 500
183 m²,4 chambres,3 sdbs,Étage 6,"Tanger, Centre ville",11 500
132 m²,3 chambres,2 sdbs,Étage 3,"Tanger, Marjane",13 500
132 m²,3 chambres,2 sdbs,Étage 3,"Marjane, Tanger",14 000
52 m²,2 chambres,1 sdb,Not Specified,"la Nouvelle Ville Ibn Battouta, Tanger",400 000
70 m²,2 chambres,1 sdb,Étage 1,"Tanja Balia, Tanger",13 000
Not Specified,2 chambres,2 sdbs,Rez de chaussée,"Malabata, Tanger",2 900 000
89 m²,3 chambres,2 sdbs,Étage 7,"Aharrarine, Tanger",850 000
148 m²,3 chambres,2 sdbs,Étage 2,"Centre ville, Tanger",1 680 000
90 m²,2 chambres,1 sdb,Étage 1,"Marjane, Tanger",1 000 000
80 m²,3 chambres,2 sdbs,Étage 4,"Aharrarine, Tanger",650 000
55 m²,2 chambres,1 sdb,Étage 2,"Tanja Balia, Tanger",460 000
Not Specified,2 chambres,2 sdbs,Étage 10,"Tanger City Center, Tanger",Not Specified
81 m²,2 chambres,1 sdb,Étage 2,"Autre secteur, Tanger",11 000 000
Not Specified,2 chambres,2 sdbs,Étage 10,"Tanger City Center, Tanger",Not Specified
Not Specified,3 chambres,3 sdbs,Étage 1,"Autre secteur, Tanger",15 000
50 m²,2 chambres,1 sdb,Étage 3,"Tanja Balia, Tanger",790 000
80 m²,3 chambres,1 sdb,Étage 3,"Aharrarine, Tanger",700 000
245 m²,4 chambres,3 sdbs,Étage 11,"De La Plage, Tanger",Not Specified
126 m²,3 chambres,2 sdbs,Étage 7,"Centre ville, Tanger",22 000
119 m²,3 chambres,2 sdbs,Étage 2,"Malabata, Tanger",3 350 000
149 m²,2 chambres,2 sdbs,Étage 2,"Malabata, Tanger",3 600 000
76 m²,3 chambres,0 sdb,Étage 3,"Autre secteur, Tanger",790 000
57 m²,2 chambres,1 sdb,Étage 4,"Boukhalef, Tanger",320 000
97 m²,2 chambres,2 sdbs,Étage 2,"Haddad, Tanger",800 000
84 m²,3 chambres,2 sdbs,Étage 3,"Hay Hassani, Tanger",1 050 000
Not Specified,3 chambres,Not Specified,Étage 3,"Autre secteur, Tanger",Not Specified
100 m²,3 chambres,1 sdb,Étage 4,"Jirrari, Tanger",700 000
111 m²,3 chambres,1 sdb,Étage 4,"Ahlane, Tanger",1 150 000
61 m²,2 chambres,1 sdb,Étage 1,"Hay El Boughaz, Tanger",490 000
Not Specified,3 chambres,Not Specified,Étage 3,"Autre secteur, Tanger",72
120 m²,4 chambres,2 sdbs,Étage 3,"Autre secteur, Tanger",1 180 000
75 m²,3 chambres,2 sdbs,Étage 2,"Autre secteur, Tanger",750 000
Not Specified,2 chambres,0 sdb,Étage 5,"Tanja Balia, Tanger",590 000
Not Specified,3 chambres,2 sdbs,Étage 6,"Azib Haj Kaddour, Tanger",1 050 000
63 m²,2 chambres,1 sdb,Not Specified,"Boukhalef, Tanger",560 000
119 m²,3 chambres,2 sdbs,Étage 3,"Branes 2, Tanger",1 460 000
60 m²,2 chambres,1 sdb,Étage 5,"Autre secteur, Tanger",5 400 000
200 m²,5 chambres,2 sdbs,Étage 8,"Tanger, Tanger City Center",2 400 000
142 m²,3 chambres,2 sdbs,Étage 8,"Tanger, Centre ville",2 500 000
112 m²,3 chambres,2 sdbs,Étage 2,"Tanger, Malabata",2 700 000
63 m²,2 chambres,1 sdb,Étage 4,"Du Golf, Tanger",800 000
65 m²,2 chambres,2 sdbs,Étage 2,"Ahlane, Tanger",13 000
100 m²,3 chambres,1 sdb,Étage 2,"nouinouich, Tanger",2 400 000
75 m²,1 chambre,2 sdbs,Étage 5,"Mesnana, Tanger",1 100 000
Not Specified,2 chambres,Not Specified,Étage 2,"Marjane, Tanger",Not Specified
88 m²,3 chambres,2 sdbs,Étage 1,"Hay Hassani, Tanger",890 000
81 m²,2 chambres,1 sdb,Étage 6,"Ziatene, Tanger",860 000
82 m²,3 chambres,1 sdb,Étage 3,"Bel Air - Val fleuri, Tanger",115 000
Not Specified,1 chambre,Not Specified,Étage 1,"Autre secteur, Tanger",290 000
88 m²,2 chambres,1 sdb,Étage 2,"Mesnana, Tanger",1 200 000
48 m²,2 chambres,1 sdb,Étage 3,"Autre secteur, Tanger",420 000
63 m²,2 chambres,1 sdb,Étage 4,"Ziatene, Tanger",700 000
97 m²,3 chambres,2 sdbs,Étage 2,"Centre ville, Tanger",1 250 000
70 m²,2 chambres,1 sdb,Étage 1,"Aharrarine, Tanger",580 000
85 m²,2 chambres,2 sdbs,Étage 5,"Du Golf, Tanger",1 750 000
117 m²,3 chambres,2 sdbs,Étage 12,"Centre ville, Tanger",2 400 000
113 m²,3 chambres,2 sdbs,Étage 4,"Autre secteur, Tanger",1 650 000
60 m²,2 chambres,2 sdbs,Étage 1,"Achennad, Tanger",38
103 m²,3 chambres,1 sdb,Étage 4,"Moujahidine, Tanger",58
112 m²,3 chambres,2 sdbs,Étage 2,"Moujahidine, Tanger",16 300
Not Specified,4 chambres,2 sdbs,Rez de chaussée,"Malabata, Tanger",2 850 000
Not Specified,2 chambres,1 sdb,Étage 1,"Autre secteur, Tanger",530 000
100 m²,2 chambres,1 sdb,Rez de chaussée,"Malabata, Tanger",Not Specified
76 m²,2 chambres,0 sdb,Étage 2,"Hay Hassani, Tanger",650 000
43 m²,1 chambre,0 sdb,Rez de chaussée,"Tanja Balia, Tanger",420 000
86 m²,2 chambres,2 sdbs,Étage 4,"Centre ville, Tanger",1 376 000
Not Specified,3 chambres,2 sdbs,Étage 4,"Iberie, Tanger",2 750 000
Not Specified,2 chambres,2 sdbs,Étage 1,"Al Kasaba, Tanger",400
70 m²,3 chambres,1 sdb,Étage 2,"El Mers 1, Tanger",3 800 000
Not Specified,2 chambres,1 sdb,Étage 1,"Moujahidine, Tanger",650 000
122 m²,3 chambres,2 sdbs,Étage 8,"Autre secteur, Tanger",2 750 000
98 m²,2 chambres,1 sdb,Étage 7,"Centre ville, Tanger",13 000
117 m²,3 chambres,2 sdbs,Étage 4,"Centre ville, Tanger",3 600 000
85 m²,2 chambres,2 sdbs,Étage 1,"Autre secteur, Tanger",1 250 000
149 m²,2 chambres,1 sdb,Étage 2,"Malabata, Tanger",3 600 000
69 m²,2 chambres,2 sdbs,Étage 4,"Tanger, Hay Hassani",810 000
132 m²,3 chambres,2 sdbs,Étage 3,"Tanger, Marjane",13 500
50 m²,2 chambres,1 sdb,Étage 3,"Tanger, Centre",450 000
90 m²,2 chambres,2 sdbs,Étage 4,"Marjane, Tanger",820 000
198 m²,2 chambres,2 sdbs,Étage 3,"Centre ville, Tanger",25 000
57 m²,2 chambres,1 sdb,Étage 4,"Autre secteur, Tanger",440 000
69 m²,2 chambres,1 sdb,Étage 6,"Moujahidine, Tanger",820 000
215 m²,3 chambres,2 sdbs,Étage 7,"Hay Hassani, Tanger",1 300 000
140 m²,3 chambres,2 sdbs,Étage 2,"Iberie, Tanger",4 600 000
63 m²,2 chambres,1 sdb,Étage 4,"Boukhalef, Tanger",560 000
53 m²,2 chambres,Not Specified,Étage 3,"Moujahidine, Tanger",460 000
Not Specified,Not Specified,Not Specified,Not Specified,"Mesnana, Tanger",770 000
Not Specified,2 chambres,1 sdb,Étage 1,"Mesnana, Tanger",770 000
Not Specified,3 chambres,3 sdbs,Étage 5,"Autre secteur, Tanger",2 800 000
Not Specified,2 chambres,Not Specified,Étage 1,"Hay Hassani, Tanger",1
52 m²,1 chambre,1 sdb,Étage 5,"Du Golf, Tanger",572 000
85 m²,2 chambres,0 sdb,Étage 1,"Autre secteur, Tanger",900 000
Not Specified,3 chambres,2 sdbs,Étage 7,"Iberie, Tanger",3 150 000
155 m²,3 chambres,2 sdbs,Étage 5,"Centre, Tanger",2 690 000
Not Specified,3 chambres,2 sdbs,Étage 7,"Iberie, Tanger",3 150 000
80 m²,2 chambres,1 sdb,Étage 4,"Centre, Tanger",900
72 m²,2 chambres,1 sdb,Étage 3,"Val Fleuri, Tanger",1 300 000
80 m²,2 chambres,1 sdb,Étage 1,"Aouama Gharbia, Tanger",650 000
56 m²,2 chambres,1 sdb,Étage 3,"Centre, Tanger",400 000
110 m²,2 chambres,2 sdbs,Étage 3,"Autre secteur, Tanger",160 000
114 m²,2 chambres,2 sdbs,Étage 2,"Mghogha, Tanger",1 300 000
110 m²,2 chambres,2 sdbs,Étage 3,"Centre ville, Tanger",160
130 m²,3 chambres,Not Specified,Étage 1,"Centre, Tanger",2 390 000
57 m²,2 chambres,1 sdb,Étage 5,"Mesnana, Tanger",650 000
66 m²,2 chambres,1 sdb,Étage 2,"Autre secteur, Tanger",550 000
70 m²,2 chambres,1 sdb,Étage 2,"Ziatene, Tanger",1 250 000
110 m²,2 chambres,1 sdb,Étage 3,"Branes 2, Tanger",1 520 000
70 m²,5 chambres,4 sdbs,Étage 2,"Autre secteur, Tanger",2 000 000
60 m²,2 chambres,2 sdbs,Étage 1,"El Mers 2, Tanger",38 000 000
82 m²,2 chambres,1 sdb,Étage 3,"Val Fleuri, Tanger",760 000
72 m²,2 chambres,1 sdb,Étage 2,"Casabarata, Tanger",550 000
55 m²,1 chambre,1 sdb,Étage 2,"Administratif, Tanger",1 500 000
55 m²,2 chambres,1 sdb,Étage 19,"Malabata, Tanger",1 650 000
76 m²,2 chambres,1 sdb,Étage 5,"Tanger, Aharrarine",12 500
132 m²,3 chambres,2 sdbs,Étage 3,"Tanger, Marjane",13 500
183 m²,4 chambres,3 sdbs,Étage 6,"Tanger, Centre ville",11 500
98 m²,3 chambres,1 sdb,Étage 4,"Tanja Balia, Tanger",10 000
110 m²,3 chambres,2 sdbs,Étage 3,"Centre ville, Tanger",Not Specified
81 m²,2 chambres,1 sdb,Étage 3,"Marjane, Tanger",1 200 000
96 m²,2 chambres,2 sdbs,Étage 5,"Administratif, Tanger",1 690 000
133 m²,4 chambres,2 sdbs,Étage 7,"De La Plage, Tanger",1 950 000
Not Specified,2 chambres,1 sdb,Étage 3,"Autre secteur, Tanger",420 000
180 m²,4 chambres,3 sdbs,Étage 5,"Mozart, Tanger",3 500 000
Not Specified,Not Specified,Not Specified,Not Specified,Tanger,1
Not Specified,2 chambres,1 sdb,Étage 3,"Hay Hassani, Tanger",420 000
3 m²,3 chambres,2 sdbs,Étage 1,"Centre, Tanger",1 600 000
75 m²,2 chambres,2 sdbs,Étage 2,"Msala, Tanger",430 000
Not Specified,1 chambre,Not Specified,Rez de chaussée,"Gourziana, Tanger",360 000
Not Specified,1 chambre,0 sdb,Rez de chaussée,"la Nouvelle Ville Ibn Battouta, Tanger",300 000
70 m²,2 chambres,1 sdb,Étage 4,"Autre secteur, Tanger",500 000
135 m²,3 chambres,2 sdbs,Étage 4,"Administratif, Tanger",1 500 000
Not Specified,Not Specified,Not Specified,Not Specified,Tanger,Not Specified
57 m²,2 chambres,1 sdb,Étage 3,"Aharrarine, Tanger",510 000
Not Specified,Not Specified,Not Specified,Not Specified,"Mesnana, Tanger",135
62 m²,2 chambres,1 sdb,Étage 3,"Mesnana, Tanger",75 000
86 m²,3 chambres,1 sdb,Étage 2,"Malabata, Tanger",1 400 000
108 m²,3 chambres,2 sdbs,Étage 3,"Malabata, Tanger",1 800 000
77 m²,2 chambres,2 sdbs,Étage 2,"Malabata, Tanger",1 080 000
107 m²,3 chambres,2 sdbs,Étage 2,"Malabata, Tanger",1 391 000
57 m²,2 chambres,1 sdb,Étage 2,"Marjane, Tanger",450 000
56 m²,2 chambres,1 sdb,Étage 2,"Tanja Balia, Tanger",550 000
60 m²,1 chambre,1 sdb,Étage 1,"Tanja Balia, Tanger",480 000
65 m²,2 chambres,0 sdb,Étage 5,"Ahlane, Tanger",690 000
65 m²,2 chambres,1 sdb,Étage 5,"Ahlane, Tanger",760 000
88 m²,2 chambres,2 sdbs,Étage 4,"Tanja Balia, Tanger",660 000
93 m²,3 chambres,1 sdb,Étage 7,"Tanja Balia, Tanger",740 000
93 m²,3 chambres,1 sdb,Étage 2,"Tanja Balia, Tanger",930 000
76 m²,2 chambres,1 sdb,Étage 6,"Tanja Balia, Tanger",798 000
76 m²,2 chambres,1 sdb,Étage 2,"Autre secteur, Tanger",620 000
102 m²,4 chambres,2 sdbs,Étage 1,"Tanja Balia, Tanger",1 070 000
118 m²,2 chambres,1 sdb,Rez de chaussée,"Tanja Balia, Tanger",800 000
80 m²,2 chambres,1 sdb,Étage 2,"Tanger, Malabata",Not Specified
142 m²,3 chambres,2 sdbs,Étage 8,"Tanger, Centre ville",2 500 000
76 m²,2 chambres,2 sdbs,Étage 4,"Tanger, Mesnana",15 000
196 m²,2 chambres,1 sdb,Étage 5,"Tanja Balia, Tanger",1 020 000
85 m²,2 chambres,1 sdb,Étage 4,"Autre secteur, Tanger",560 000
Not Specified,2 chambres,Not Specified,Étage 5,"Autre secteur, Tanger",630 000
Not Specified,2 chambres,1 sdb,Étage 7,"Hay Hassani, Tanger",840 000
70 m²,2 chambres,1 sdb,Étage 4,"El Majd, Tanger",470 000
119 m²,2 chambres,2 sdbs,Étage 8,"Autre secteur, Tanger",1 080 000
65 m²,2 chambres,1 sdb,Étage 4,"Boukhalef, Tanger",80
Not Specified,2 chambres,1 sdb,Étage 4,"Benkirane, Tanger",420 000
51 m²,2 chambres,1 sdb,Rez de chaussée,"Mesnana, Tanger",750 000
76 m²,2 chambres,2 sdbs,Rez de chaussée,"Hay Hassani, Tanger",988 000
Not Specified,2 chambres,Not Specified,Étage 2,"Boukhalef, Tanger",Not Specified
86 m²,3 chambres,0 sdb,Étage 4,"Hay Hassani, Tanger",780 000
Not Specified,2 chambres,3 sdbs,Étage 6,"Malabata, Tanger",6 000 000
84 m²,3 chambres,2 sdbs,Étage 3,"Aharrarine, Tanger",69 000 000
70 m²,2 chambres,1 sdb,Étage 3,"Hay Hassani, Tanger",600
Not Specified,3 chambres,2 sdbs,Étage 1,"Centre ville, Tanger",15 000
Not Specified,3 chambres,2 sdbs,Étage 2,"Centre ville, Tanger",17 000
Not Specified,2 chambres,2 sdbs,Étage 4,"Mozart, Tanger",2 050 000
Not Specified,3 chambres,2 sdbs,Étage 2,"Centre ville, Tanger",17 000
Not Specified,3 chambres,2 sdbs,Étage 6,"Iberie, Tanger",2 016 000
Not Specified,3 chambres,3 sdbs,Étage 1,"Al Amal, Tanger",2 152 000
Not Specified,3 chambres,3 sdbs,Étage 1,"Al Amal, Tanger",1 963 000
96 m²,3 chambres,2 sdbs,Étage 2,"Autre secteur, Tanger",850 000
77 m²,2 chambres,1 sdb,Étage 1,"Centre, Tanger",950 000
Not Specified,3 chambres,3 sdbs,Étage 1,"Al Amal, Tanger",1 950 000
Not Specified,2 chambres,1 sdb,Étage 2,"la Nouvelle Ville Ibn Battouta, Tanger",490 000
Not Specified,2 chambres,2 sdbs,Étage 5,"Mesnana, Tanger",850 000
53 m²,2 chambres,1 sdb,Étage 2,"Hay Hassani, Tanger",530 000
Not Specified,3 chambres,3 sdbs,Étage 3,"Autre secteur, Tanger",8 700
55 m²,2 chambres,1 sdb,Étage 1,"Marjane, Tanger",330 000
59 m²,2 chambres,1 sdb,Étage 2,"Hay Hassani, Tanger",470 000
Not Specified,Not Specified,Not Specified,Not Specified,"Centre ville, Tanger",1 200
63 m²,3 chambres,2 sdbs,Rez de chaussée,"Port Tanger ville, Tanger",Not Specified
60 m²,2 chambres,1 sdb,Étage 4,"Benkirane, Tanger",420 000
71 m²,1 chambre,2 sdbs,Étage 2,"Malabata, Tanger",1 500 000
40 m²,2 chambres,1 sdb,Étage 2,"Tanger, Centre",Not Specified
189 m²,3 chambres,2 sdbs,Étage 7,"Tanger, Centre ville",2 700 000
50 m²,2 chambres,1 sdb,Étage 3,"Tanger, Centre",450 000
64 m²,2 chambres,0 sdb,Étage 3,"Mesnana, Tanger",500 000
Not Specified,3 chambres,Not Specified,Étage 5,"Mozart, Tanger",2 950 000
60 m²,2 chambres,1 sdb,Étage 4,"Mesnana, Tanger",750 000
76 m²,3 chambres,1 sdb,Rez de chaussée,"Tanja Balia, Tanger",560 000
Not Specified,3 chambres,2 sdbs,Étage 3,"Autre secteur, Tanger",75
Not Specified,Not Specified,Not Specified,Not Specified,Tanger,Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,Tanger,1 500
60 m²,2 chambres,1 sdb,Étage 4,"Autre secteur, Tanger",380 000
54 m²,2 chambres,1 sdb,Étage 3,"Centre ville, Tanger",520 000
64 m²,2 chambres,2 sdbs,Étage 5,"Centre ville, Tanger",720 000
72 m²,2 chambres,2 sdbs,Étage 6,"Val Fleuri, Tanger",78
120 m²,3 chambres,1 sdb,Étage 4,"Centre ville, Tanger",1 920 000
86 m²,3 chambres,2 sdbs,Étage 5,"Aharrarine, Tanger",680
103 m²,3 chambres,1 sdb,Étage 4,"Jirrari, Tanger",1 100 000
Not Specified,2 chambres,Not Specified,Étage 4,"Bir Chifa, Tanger",45
75 m²,2 chambres,1 sdb,Étage 3,"Hanaa 1, Tanger",1 000 000
97 m²,2 chambres,1 sdb,Étage 2,"Mozart, Tanger",176
208 m²,4 chambres,2 sdbs,Rez de chaussée,"Iberie, Tanger",2 600 000
Not Specified,2 chambres,1 sdb,Étage 2,"Aharrarine, Tanger",13 000
Not Specified,3 chambres,2 sdbs,Étage 2,"Drissia, Tanger",12 000
137 m²,3 chambres,2 sdbs,Étage 8,"Malabata, Tanger",Not Specified
60 m²,2 chambres,1 sdb,Étage 4,"Mesnana, Tanger",740 000
137 m²,3 chambres,2 sdbs,Étage 8,"Malabata, Tanger",Not Specified
Not Specified,2 chambres,1 sdb,Étage 3,"El Baraka, Tanger",310 000
92 m²,3 chambres,2 sdbs,Étage 2,"Autre secteur, Tanger",700 000
Not Specified,2 chambres,1 sdb,Étage 3,"Boukhalef, Tanger",420 000
60 m²,2 chambres,1 sdb,Étage 6,"Mesnana, Tanger",660 000
57 m²,2 chambres,1 sdb,Étage 6,"Marjane, Tanger",530 000
Not Specified,2 chambres,1 sdb,Étage 5,"Marjane, Tanger",1 260 000
0 m²,3 chambres,2 sdbs,Étage 1,"Achakar, Tanger",12 500
72 m²,2 chambres,1 sdb,Étage 4,"Marjane, Tanger",900 000
95 m²,3 chambres,2 sdbs,Étage 6,"Branes 2, Tanger",Not Specified
81 m²,2 chambres,2 sdbs,Étage 2,"nouinouich, Tanger",1 800 000
55 m²,1 chambre,1 sdb,Étage 1,"Centre ville, Tanger",1
74 m²,3 chambres,1 sdb,Rez de chaussée,"El Baraka, Tanger",380 000
183 m²,4 chambres,3 sdbs,Étage 6,"Tanger, Centre ville",11 500
112 m²,3 chambres,2 sdbs,Étage 2,"Tanger, Malabata",2 700 000
200 m²,5 chambres,2 sdbs,Étage 8,"Tanger, Tanger City Center",2 400 000
88 m²,3 chambres,1 sdb,Étage 4,"Centre ville, Tanger",7 000 000
138 m²,2 chambres,2 sdbs,Étage 1,"Centre ville, Tanger",1 600 000
70 m²,3 chambres,1 sdb,Rez de chaussée,"Autre secteur, Tanger",700 000
55 m²,2 chambres,1 sdb,Étage 3,"Tanja Balia, Tanger",Not Specified
113 m²,3 chambres,2 sdbs,Étage 3,"Castilla, Tanger",750
143 m²,3 chambres,2 sdbs,Étage 1,"Marjane, Tanger",1 750 000
137 m²,3 chambres,2 sdbs,Étage 5,"Centre ville, Tanger",2 900 000
120 m²,2 chambres,1 sdb,Étage 1,"Marjane, Tanger",1 000 000
75 m²,2 chambres,2 sdbs,Étage 8,"De La Plage, Tanger",3 000 000
87 m²,2 chambres,2 sdbs,Étage 8,"El Mrabet, Tanger",Not Specified
Not Specified,2 chambres,2 sdbs,Rez de chaussée,"Ahlane, Tanger",1 550 000
70 m²,2 chambres,2 sdbs,Étage 16,"Tanger City Center, Tanger",2 077 000
80 m²,2 chambres,1 sdb,Étage 7,"Malabata, Tanger",1 900 000
62 m²,2 chambres,1 sdb,Étage 1,"Mesnana, Tanger",600 000
70 m²,2 chambres,1 sdb,Étage 1,"Moujahidine, Tanger",3 800
50 m²,2 chambres,1 sdb,Étage 2,"Al Irfane 2, Tanger",37 000 000
Not Specified,2 chambres,2 sdbs,Étage 3,"Marjane, Tanger",1 250 000
120 m²,3 chambres,0 sdb,Étage 6,"Centre, Tanger",2 000 000
81 m²,2 chambres,2 sdbs,Étage 8,"Tanger City Center, Tanger",3 050 000
52 m²,1 chambre,1 sdb,Rez de chaussée,"Moujahidine, Tanger",620 000
50 m²,2 chambres,1 sdb,Étage 2,"Autre secteur, Tanger",330 000
Not Specified,2 chambres,Not Specified,Étage 4,"Branes 2, Tanger",750 000
153 m²,2 chambres,1 sdb,Étage 5,"Benkirane, Tanger",770 000
153 m²,2 chambres,1 sdb,Étage 5,"Benkirane, Tanger",750 000
58 m²,2 chambres,0 sdb,Étage 4,"Centre ville, Tanger",37
204 m²,3 chambres,2 sdbs,Étage 4,"Centre ville, Tanger",4 500 000
137 m²,3 chambres,2 sdbs,Étage 5,"Iberie, Tanger",2 790 000
75 m²,2 chambres,2 sdbs,Étage 3,"Aharrarine, Tanger",105 000
117 m²,3 chambres,1 sdb,Étage 4,"Zemmouri, Tanger",900 000
63 m²,2 chambres,1 sdb,Étage 4,"Boukhalef, Tanger",10 750
Not Specified,2 chambres,Not Specified,Rez de chaussée,"Achakar, Tanger",Not Specified
117 m²,3 chambres,2 sdbs,Étage 4,"Centre ville, Tanger",3 600 000
72 m²,2 chambres,1 sdb,Étage 3,"Val Fleuri, Tanger",Not Specified
110 m²,2 chambres,1 sdb,Étage 3,"Branes 2, Tanger",1 400 000
Not Specified,3 chambres,1 sdb,Étage 2,"Marjane, Tanger",820 000
112 m²,3 chambres,2 sdbs,Étage 2,"Tanger, Malabata",2 700 000
50 m²,2 chambres,1 sdb,Étage 3,"Tanger, Centre",450 000
200 m²,5 chambres,2 sdbs,Étage 8,"Tanger, Tanger City Center",2 400 000
149 m²,2 chambres,2 sdbs,Étage 2,"Malabata, Tanger",3 600 000
81 m²,2 chambres,2 sdbs,Étage 2,"nouinouich, Tanger",1 800 000
65 m²,2 chambres,1 sdb,Étage 4,"Hay Hassani, Tanger",78 000
138 m²,4 chambres,3 sdbs,Étage 3,"Iberie, Tanger",2 600 000
60 m²,2 chambres,1 sdb,Étage 5,"Mesnana, Tanger",70 000
45 m²,2 chambres,1 sdb,Rez de chaussée,"Msala, Tanger",170 000
45 m²,2 chambres,1 sdb,Étage 3,"Boukhalef, Tanger",420 000
90 m²,3 chambres,2 sdbs,Étage 7,"Du Golf, Tanger",1 290 000
77 m²,2 chambres,2 sdbs,Étage 2,"Malabata, Tanger",1 080 000
60 m²,1 chambre,1 sdb,Étage 1,"Tanja Balia, Tanger",480 000
107 m²,3 chambres,2 sdbs,Étage 1,"Malabata, Tanger",13 900 000
57 m²,2 chambres,1 sdb,Étage 2,"Marjane, Tanger",450 000
56 m²,2 chambres,1 sdb,Étage 2,"Tanja Balia, Tanger",550 000
88 m²,2 chambres,2 sdbs,Étage 4,"Tanja Balia, Tanger",660 000
93 m²,3 chambres,1 sdb,Étage 6,"Tanja Balia, Tanger",740 000
102 m²,4 chambres,2 sdbs,Étage 1,"Tanja Balia, Tanger",1 070 000
196 m²,2 chambres,1 sdb,Étage 5,"Tanja Balia, Tanger",1 020 000
91 m²,2 chambres,1 sdb,Étage 5,"Hay Hassani, Tanger",750 000
64 m²,2 chambres,1 sdb,Étage 1,"Marjane, Tanger",480 000
Not Specified,3 chambres,2 sdbs,Étage 3,"Autre secteur, Tanger",1 250 000
94 m²,3 chambres,2 sdbs,Étage 3,"Autre secteur, Tanger",960 000
Not Specified,3 chambres,2 sdbs,Étage 1,"Malabata, Tanger",2 400 000
Not Specified,3 chambres,3 sdbs,Étage 8,"Marjane, Tanger",1 050 000
61 m²,2 chambres,1 sdb,Étage 4,"Mesnana, Tanger",3 800
87 m²,2 chambres,1 sdb,Étage 7,"Centre ville, Tanger",Not Specified
70 m²,2 chambres,1 sdb,Étage 1,"Aharrarine, Tanger",55
115 m²,3 chambres,2 sdbs,Étage 13,"Centre ville, Tanger",3 800 000
60 m²,2 chambres,1 sdb,Étage 5,"Autre secteur, Tanger",450 000
53 m²,2 chambres,1 sdb,Étage 2,"Mghogha, Tanger",285 000
60 m²,2 chambres,1 sdb,Étage 5,"Hay Hassani, Tanger",485 000
109 m²,2 chambres,1 sdb,Étage 1,"Autre secteur, Tanger",800 000
105 m²,2 chambres,2 sdbs,Étage 3,"Mesnana, Tanger",1 350 000
60 m²,2 chambres,1 sdb,Étage 5,"Hay Hassani, Tanger",48
155 m²,3 chambres,2 sdbs,Étage 5,"Centre, Tanger",17 500
86 m²,2 chambres,2 sdbs,Étage 2,"Tanja Balia, Tanger",1 550 000
132 m²,3 chambres,2 sdbs,Étage 3,"Tanger, Marjane",13 500
80 m²,2 chambres,1 sdb,Étage 2,"Tanger, Malabata",Not Specified
50 m²,2 chambres,1 sdb,Étage 3,"Tanger, Centre",450 000
Not Specified,2 chambres,1 sdb,Étage 2,"Autre secteur, Tanger",12 500
80 m²,3 chambres,0 sdb,Étage 7,"Autre secteur, Tanger",850 000
65 m²,2 chambres,1 sdb,Étage 3,"Tanja Balia, Tanger",1 300
51 m²,2 chambres,1 sdb,Étage 6,"Autre secteur, Tanger",380 000
51 m²,2 chambres,2 sdbs,Étage 4,"Mghogha, Tanger",300 000
133 m²,4 chambres,2 sdbs,Étage 7,"De La Plage, Tanger",2 200 000
Not Specified,1 chambre,1 sdb,Étage 3,"Boukhalef, Tanger",500 000
56 m²,2 chambres,1 sdb,Étage 2,"Marjane, Tanger",320 000
130 m²,3 chambres,2 sdbs,Étage 4,"Mozart, Tanger",Not Specified
86 m²,2 chambres,2 sdbs,Étage 11,"Centre ville, Tanger",1 300 000
Not Specified,Not Specified,Not Specified,Not Specified,"Centre ville, Tanger",2 000
124 m²,3 chambres,1 sdb,Étage 8,"Centre ville, Tanger",1 900 000
