surface,chambres,sdb,etage,location,prix
108 m²,3 chambres,1 sdb,Étage 5,"Guéliz, Marrakech",2 500 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 475 000
82 m²,2 chambres,1 sdb,Étage 1,"Semlalia, Marrakech",1 100 000
54 m²,1 chambre,1 sdb,Étage 2,"Route de Casablanca, Marrakech",800 000
85 m²,2 chambres,2 sdbs,Étage 1,"Palmeraie, Marrakech",1 500 000
Not Specified,3 chambres,Not Specified,Étage 1,"Semlalia, Marrakech",800 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,936 000
63 m²,1 chambre,1 sdb,Étage 1,"Hivernage, Marrakech",1 350 000
15 m²,2 chambres,1 sdb,Rez de chaussée,"Guéliz, Marrakech",750 000
59 m²,2 chambres,2 sdbs,Étage 3,"Les Portes de Marrakech, Marrakech",480 000
63 m²,2 chambres,1 sdb,Étage 3,"Hay Charaf, Marrakech",480 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,798 000
Not Specified,2 chambres,1 sdb,Étage 1,"Route de Casablanca, Marrakech",6 000 000
1 m²,1 chambre,1 sdb,Étage 2,"Guéliz, Marrakech",669 000
Not Specified,2 chambres,Not Specified,Étage 4,"Ain Mezouar, Marrakech",540 000
Not Specified,1 chambre,1 sdb,Étage 1,"Mabrouka, Marrakech",700 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,690 000
83 m²,3 chambres,2 sdbs,Étage 2,"Azzouzia, Marrakech",8 000
Not Specified,2 chambres,Not Specified,Rez de chaussée,"Hivernage, Marrakech",1 200 000
50 m²,3 chambres,1 sdb,Étage 3,"M'Hamid, Marrakech",380 000
102 m²,2 chambres,2 sdbs,Rez de chaussée,"Agdal, Marrakech",2 000 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 700 000
Not Specified,3 chambres,2 sdbs,Étage 1,"Targa, Marrakech",1 177 000
Not Specified,2 chambres,2 sdbs,Étage 5,"Guéliz, Marrakech",3 800 000
89 m²,2 chambres,0 sdb,Étage 2,"Massira, Marrakech",685 000
88 m²,2 chambres,0 sdb,Étage 3,"Massira, Marrakech",680 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,840 000
63 m²,1 chambre,1 sdb,Étage 1,"Av Mohammed VI, Marrakech",1 350 000
80 m²,2 chambres,1 sdb,Rez de chaussée,"M'Hamid, Marrakech",640 000
127 m²,3 chambres,2 sdbs,Rez de chaussée,"Azzouzia, Marrakech",1 100 000
Not Specified,2 chambres,1 sdb,Étage 2,"Mabrouka, Marrakech",850 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,735 000
60 m²,2 chambres,1 sdb,Étage 5,"Route de Casablanca, Marrakech",530 000
53 m²,2 chambres,1 sdb,Étage 1,"Hay Izdihar, Marrakech",540 000
68 m²,2 chambres,2 sdbs,Étage 1,"Guéliz, Marrakech",1 149 000
Not Specified,2 chambres,Not Specified,Étage 1,"Hay Izdihar, Marrakech",540 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 549 600
Not Specified,2 chambres,1 sdb,Étage 3,"Victor Hugo, Marrakech",1 500 000
64 m²,2 chambres,1 sdb,Étage 1,"Hay Targa, Marrakech",600 000
64 m²,1 chambre,1 sdb,Rez de chaussée,"Hivernage, Marrakech",1 280 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
78 m²,2 chambres,2 sdbs,Étage 2,"Marrakech, Guéliz",Not Specified
135 m²,3 chambres,2 sdbs,Rez de chaussée,"Marrakech, Majorelle",1 700 000
48 m²,1 chambre,1 sdb,Étage 2,"Marrakech, Guéliz",Not Specified
53 m²,2 chambres,2 sdbs,Étage 2,"Route de Safi, Marrakech",730 000
Not Specified,2 chambres,2 sdbs,Étage 2,"Guéliz, Marrakech",1 550 000
Not Specified,1 chambre,1 sdb,Étage 1,"Guéliz, Marrakech",995 000
Not Specified,2 chambres,1 sdb,Étage 4,"Guéliz, Marrakech",2 010 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,840 000
44 m²,1 chambre,1 sdb,Étage 2,"Route de Safi, Marrakech",21 000
40 m²,1 chambre,1 sdb,Étage 1,"Semlalia, Marrakech",21 000
Not Specified,1 chambre,2 sdbs,Étage 4,"Route de Casablanca, Marrakech",850 000
Not Specified,1 chambre,2 sdbs,Étage 4,"Route de Casablanca, Marrakech",850 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 485 000
Not Specified,1 chambre,2 sdbs,Étage 4,"Route de Casablanca, Marrakech",850 000
Not Specified,1 chambre,Not Specified,Étage 1,"Route de Casablanca, Marrakech",1 250 000
52 m²,2 chambres,1 sdb,Étage 5,"Es Saada, Marrakech",490 000
Not Specified,Not Specified,Not Specified,Not Specified,"Route d'Amezmiz, Marrakech",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 360 000
76 m²,2 chambres,2 sdbs,Étage 1,"M'Hamid, Marrakech",560 000
155 m²,3 chambres,3 sdbs,Étage 2,"Guéliz, Marrakech",Not Specified
140 m²,2 chambres,1 sdb,Rez de chaussée,"Route de Casablanca, Marrakech",1 500 000
47 m²,1 chambre,1 sdb,Étage 2,"Route de Safi, Marrakech",17 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 683 000
58 m²,2 chambres,1 sdb,Étage 4,"Es Saada, Marrakech",160 000
Not Specified,2 chambres,1 sdb,Étage 3,"Route de Casablanca, Marrakech",1 450 000
Not Specified,2 chambres,1 sdb,Étage 1,"Daoudiate, Marrakech",1 290 000
92 m²,3 chambres,1 sdb,Étage 4,"Allal El Fassi, Marrakech",108
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,140 000
76 m²,2 chambres,2 sdbs,Étage 3,"Les Portes de Marrakech, Marrakech",Not Specified
78 m²,2 chambres,1 sdb,Étage 2,"Mabrouka, Marrakech",780 000
Not Specified,2 chambres,1 sdb,Étage 1,"Agdal, Marrakech",2 150 000
Not Specified,2 chambres,2 sdbs,Rez de chaussée,"Av Abdelkrim El Khattabi, Marrakech",1 200 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,651 000
53 m²,2 chambres,1 sdb,Étage 1,"Autre secteur, Marrakech",600 000
50 m²,1 chambre,1 sdb,Rez de chaussée,"M'Hamid, Marrakech",400 000
200 m²,7 chambres,1 sdb,Étage 1,"Centre Ville, Marrakech",6 200 000
60 m²,2 chambres,1 sdb,Étage 3,"Mabrouka, Marrakech",450 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,445 000
Not Specified,1 chambre,1 sdb,Étage 4,"Guéliz, Marrakech",1 070 000
59 m²,1 chambre,1 sdb,Étage 3,"Majorelle, Marrakech",1 250 000
70 m²,2 chambres,1 sdb,Étage 1,"Autre secteur, Marrakech",340 000
87 m²,1 chambre,2 sdbs,Étage 5,"Route de Casablanca, Marrakech",940 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 702 800
87 m²,2 chambres,2 sdbs,Étage 1,"Route d'Ourika, Marrakech",2 300 000
Not Specified,2 chambres,0 sdb,Étage 1,"Targa, Marrakech",480 000
77 m²,2 chambres,1 sdb,Étage 4,"Victor Hugo, Marrakech",1 699 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,390 000
95 m²,2 chambres,2 sdbs,Étage 3,"Marrakech, Palmeraie",1 480 000
80 m²,2 chambres,1 sdb,Étage 4,"Marrakech, Guéliz",1 650 000
53 m²,1 chambre,1 sdb,Étage 3,"Marrakech, Victor Hugo",998 700
80 m²,2 chambres,1 sdb,Rez de chaussée,"Mabrouka, Marrakech",730 000
92 m²,2 chambres,1 sdb,Étage 1,"Massira 2, Marrakech",890 000
80 m²,2 chambres,1 sdb,Étage 1,"Massira 3, Marrakech",680 000
52 m²,1 chambre,1 sdb,Étage 2,"Guéliz, Marrakech",1 200 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Not Specified,2 chambres,1 sdb,Étage 2,"Victor Hugo, Marrakech",1 650 000
Not Specified,2 chambres,2 sdbs,Étage 2,"Victor Hugo, Marrakech",1 500 000
84 m²,2 chambres,1 sdb,Étage 1,"Azzouzia, Marrakech",640 000
Not Specified,1 chambre,1 sdb,Étage 2,"Guéliz, Marrakech",1 150 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,798 000
84 m²,2 chambres,1 sdb,Étage 1,"Azzouzia, Marrakech",640 000
73 m²,1 chambre,1 sdb,Étage 2,"Guéliz, Marrakech",1 300 000
111 m²,3 chambres,3 sdbs,Étage 5,"Guéliz, Marrakech",2 197 600
64 m²,2 chambres,1 sdb,Étage 1,"Es Saada, Marrakech",640 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,400 000
160 m²,3 chambres,2 sdbs,Étage 2,"Hay Izdihar, Marrakech",2 500 000
96 m²,2 chambres,2 sdbs,Étage 2,"Allal El Fassi, Marrakech",1 600 000
50 m²,1 chambre,1 sdb,Étage 1,"Hivernage, Marrakech",1 450 000
49 m²,1 chambre,0 sdb,Étage 3,"M'Hamid, Marrakech",450 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,770 000
90 m²,2 chambres,2 sdbs,Étage 3,"Guéliz, Marrakech",1 170 000
Not Specified,1 chambre,1 sdb,Étage 1,"Route de Casablanca, Marrakech",1 250 000
Not Specified,3 chambres,2 sdbs,Étage 4,"Massira 1, Marrakech",880 000
Not Specified,2 chambres,1 sdb,Rez de chaussée,"M'Hamid, Marrakech",500 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,755 200
95 m²,3 chambres,1 sdb,Étage 3,"Allal El Fassi, Marrakech",Not Specified
97 m²,2 chambres,2 sdbs,Étage 1,"Route de Safi, Marrakech",1 300 000
60 m²,2 chambres,1 sdb,Étage 1,"Massira, Marrakech",36 000
60 m²,2 chambres,0 sdb,Étage 2,"M'Hamid, Marrakech",500 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 018 000
Not Specified,2 chambres,1 sdb,Étage 4,"Route de Casablanca, Marrakech",Not Specified
102 m²,2 chambres,Not Specified,Étage 1,"Ain Mezouar, Marrakech",750 000
45 m²,1 chambre,1 sdb,Étage 1,"Guéliz, Marrakech",1 150 000
76 m²,2 chambres,1 sdb,Étage 4,"Massira 1, Marrakech",720 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 024 600
67 m²,2 chambres,1 sdb,Rez de chaussée,"M'Hamid, Marrakech",600 000
64 m²,1 chambre,2 sdbs,Étage 4,"Guéliz, Marrakech",1 300 000
129 m²,3 chambres,3 sdbs,Rez de chaussée,"Ain Mezouar, Marrakech",1 300 000
Not Specified,Not Specified,Not Specified,Not Specified,"Hivernage, Marrakech",1 900 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 223 000
85 m²,2 chambres,1 sdb,Étage 4,"Semlalia, Marrakech",1 150 000
65 m²,2 chambres,1 sdb,Étage 4,"Autre secteur, Marrakech",650 000
Not Specified,3 chambres,1 sdb,Étage 1,"Hay Charaf, Marrakech",15 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 505 000
56 m²,1 chambre,2 sdbs,Étage 1,"Marrakech, Victor Hugo",1 160 000
48 m²,1 chambre,1 sdb,Rez de chaussée,"Marrakech, Palmeraie",520 000
139 m²,3 chambres,2 sdbs,Étage 5,"Marrakech, Guéliz",3 300 000
Not Specified,2 chambres,2 sdbs,Étage 5,"Semlalia, Marrakech",1 200 000
69 m²,2 chambres,1 sdb,Étage 1,"Les Portes de Marrakech, Marrakech",560 000
56 m²,2 chambres,1 sdb,Étage 1,"Hay Izdihar, Marrakech",775 000
70 m²,2 chambres,1 sdb,Étage 5,"Massira 1, Marrakech",98
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 533 000
19 m²,1 chambre,1 sdb,Étage 1,"Guéliz, Marrakech",2 900 000
120 m²,2 chambres,1 sdb,Étage 1,"M'Hamid, Marrakech",Not Specified
70 m²,2 chambres,2 sdbs,Étage 2,"Azzouzia, Marrakech",6 800 000
62 m²,2 chambres,1 sdb,Étage 2,"M'Hamid, Marrakech",520 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,690 000
Not Specified,2 chambres,3 sdbs,Étage 5,"Guéliz, Marrakech",3 100 000
80 m²,3 chambres,Not Specified,Étage 1,"M'Hamid, Marrakech",670 000
94 m²,2 chambres,1 sdb,Étage 1,"Palmeraie, Marrakech",1 450 000
72 m²,2 chambres,1 sdb,Étage 3,"Autre secteur, Marrakech",900 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,390 000
146 m²,2 chambres,2 sdbs,Étage 4,"Av Abdelkrim El Khattabi, Marrakech",3 300 000
Not Specified,2 chambres,2 sdbs,Étage 3,"Route de Casablanca, Marrakech",1 400 000
Not Specified,3 chambres,Not Specified,Étage 3,"Route de Casablanca, Marrakech",Not Specified
Not Specified,1 chambre,1 sdb,Étage 1,"Route de Casablanca, Marrakech",1 350 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 408 000
Not Specified,1 chambre,1 sdb,Étage 3,"Mabrouka, Marrakech",780 000
Not Specified,2 chambres,2 sdbs,Étage 1,"Guéliz, Marrakech",2 100 000
Not Specified,2 chambres,1 sdb,Rez de chaussée,"Ancienne Médina, Marrakech",1 923 000
134 m²,2 chambres,2 sdbs,Étage 1,"Palmeraie, Marrakech",2 564 000
Not Specified,3 chambres,1 sdb,Étage 4,"Rouidat, Marrakech",950 000
60 m²,1 chambre,1 sdb,Étage 2,"Hivernage, Marrakech",1 200 000
Not Specified,2 chambres,Not Specified,Étage 3,"M'Hamid, Marrakech",35
78 m²,2 chambres,2 sdbs,Étage 4,"Hay Izdihar, Marrakech",850 000
95 m²,2 chambres,1 sdb,Étage 2,"Hay Charaf, Marrakech",1 000
60 m²,2 chambres,1 sdb,Étage 2,"Hay Izdihar, Marrakech",560 000
105 m²,2 chambres,1 sdb,Rez de chaussée,"Route de Casablanca, Marrakech",1 470 000
58 m²,2 chambres,1 sdb,Étage 3,"Autre secteur, Marrakech",610 000
60 m²,2 chambres,1 sdb,Rez de chaussée,"Autre secteur, Marrakech",1 200 000
135 m²,3 chambres,3 sdbs,Rez de chaussée,"Autre secteur, Marrakech",3 150 000
63 m²,2 chambres,1 sdb,Étage 4,"Autre secteur, Marrakech",860 000
68 m²,2 chambres,1 sdb,Étage 4,"Autre secteur, Marrakech",740 000
83 m²,3 chambres,2 sdbs,Étage 3,"Autre secteur, Marrakech",900 000
96 m²,2 chambres,2 sdbs,Étage 2,"Autre secteur, Marrakech",2 200 000
66 m²,2 chambres,2 sdbs,Étage 1,"Autre secteur, Marrakech",1 200 000
Not Specified,2 chambres,1 sdb,Rez de chaussée,"Marrakech, Semlalia",1 650 000
48 m²,1 chambre,1 sdb,Rez de chaussée,"Marrakech, Palmeraie",520 000
42 m²,1 chambre,1 sdb,Étage 3,"Marrakech, Sidi Abbad",Not Specified
101 m²,3 chambres,1 sdb,Étage 3,"Autre secteur, Marrakech",2 199 000
58 m²,1 chambre,1 sdb,Étage 3,"Autre secteur, Marrakech",850 000
216 m²,2 chambres,3 sdbs,Rez de chaussée,"Autre secteur, Marrakech",3 200 000
115 m²,2 chambres,2 sdbs,Étage 2,"Autre secteur, Marrakech",2 300 000
72 m²,2 chambres,2 sdbs,Étage 1,"Autre secteur, Marrakech",1 000 000
79 m²,2 chambres,1 sdb,Étage 2,"Autre secteur, Marrakech",1 650 000
92 m²,2 chambres,2 sdbs,Étage 1,"Victor Hugo, Marrakech",16 900
76 m²,2 chambres,1 sdb,Étage 3,"Azzouzia, Marrakech",600 000
80 m²,3 chambres,2 sdbs,Étage 4,"Autre secteur, Marrakech",650 000
52 m²,2 chambres,1 sdb,Not Specified,"Agdal, Marrakech",Not Specified
78 m²,2 chambres,1 sdb,Étage 4,"Massira 3, Marrakech",640 000
Not Specified,2 chambres,1 sdb,Étage 1,"Azzouzia, Marrakech",Not Specified
140 m²,3 chambres,2 sdbs,Étage 3,"Hay Izdihar, Marrakech",1 300 000
53 m²,1 chambre,1 sdb,Rez de chaussée,"Hivernage, Marrakech",1 430 000
Not Specified,1 chambre,Not Specified,Étage 2,"Guéliz, Marrakech",Not Specified
68 m²,2 chambres,1 sdb,Étage 2,"M'Hamid, Marrakech",200 000
60 m²,2 chambres,1 sdb,Étage 1,"M'Hamid, Marrakech",480 000
84 m²,2 chambres,2 sdbs,Étage 1,"Agdal, Marrakech",Not Specified
Not Specified,1 chambre,1 sdb,Étage 5,"Guéliz, Marrakech",1 300 000
54 m²,1 chambre,1 sdb,Étage 4,"Guéliz, Marrakech",1 100 000
66 m²,1 chambre,1 sdb,Étage 1,"Semlalia, Marrakech",16 000
65 m²,2 chambres,1 sdb,Étage 3,"Hay Izdihar, Marrakech",875 000
99 m²,2 chambres,2 sdbs,Étage 1,"Semlalia, Marrakech",1 188 000
76 m²,2 chambres,2 sdbs,Étage 4,"Hay Izdihar, Marrakech",900 000
118 m²,2 chambres,1 sdb,Rez de chaussée,"Massira 1, Marrakech",1 400 000
69 m²,2 chambres,1 sdb,Rez de chaussée,"Route de Casablanca, Marrakech",1 800 000
108 m²,1 chambre,1 sdb,Étage 3,"Socoma, Marrakech",Not Specified
6 m²,3 chambres,1 sdb,Étage 3,"Socoma, Marrakech",70 000
140 m²,3 chambres,2 sdbs,Étage 3,"Hay Charaf, Marrakech",1 300 000
Not Specified,1 chambre,1 sdb,Étage 4,"Guéliz, Marrakech",1 650 000
55 m²,2 chambres,1 sdb,Étage 2,"Agdal, Marrakech",Not Specified
Not Specified,2 chambres,1 sdb,Étage 1,"Victor Hugo, Marrakech",1 650 000
63 m²,2 chambres,2 sdbs,Étage 2,"M'Hamid, Marrakech",65
130 m²,2 chambres,2 sdbs,Étage 3,"Guéliz, Marrakech",3 600 000
Not Specified,Not Specified,Not Specified,Not Specified,"Semlalia, Marrakech",55 000
56 m²,1 chambre,2 sdbs,Étage 1,"Marrakech, Victor Hugo",1 160 000
78 m²,2 chambres,2 sdbs,Étage 2,"Marrakech, Guéliz",Not Specified
Not Specified,1 chambre,0 sdb,Rez de chaussée,"Marrakech, Route de Fès",790 000
Not Specified,2 chambres,2 sdbs,Étage 1,"Agdal, Marrakech",2 250 000
Not Specified,2 chambres,2 sdbs,Étage 1,"Route de Casablanca, Marrakech",2 250 000
65 m²,2 chambres,1 sdb,Étage 2,"Route d'Amezmiz, Marrakech",750 000
60 m²,2 chambres,1 sdb,Étage 5,"Majorelle, Marrakech",1 500 000
Not Specified,2 chambres,1 sdb,Étage 1,"Route de Safi, Marrakech",1 000 000
Not Specified,Not Specified,Not Specified,Not Specified,"Guéliz, Marrakech",200 000
108 m²,3 chambres,2 sdbs,Étage 1,"Guéliz, Marrakech",2 400 000
74 m²,2 chambres,2 sdbs,Étage 3,"Les Portes de Marrakech, Marrakech",500 000
75 m²,2 chambres,2 sdbs,Étage 1,"Route d'Amezmiz, Marrakech",1 800 000
Not Specified,2 chambres,2 sdbs,Étage 1,"Guéliz, Marrakech",1 700 000
Not Specified,2 chambres,2 sdbs,Étage 1,"Mabrouka, Marrakech",1 500 000
91 m²,2 chambres,2 sdbs,Étage 3,"Guéliz, Marrakech",1 600 000
89 m²,2 chambres,1 sdb,Étage 3,"Route de Casablanca, Marrakech",1 530 000
Not Specified,2 chambres,2 sdbs,Étage 1,"Mabrouka, Marrakech",1 380 000
80 m²,2 chambres,2 sdbs,Étage 2,"Guéliz, Marrakech",1 350 000
Not Specified,3 chambres,2 sdbs,Étage 1,"Route d'Amezmiz, Marrakech",2 200 000
71 m²,2 chambres,1 sdb,Étage 4,"Route de Casablanca, Marrakech",1 100 000
Not Specified,3 chambres,2 sdbs,Étage 2,"Majorelle, Marrakech",2 900 000
50 m²,3 chambres,1 sdb,Étage 3,"M'Hamid, Marrakech",380 000
Not Specified,Not Specified,Not Specified,Not Specified,"Guéliz, Marrakech",12 500
Not Specified,3 chambres,0 sdb,Étage 1,"Agdal, Marrakech",2 600 000
Not Specified,2 chambres,2 sdbs,Not Specified,"Guéliz, Marrakech",2 500 000
66 m²,1 chambre,2 sdbs,Rez de chaussée,"Guéliz, Marrakech",1 518 000
55 m²,2 chambres,1 sdb,Étage 3,"Ain Mezouar, Marrakech",460 000
75 m²,2 chambres,2 sdbs,Étage 3,"Autre secteur, Marrakech",740 000
54 m²,2 chambres,1 sdb,Étage 3,"Allal El Fassi, Marrakech",600 000
63 m²,2 chambres,1 sdb,Étage 3,"Hay Charaf, Marrakech",850 000
Not Specified,2 chambres,1 sdb,Étage 1,"Semlalia, Marrakech",1 650 000
Not Specified,1 chambre,Not Specified,Étage 4,"Guéliz, Marrakech",1 000 000
146 m²,3 chambres,2 sdbs,Étage 2,"Majorelle, Marrakech",1 600 000
Not Specified,3 chambres,2 sdbs,Étage 1,"Autre secteur, Marrakech",2 300 000
45 m²,1 chambre,Not Specified,Étage 1,"Guéliz, Marrakech",950 000
50 m²,2 chambres,1 sdb,Étage 1,"Autre secteur, Marrakech",260 000
46 m²,1 chambre,1 sdb,Étage 2,"Centre Ville, Marrakech",850 000
Not Specified,2 chambres,1 sdb,Étage 5,"Rouidat, Marrakech",1 540 000
220 m²,3 chambres,5 sdbs,Étage 1,"Marrakech, Annakhil",3 200 000
Not Specified,1 chambre,0 sdb,Rez de chaussée,"Marrakech, Route de Fès",790 000
135 m²,3 chambres,2 sdbs,Rez de chaussée,"Marrakech, Majorelle",1 700 000
63 m²,1 chambre,1 sdb,Étage 1,"Victor Hugo, Marrakech",17 900
68 m²,2 chambres,1 sdb,Étage 2,"Autre secteur, Marrakech",560 000
91 m²,2 chambres,2 sdbs,Étage 3,"M'Hamid, Marrakech",690 000
62 m²,2 chambres,1 sdb,Étage 3,"Es Saada, Marrakech",490 000
55 m²,2 chambres,0 sdb,Étage 4,"Mabrouka, Marrakech",600 000
Not Specified,Not Specified,Not Specified,Not Specified,"Guéliz, Marrakech",3 000 000
54 m²,2 chambres,2 sdbs,Étage 1,"Autre secteur, Marrakech",720 000
70 m²,1 chambre,2 sdbs,Étage 1,"Route de Casablanca, Marrakech",1 250 000
91 m²,2 chambres,2 sdbs,Étage 3,"M'Hamid, Marrakech",690 000
64 m²,1 chambre,1 sdb,Étage 1,"Guéliz, Marrakech",1 500 000
57 m²,2 chambres,1 sdb,Étage 3,"Hay Izdihar, Marrakech",700 000
60 m²,1 chambre,2 sdbs,Étage 2,"Targa, Marrakech",20 000 000
72 m²,2 chambres,1 sdb,Étage 2,"Azzouzia, Marrakech",68 000 000
63 m²,2 chambres,1 sdb,Étage 4,"Autre secteur, Marrakech",590 000
70 m²,2 chambres,1 sdb,Rez de chaussée,"Mabrouka, Marrakech",580 000
52 m²,2 chambres,1 sdb,Étage 3,"Route de Casablanca, Marrakech",500 000
130 m²,3 chambres,2 sdbs,Étage 1,"M'Hamid, Marrakech",84
83 m²,2 chambres,1 sdb,Étage 1,"Route d'Amezmiz, Marrakech",600 000
83 m²,2 chambres,1 sdb,Étage 1,"Route d'Amezmiz, Marrakech",600 000
45 m²,1 chambre,1 sdb,Étage 4,"Guéliz, Marrakech",900 000
126 m²,2 chambres,3 sdbs,Étage 1,"Hivernage, Marrakech",3 800 000
56 m²,1 chambre,1 sdb,Rez de chaussée,"Route de Casablanca, Marrakech",1 370 000
66 m²,2 chambres,1 sdb,Étage 2,"M'Hamid, Marrakech",580 000
72 m²,2 chambres,1 sdb,Étage 3,"Hay Izdihar, Marrakech",900 000
74 m²,2 chambres,1 sdb,Étage 2,"Azzouzia, Marrakech",670 000
111 m²,2 chambres,1 sdb,Rez de chaussée,"Palmeraie, Marrakech",1 950 000
Not Specified,2 chambres,1 sdb,Étage 1,"Hay Charaf, Marrakech",56
90 m²,2 chambres,1 sdb,Étage 4,"Route de Casablanca, Marrakech",1 550 000
65 m²,2 chambres,1 sdb,Rez de chaussée,"Mabrouka, Marrakech",660 000
275 m²,4 chambres,3 sdbs,Rez de chaussée,"Route de Casablanca, Marrakech",3 400 000
64 m²,2 chambres,1 sdb,Étage 2,"Mabrouka, Marrakech",850 000
107 m²,3 chambres,2 sdbs,Étage 1,"Route de Casablanca, Marrakech",2 000 000
74 m²,2 chambres,2 sdbs,Étage 3,"Mabrouka, Marrakech",Not Specified
89 m²,2 chambres,2 sdbs,Rez de chaussée,"Route de Safi, Marrakech",1 600 000
89 m²,2 chambres,2 sdbs,Rez de chaussée,"Route de Safi, Marrakech",1 600 000
78 m²,2 chambres,2 sdbs,Étage 2,"Marrakech, Guéliz",Not Specified
Not Specified,2 chambres,1 sdb,Rez de chaussée,"Marrakech, Semlalia",1 650 000
139 m²,3 chambres,2 sdbs,Étage 5,"Marrakech, Guéliz",3 300 000
65 m²,1 chambre,1 sdb,Rez de chaussée,"Palmeraie, Marrakech",880 000
63 m²,2 chambres,1 sdb,Étage 3,"Mabrouka, Marrakech",650 000
65 m²,1 chambre,1 sdb,Rez de chaussée,"Guéliz, Marrakech",1 518 000
60 m²,2 chambres,1 sdb,Étage 2,Marrakech,720 000
80 m²,3 chambres,2 sdbs,Étage 1,"M'Hamid, Marrakech",12 000
120 m²,3 chambres,1 sdb,Étage 1,"Autre secteur, Marrakech",Not Specified
54 m²,2 chambres,1 sdb,Étage 4,"Route de Tamansourt, Marrakech",240 000
83 m²,2 chambres,2 sdbs,Étage 4,"Mabrouka, Marrakech",1 200 000
55 m²,2 chambres,1 sdb,Étage 4,"Route de Tamansourt, Marrakech",240 000
85 m²,2 chambres,1 sdb,Étage 3,"Route d'Ourika, Marrakech",1 400 000
60 m²,2 chambres,1 sdb,Étage 3,"Hay Izdihar, Marrakech",560 000
104 m²,2 chambres,2 sdbs,Étage 3,"Autre secteur, Marrakech",1 100 000
Not Specified,1 chambre,1 sdb,Rez de chaussée,"Hivernage, Marrakech",1 180 000
75 m²,2 chambres,2 sdbs,Étage 1,"Targa, Marrakech",1 350 000
103 m²,2 chambres,2 sdbs,Étage 1,"Targa, Marrakech",1 751 000
99 m²,2 chambres,2 sdbs,Étage 2,"Targa, Marrakech",1 683 000
Not Specified,2 chambres,1 sdb,Étage 2,"Hay Charaf, Marrakech",15 000
62 m²,2 chambres,1 sdb,Étage 3,"Amerchich, Marrakech",590 000
72 m²,2 chambres,2 sdbs,Étage 4,"Autre secteur, Marrakech",1 200 000
Not Specified,3 chambres,2 sdbs,Étage 1,"Guéliz, Marrakech",Not Specified
71 m²,2 chambres,1 sdb,Étage 4,"Autre secteur, Marrakech",550 000
112 m²,3 chambres,1 sdb,Étage 1,"Issil, Marrakech",2 100 000
Not Specified,2 chambres,Not Specified,Étage 4,"Hay Izdihar, Marrakech",Not Specified
58 m²,2 chambres,1 sdb,Étage 4,"Autre secteur, Marrakech",685 000
Not Specified,1 chambre,1 sdb,Étage 2,"Guéliz, Marrakech",1 155 000
71 m²,2 chambres,2 sdbs,Étage 2,"Azzouzia, Marrakech",590 000
87 m²,2 chambres,1 sdb,Étage 1,"Targa, Marrakech",1 522 500
55 m²,1 chambre,1 sdb,Étage 1,"Guéliz, Marrakech",Not Specified
75 m²,2 chambres,1 sdb,Étage 1,"Targa, Marrakech",980 000
Not Specified,10 chambres,6 sdbs,Étage 3,"Route d'Agadir - Essaouira, Marrakech",Not Specified
70 m²,1 chambre,2 sdbs,Étage 1,"Route de Casablanca, Marrakech",1 250 000
140 m²,3 chambres,2 sdbs,Étage 2,"Allal El Fassi, Marrakech",1 400 000
45 m²,1 chambre,1 sdb,Étage 2,"Guéliz, Marrakech",1 200 000
Not Specified,Not Specified,Not Specified,Not Specified,"Hay Izdihar, Marrakech",79
70 m²,2 chambres,1 sdb,Étage 2,"Guéliz, Marrakech",2 200 000
