surface,chambres,sdb,etage,location,prix
135 m²,3 chambres,2 sdbs,Rez de chaussée,"Marrakech, Majorelle",1 700 000
75 m²,2 chambres,1 sdb,Étage 5,"Marrakech, Victor Hugo",1 150 000
74 m²,2 chambres,1 sdb,Rez de chaussée,"Massira 1, Marrakech",600 000
56 m²,2 chambres,1 sdb,Étage 4,"Route de Safi, Marrakech",610 000
58 m²,2 chambres,1 sdb,Rez de chaussée,"Hay Al Hassani, Marrakech",440 000
72 m²,2 chambres,0 sdb,Rez de chaussée,"Massira 3, Marrakech",600 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
84 m²,2 chambres,2 sdbs,Étage 2,"Guéliz, Marrakech",1 550 000
Not Specified,1 chambre,Not Specified,Étage 1,"Av Mohammed V, Marrakech",1 250 000
Not Specified,2 chambres,Not Specified,Étage 4,"Av Mohammed V, Marrakech",1 700 000
7180 m²,2 chambres,1 sdb,Étage 2,"Hay Izdihar, Marrakech",80
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,857 500
96 m²,3 chambres,2 sdbs,Étage 4,"Hay Izdihar, Marrakech",1 300 000
56 m²,2 chambres,1 sdb,Étage 1,"Mabrouka, Marrakech",640 000
56 m²,2 chambres,1 sdb,Rez de chaussée,"Hay Izdihar, Marrakech",630 000
61 m²,2 chambres,1 sdb,Étage 4,"Hay Izdihar, Marrakech",940 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 702 800
90 m²,6 chambres,3 sdbs,Étage 1,"Sidi Youssef Ben Ali, Marrakech",Not Specified
45 m²,1 chambre,1 sdb,Étage 2,"Semlalia, Marrakech",1 020 000
75 m²,2 chambres,2 sdbs,Étage 2,"Route de Safi, Marrakech",Not Specified
55 m²,2 chambres,1 sdb,Étage 4,"Route de Safi, Marrakech",600 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,640 000
39 m²,1 chambre,1 sdb,Étage 3,"Guéliz, Marrakech",420 000
Not Specified,1 chambre,Not Specified,Rez de chaussée,"Autre secteur, Marrakech",Not Specified
39 m²,1 chambre,1 sdb,Étage 3,"Ain Mezouar, Marrakech",420 000
68 m²,1 chambre,1 sdb,Étage 4,"Guéliz, Marrakech",1 150 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 549 600
Not Specified,Not Specified,Not Specified,Not Specified,Marrakech,52 000 000
60 m²,2 chambres,1 sdb,Étage 3,"Guéliz, Marrakech",570 000
126 m²,2 chambres,2 sdbs,Étage 2,"M'Hamid, Marrakech",820 000
57 m²,2 chambres,1 sdb,Étage 3,"Massira 1, Marrakech",560 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,476 000
62 m²,2 chambres,1 sdb,Étage 3,"Allal El Fassi, Marrakech",650 000
52 m²,2 chambres,1 sdb,Étage 4,"Route de Casablanca, Marrakech",500 000
Not Specified,2 chambres,1 sdb,Étage 4,"M'Hamid, Marrakech",460 000
Not Specified,Not Specified,Not Specified,Not Specified,"Allal El Fassi, Marrakech",122
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 122 300
55 m²,2 chambres,1 sdb,Étage 4,"Les Portes de Marrakech, Marrakech",31 000
60 m²,2 chambres,1 sdb,Étage 2,"Massira 1, Marrakech",750 000
70 m²,Not Specified,Not Specified,Rez de chaussée,"Les Portes de Marrakech, Marrakech",560 000
57 m²,2 chambres,2 sdbs,Étage 4,"Les Portes de Marrakech, Marrakech",330 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,400 000
50 m²,2 chambres,1 sdb,Étage 1,"Massira 1, Marrakech",250 000
Not Specified,3 chambres,1 sdb,Étage 2,"Autre secteur, Marrakech",14 000
56 m²,2 chambres,1 sdb,Étage 3,"Autre secteur, Marrakech",580 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 485 000
48 m²,1 chambre,1 sdb,Étage 2,"Marrakech, Guéliz",Not Specified
139 m²,3 chambres,2 sdbs,Étage 5,"Marrakech, Guéliz",3 300 000
Not Specified,1 chambre,0 sdb,Rez de chaussée,"Marrakech, Route de Fès",790 000
55 m²,2 chambres,1 sdb,Étage 2,"M'Hamid, Marrakech",48
56 m²,2 chambres,1 sdb,Rez de chaussée,"Targa, Marrakech",400 000
51 m²,1 chambre,1 sdb,Étage 1,"Guéliz, Marrakech",1 267 000
56 m²,2 chambres,2 sdbs,Étage 1,"Guéliz, Marrakech",790 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,400 000
84 m²,2 chambres,0 sdb,Rez de chaussée,"Guéliz, Marrakech",1 050 000
90 m²,2 chambres,1 sdb,Étage 1,"Guéliz, Marrakech",1 000 000
51 m²,2 chambres,1 sdb,Étage 1,"Av Abdelkrim El Khattabi, Marrakech",820 000
Not Specified,2 chambres,2 sdbs,Étage 1,"Guéliz, Marrakech",2 350 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,460 000
Not Specified,1 chambre,1 sdb,Étage 3,"Guéliz, Marrakech",1 080 000
Not Specified,1 chambre,1 sdb,Étage 2,"Route de Casablanca, Marrakech",760 000
84 m²,2 chambres,2 sdbs,Étage 2,"Autre secteur, Marrakech",2 300 000
90 m²,2 chambres,2 sdbs,Étage 2,"Route de Casablanca, Marrakech",1 330 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
53 m²,2 chambres,2 sdbs,Étage 2,"Les Portes de Marrakech, Marrakech",380 000
48 m²,1 chambre,1 sdb,Étage 1,"Guéliz, Marrakech",1 296 000
52 m²,1 chambre,1 sdb,Étage 3,Marrakech,1 280 000
50 m²,1 chambre,1 sdb,Rez de chaussée,"Massira 1, Marrakech",39 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 189 000
90 m²,2 chambres,1 sdb,Rez de chaussée,"Azzouzia, Marrakech",780 000
50 m²,1 chambre,1 sdb,Étage 2,"Guéliz, Marrakech",1 200 000
74 m²,2 chambres,2 sdbs,Étage 4,"Hay Izdihar, Marrakech",100
63 m²,2 chambres,2 sdbs,Étage 3,"Azzouzia, Marrakech",500 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,735 000
82 m²,2 chambres,2 sdbs,Rez de chaussée,"Route de Safi, Marrakech",1 100 000
108 m²,3 chambres,2 sdbs,Étage 4,"Azzouzia, Marrakech",850 000
70 m²,2 chambres,1 sdb,Étage 1,"Allal El Fassi, Marrakech",850 000
107 m²,2 chambres,2 sdbs,Rez de chaussée,"Route de Casablanca, Marrakech",2 000 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
48 m²,1 chambre,1 sdb,Étage 3,"Azzouzia, Marrakech",400 000
73 m²,1 chambre,1 sdb,Rez de chaussée,"Guéliz, Marrakech",1 277 500
101 m²,2 chambres,2 sdbs,Étage 1,"Hay Izdihar, Marrakech",1 600 000
52 m²,1 chambre,1 sdb,Rez de chaussée,"Av Mohammed VI, Marrakech",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,844 600
53 m²,1 chambre,2 sdbs,Étage 4,"Av Abdelkrim El Khattabi, Marrakech",865 000
62 m²,2 chambres,1 sdb,Étage 2,"Hay Charaf, Marrakech",855 600
118 m²,2 chambres,2 sdbs,Rez de chaussée,"Agdal, Marrakech",1 800 000
64 m²,2 chambres,1 sdb,Not Specified,"Hay Izdihar, Marrakech",600 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,755 500
65 m²,1 chambre,2 sdbs,Étage 3,"Semlalia, Marrakech",1 235 000
62 m²,2 chambres,2 sdbs,Étage 3,"Les Portes de Marrakech, Marrakech",460 000
110 m²,2 chambres,2 sdbs,Étage 2,"M'Hamid, Marrakech",80
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 560 000
95 m²,2 chambres,2 sdbs,Étage 3,"Marrakech, Palmeraie",1 480 000
56 m²,1 chambre,2 sdbs,Étage 1,"Marrakech, Victor Hugo",1 160 000
Not Specified,2 chambres,2 sdbs,Rez de chaussée,"Marrakech, Agdal",2 600 000
141 m²,3 chambres,2 sdbs,Étage 1,"Route de Casablanca, Marrakech",2 990 000
Not Specified,2 chambres,2 sdbs,Étage 3,"Majorelle, Marrakech",1 650 000
155 m²,3 chambres,2 sdbs,Étage 1,"Guéliz, Marrakech",3 575 000
85 m²,2 chambres,1 sdb,Étage 3,"Guéliz, Marrakech",2 190 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,400 000
96 m²,2 chambres,1 sdb,Étage 1,"Issil, Marrakech",1 000 000
85 m²,2 chambres,2 sdbs,Étage 3,"Guéliz, Marrakech",2 190 000
130 m²,3 chambres,2 sdbs,Étage 2,"M'Hamid, Marrakech",920 000
97 m²,2 chambres,0 sdb,Étage 3,"Hivernage, Marrakech",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,770 000
Not Specified,3 chambres,2 sdbs,Étage 1,"Av Mohammed VI, Marrakech",2 400 000
Not Specified,2 chambres,0 sdb,Étage 2,"Autre secteur, Marrakech",700 000
118 m²,2 chambres,2 sdbs,Étage 4,"Issil, Marrakech",2 000 000
Not Specified,2 chambres,Not Specified,Étage 4,"Allal El Fassi, Marrakech",1 080 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,250 000
135 m²,3 chambres,2 sdbs,Étage 1,"Guéliz, Marrakech",3 000 000
Not Specified,2 chambres,Not Specified,Étage 4,"Ain Mezouar, Marrakech",540 000
Not Specified,2 chambres,1 sdb,Rez de chaussée,"Targa, Marrakech",520 000
63 m²,2 chambres,1 sdb,Étage 2,"Hay Charaf, Marrakech",820 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,798 000
Not Specified,2 chambres,Not Specified,Étage 3,"Sidi Abbad, Marrakech",1 100 000
70 m²,1 chambre,1 sdb,Rez de chaussée,"Route de Tahanaoute, Marrakech",150 000
Not Specified,2 chambres,0 sdb,Étage 1,"Guéliz, Marrakech",1 010 000
77 m²,1 chambre,1 sdb,Étage 2,"Av Mohammed VI, Marrakech",1 250 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,350 000
65 m²,2 chambres,1 sdb,Étage 2,"Mabrouka, Marrakech",650 000
140 m²,2 chambres,2 sdbs,Étage 2,"Route d'Amezmiz, Marrakech",3 000 000
113 m²,3 chambres,2 sdbs,Étage 3,"Hay Izdihar, Marrakech",1 520 000
91 m²,2 chambres,1 sdb,Étage 4,"Hay Izdihar, Marrakech",1 080 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 122 300
87 m²,2 chambres,1 sdb,Étage 5,"Route de Casablanca, Marrakech",680 000
Not Specified,2 chambres,1 sdb,Étage 1,"Route d'Amezmiz, Marrakech",550 000
Not Specified,2 chambres,1 sdb,Étage 1,"Route d'Amezmiz, Marrakech",550 000
75 m²,2 chambres,1 sdb,Rez de chaussée,"Ain Mezouar, Marrakech",660 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 019 000
Not Specified,2 chambres,1 sdb,Rez de chaussée,"Majorelle, Marrakech",Not Specified
Not Specified,2 chambres,Not Specified,Étage 1,"Daoudiate, Marrakech",850 000
146 m²,3 chambres,2 sdbs,Étage 1,"Hivernage, Marrakech",2 500 000
118 m²,2 chambres,2 sdbs,Étage 4,"Guéliz, Marrakech",3 000 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,630 000
125 m²,2 chambres,2 sdbs,Étage 1,"Route de Casablanca, Marrakech",Not Specified
133 m²,2 chambres,2 sdbs,Rez de chaussée,"Guéliz, Marrakech",1 903 000
Not Specified,1 chambre,Not Specified,Rez de chaussée,"Allal El Fassi, Marrakech",800 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,735 000
75 m²,2 chambres,1 sdb,Étage 5,"Marrakech, Victor Hugo",1 150 000
80 m²,2 chambres,1 sdb,Étage 4,"Marrakech, Guéliz",1 650 000
113 m²,4 chambres,3 sdbs,Étage 2,"Marrakech, Targa",11 000
50 m²,1 chambre,1 sdb,Étage 1,"Guéliz, Marrakech",9 200 000
58 m²,1 chambre,1 sdb,Rez de chaussée,"Guéliz, Marrakech",928 000
80 m²,2 chambres,1 sdb,Étage 4,"Allal El Fassi, Marrakech",4 500
109 m²,3 chambres,2 sdbs,Étage 2,"Guéliz, Marrakech",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Not Specified,2 chambres,1 sdb,Étage 2,"Guéliz, Marrakech",1 200 000
60 m²,2 chambres,2 sdbs,Étage 1,"Les Portes de Marrakech, Marrakech",450 000
Not Specified,Not Specified,Not Specified,Not Specified,"M'Hamid, Marrakech",88
Not Specified,2 chambres,2 sdbs,Rez de chaussée,"Guéliz, Marrakech",1 280 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 019 000
87 m²,2 chambres,2 sdbs,Étage 4,"Allal El Fassi, Marrakech",680 000
47 m²,2 chambres,1 sdb,Étage 4,"Allal El Fassi, Marrakech",600 000
81 m²,3 chambres,1 sdb,Étage 1,"Daoudiate, Marrakech",810 000
Not Specified,4 chambres,Not Specified,Étage 1,"Guéliz, Marrakech",2 100 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,400 000
60 m²,2 chambres,1 sdb,Étage 5,"Route de Casablanca, Marrakech",540 000
100 m²,1 chambre,Not Specified,Étage 3,"Hay Charaf, Marrakech",1 150 000
39 m²,1 chambre,1 sdb,Étage 3,"Ain Mezouar, Marrakech",420 000
Not Specified,3 chambres,Not Specified,Rez de chaussée,"Palmeraie, Marrakech",3 200 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,449 500
Not Specified,2 chambres,1 sdb,Étage 1,"M'Hamid, Marrakech",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,"Mabrouka, Marrakech",400 000
86 m²,2 chambres,1 sdb,Étage 3,"Guéliz, Marrakech",1 350 000
48 m²,1 chambre,0 sdb,Rez de chaussée,"Av Abdelkrim El Khattabi, Marrakech",880 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,250 000
64 m²,2 chambres,1 sdb,Étage 5,"M'Hamid, Marrakech",610 000
Not Specified,Not Specified,Not Specified,Not Specified,"M'Hamid, Marrakech",48 000 000
85 m²,2 chambres,2 sdbs,Étage 3,"M'Hamid, Marrakech",680 000
72 m²,2 chambres,2 sdbs,Étage 2,"Les Portes de Marrakech, Marrakech",600 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 209 900
50 m²,1 chambre,1 sdb,Étage 1,"Guéliz, Marrakech",1 480 000
206 m²,3 chambres,1 sdb,Rez de chaussée,"Allal El Fassi, Marrakech",1 700 000
52 m²,2 chambres,1 sdb,Étage 3,"Mabrouka, Marrakech",500 000
100 m²,2 chambres,2 sdbs,Étage 2,"Guéliz, Marrakech",1 300 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 135 000
90 m²,2 chambres,Not Specified,Étage 2,"Autre secteur, Marrakech",600
Not Specified,2 chambres,Not Specified,Étage 3,"Sanaoubar, Marrakech",750 000
Not Specified,2 chambres,2 sdbs,Étage 3,"Guéliz, Marrakech",1 900 000
70 m²,2 chambres,1 sdb,Étage 2,"Autre secteur, Marrakech",600 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,370 000
48 m²,1 chambre,1 sdb,Étage 4,"Hay Izdihar, Marrakech",400 000
39 m²,1 chambre,1 sdb,Étage 3,"Ain Mezouar, Marrakech",420 000
176 m²,2 chambres,2 sdbs,Rez de chaussée,"Semlalia, Marrakech",1 900 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,690 000
Not Specified,1 chambre,0 sdb,Rez de chaussée,"Marrakech, Route de Fès",790 000
139 m²,3 chambres,2 sdbs,Étage 5,"Marrakech, Guéliz",3 300 000
220 m²,3 chambres,5 sdbs,Étage 1,"Marrakech, Annakhil",3 200 000
114 m²,2 chambres,2 sdbs,Étage 1,"Agdal, Marrakech",2 500 000
78 m²,2 chambres,2 sdbs,Rez de chaussée,"Agdal, Marrakech",2 500 000
Not Specified,Not Specified,Not Specified,Not Specified,"M'Hamid, Marrakech",900 000
Not Specified,Not Specified,Not Specified,Not Specified,"M'Hamid, Marrakech",900 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 400 000
95 m²,2 chambres,2 sdbs,Étage 4,"Guéliz, Marrakech",2 000 000
92 m²,3 chambres,2 sdbs,Étage 1,"Les Portes de Marrakech, Marrakech",Not Specified
135 m²,2 chambres,2 sdbs,Rez de chaussée,"Route de Casablanca, Marrakech",1 350 000
72 m²,2 chambres,2 sdbs,Étage 1,"Autre secteur, Marrakech",570 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 189 000
72 m²,3 chambres,2 sdbs,Étage 2,"M'Hamid, Marrakech",680 000
Not Specified,2 chambres,2 sdbs,Étage 3,"Massira 3, Marrakech",500 000
59 m²,1 chambre,1 sdb,Étage 5,"Mabrouka, Marrakech",770 000
80 m²,3 chambres,2 sdbs,Étage 1,"M'Hamid, Marrakech",900 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 650 000
Not Specified,Not Specified,Not Specified,Not Specified,"Guéliz, Marrakech",19 000 000
56 m²,2 chambres,1 sdb,Étage 2,"Route de Tamansourt, Marrakech",230 000
85 m²,2 chambres,2 sdbs,Étage 4,"Av Abdelkrim El Khattabi, Marrakech",1 600 000
77 m²,2 chambres,2 sdbs,Étage 3,"Guéliz, Marrakech",20 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,350 000
71 m²,3 chambres,1 sdb,Étage 3,"M'Hamid, Marrakech",540 000
70 m²,2 chambres,2 sdbs,Étage 2,"Targa, Marrakech",700 000
60 m²,2 chambres,1 sdb,Étage 4,"Route de Casablanca, Marrakech",450 000
30 m²,1 chambre,1 sdb,Étage 1,"Guéliz, Marrakech",495 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,982 000
Not Specified,2 chambres,1 sdb,Étage 1,"Semlalia, Marrakech",1 100 000
58 m²,2 chambres,1 sdb,Rez de chaussée,"Azzouzia, Marrakech",400 000
Not Specified,Not Specified,Not Specified,Not Specified,"M'Hamid, Marrakech",480 000
103 m²,3 chambres,1 sdb,Étage 3,"Ain Mezouar, Marrakech",890 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,755 200
79 m²,2 chambres,1 sdb,Étage 3,"Guéliz, Marrakech",1 800 000
154 m²,3 chambres,3 sdbs,Étage 5,"Guéliz, Marrakech",2 650 000
Not Specified,1 chambre,1 sdb,Étage 4,"Guéliz, Marrakech",1 200 000
107 m²,2 chambres,1 sdb,Étage 1,"Palmeraie, Marrakech",1 000 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,560 000
92 m²,2 chambres,1 sdb,Étage 2,"Semlalia, Marrakech",1 100 000
107 m²,2 chambres,1 sdb,Rez de chaussée,"Route de Casablanca, Marrakech",1 900 000
0 m²,2 chambres,1 sdb,Étage 3,"Guéliz, Marrakech",Not Specified
68 m²,1 chambre,1 sdb,Étage 4,"Guéliz, Marrakech",1 130 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
68 m²,1 chambre,1 sdb,Étage 4,"Guéliz, Marrakech",1 135 000
69 m²,1 chambre,1 sdb,Étage 4,"Guéliz, Marrakech",1 380 000
70 m²,1 chambre,1 sdb,Étage 1,"Guéliz, Marrakech",1 780 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 533 000
Not Specified,2 chambres,1 sdb,Rez de chaussée,"Marrakech, Semlalia",1 650 000
220 m²,3 chambres,5 sdbs,Étage 1,"Marrakech, Annakhil",3 200 000
Not Specified,1 chambre,0 sdb,Rez de chaussée,"Marrakech, Route de Fès",790 000
46 m²,1 chambre,1 sdb,Étage 3,"Semlalia, Marrakech",21 000
66 m²,2 chambres,1 sdb,Étage 2,"Route d'Amezmiz, Marrakech",560 000
Not Specified,3 chambres,2 sdbs,Étage 1,"Route de Casablanca, Marrakech",1 800 000
Not Specified,2 chambres,2 sdbs,Étage 1,"Semlalia, Marrakech",1 650 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,968 000
98 m²,2 chambres,2 sdbs,Étage 2,"Route de Casablanca, Marrakech",1 672 636
Not Specified,2 chambres,2 sdbs,Étage 3,"Rouidat, Marrakech",2 300 000
49 m²,1 chambre,1 sdb,Étage 5,"Guéliz, Marrakech",1 200 000
52 m²,2 chambres,1 sdb,Rez de chaussée,"Es Saada, Marrakech",450 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,430 000
52 m²,2 chambres,1 sdb,Rez de chaussée,"Es Saada, Marrakech",450 000
90 m²,3 chambres,1 sdb,Étage 3,"Massira 2, Marrakech",700 000
201 m²,3 chambres,2 sdbs,Rez de chaussée,"Route de Casablanca, Marrakech",2 450 000
75 m²,2 chambres,1 sdb,Étage 2,"Azzouzia, Marrakech",620 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 485 000
Not Specified,2 chambres,0 sdb,Étage 2,"Massira, Marrakech",720 000
97 m²,4 chambres,2 sdbs,Rez de chaussée,"Hay Izdihar, Marrakech",1 500 000
100 m²,3 chambres,2 sdbs,Rez de chaussée,"Hivernage, Marrakech",3 720 000
55 m²,2 chambres,0 sdb,Étage 2,"Massira 2, Marrakech",400 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 505 000
60 m²,2 chambres,1 sdb,Étage 2,"Autre secteur, Marrakech",500 000
Not Specified,2 chambres,2 sdbs,Étage 1,"M'Hamid, Marrakech",450 000
64 m²,2 chambres,1 sdb,Étage 2,"M'Hamid, Marrakech",600 000
60 m²,2 chambres,1 sdb,Rez de chaussée,"Hay Charaf, Marrakech",530 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 160 000
76 m²,3 chambres,2 sdbs,Étage 2,"Mabrouka, Marrakech",740 000
45 m²,1 chambre,1 sdb,Étage 4,"Guéliz, Marrakech",1 200 000
68 m²,2 chambres,1 sdb,Étage 3,"Hay Izdihar, Marrakech",920 000
85 m²,2 chambres,1 sdb,Étage 1,"Autre secteur, Marrakech",380 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 242 000
112 m²,3 chambres,2 sdbs,Rez de chaussée,"Mabrouka, Marrakech",1 600 000
118 m²,2 chambres,2 sdbs,Étage 1,"M'Hamid, Marrakech",800 000
Not Specified,2 chambres,1 sdb,Rez de chaussée,"Route de Casablanca, Marrakech",1 900 000
45 m²,1 chambre,1 sdb,Étage 2,"Guéliz, Marrakech",1 150 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,250 000
68 m²,2 chambres,1 sdb,Étage 3,"Hay Izdihar, Marrakech",920 000
104 m²,3 chambres,2 sdbs,Étage 3,"Guéliz, Marrakech",1 360 000
45 m²,1 chambre,1 sdb,Étage 1,"Route de Casablanca, Marrakech",640 000
74 m²,2 chambres,1 sdb,Rez de chaussée,"Hivernage, Marrakech",1 100 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,400 000
90 m²,2 chambres,0 sdb,Étage 3,"Hay Izdihar, Marrakech",3 500
81 m²,2 chambres,1 sdb,Étage 5,"Massira 1, Marrakech",800 000
155 m²,2 chambres,3 sdbs,Rez de chaussée,"Autre secteur, Marrakech",1 270 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 427 900
95 m²,2 chambres,2 sdbs,Étage 3,"Marrakech, Palmeraie",1 480 000
113 m²,4 chambres,3 sdbs,Étage 2,"Marrakech, Targa",11 000
135 m²,3 chambres,2 sdbs,Rez de chaussée,"Marrakech, Majorelle",1 700 000
111 m²,2 chambres,1 sdb,Étage 1,"Guéliz, Marrakech",2 190 000
Not Specified,2 chambres,2 sdbs,Étage 1,"Route de Safi, Marrakech",800 000
60 m²,2 chambres,1 sdb,Étage 1,"Guéliz, Marrakech",580 000
Not Specified,1 chambre,1 sdb,Étage 3,"Mabrouka, Marrakech",420 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 160 000
60 m²,2 chambres,1 sdb,Étage 2,"Autre secteur, Marrakech",550 000
67 m²,2 chambres,1 sdb,Étage 4,"Guéliz, Marrakech",Not Specified
78 m²,2 chambres,2 sdbs,Étage 5,"Autre secteur, Marrakech",1 800 000
69 m²,2 chambres,2 sdbs,Étage 1,"Les Portes de Marrakech, Marrakech",540 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,943 000
68 m²,2 chambres,1 sdb,Étage 5,"Guéliz, Marrakech",1 100 000
54 m²,2 chambres,2 sdbs,Étage 1,"Mabrouka, Marrakech",800 000
104 m²,1 chambre,1 sdb,Étage 3,"Guéliz, Marrakech",1 380 000
58 m²,2 chambres,1 sdb,Étage 3,"Les Portes de Marrakech, Marrakech",600 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
130 m²,3 chambres,2 sdbs,Étage 2,"M'Hamid, Marrakech",920 000
Not Specified,3 chambres,2 sdbs,Rez de chaussée,"Allal El Fassi, Marrakech",1 200 000
70 m²,2 chambres,1 sdb,Étage 5,"Autre secteur, Marrakech",1 100 000
68 m²,2 chambres,2 sdbs,Étage 1,"Guéliz, Marrakech",1 145 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
90 m²,2 chambres,1 sdb,Rez de chaussée,"Route de Tamansourt, Marrakech",400 000
70 m²,2 chambres,1 sdb,Étage 4,"Guéliz, Marrakech",Not Specified
103 m²,2 chambres,0 sdb,Rez de chaussée,"Autre secteur, Marrakech",Not Specified
107 m²,2 chambres,2 sdbs,Étage 4,"Issil, Marrakech",1 600 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 242 000
Not Specified,2 chambres,2 sdbs,Étage 1,"Mabrouka, Marrakech",800 000
80 m²,2 chambres,2 sdbs,Étage 1,"Route de Safi, Marrakech",18 000
Not Specified,3 chambres,1 sdb,Étage 2,"Route de Tamansourt, Marrakech",70
70 m²,2 chambres,2 sdbs,Étage 2,"Targa, Marrakech",73
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,943 000
80 m²,2 chambres,1 sdb,Étage 2,"M'Hamid, Marrakech",400
Not Specified,2 chambres,1 sdb,Étage 4,"Hay Izdihar, Marrakech",750 000
Not Specified,2 chambres,2 sdbs,Étage 2,"Autre secteur, Marrakech",2 300 000
61 m²,2 chambres,1 sdb,Étage 2,"M'Hamid, Marrakech",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,222 000
57 m²,2 chambres,1 sdb,Étage 1,"M'Hamid, Marrakech",590 000
Not Specified,1 chambre,Not Specified,Rez de chaussée,"Route de Casablanca, Marrakech",400 000
39 m²,1 chambre,1 sdb,Étage 5,"Autre secteur, Marrakech",380 000
111 m²,5 chambres,1 sdb,Étage 1,"Guéliz, Marrakech",220 000 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,250 000
70 m²,1 chambre,1 sdb,Étage 1,"Route de Casablanca, Marrakech",1 250 000
63 m²,2 chambres,1 sdb,Étage 3,"Hay Izdihar, Marrakech",650 000
81 m²,2 chambres,1 sdb,Étage 5,"Massira 2, Marrakech",750 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 000 000
80 m²,2 chambres,1 sdb,Étage 4,"Marrakech, Guéliz",1 650 000
48 m²,1 chambre,1 sdb,Rez de chaussée,"Marrakech, Palmeraie",520 000
56 m²,1 chambre,2 sdbs,Étage 1,"Marrakech, Victor Hugo",1 160 000
145 m²,3 chambres,2 sdbs,Étage 4,"Guéliz, Marrakech",1 650 000
65 m²,2 chambres,1 sdb,Étage 3,"Socoma, Marrakech",600 000
64 m²,2 chambres,1 sdb,Étage 1,"Mabrouka, Marrakech",580 000
