surface,chambres,sdb,etage,location,prix
117 m²,2 chambres,2 sdbs,Étage 2,"Racine, Casablanca",2 550 000
66 m²,2 chambres,1 sdb,Étage 6,"Al Fida, Casablanca",580 000
172 m²,4 chambres,2 sdbs,Étage 1,"Californie, Casablanca",2 900 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,11 000
169 m²,2 chambres,2 sdbs,Étage 1,"Aïn Chock, Casablanca",2 800 000
335 m²,3 chambres,2 sdbs,Étage 6,"Sidi Belyout, Casablanca",2 300 000
86 m²,1 chambre,1 sdb,Rez de chaussée,"Les Princesses, Casablanca",1 460 000
107 m²,3 chambres,2 sdbs,Étage 5,"La Gironde, Casablanca",1 350 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,468 600
75 m²,2 chambres,2 sdbs,Rez de chaussée,"Californie, Casablanca",1 200 000
167 m²,3 chambres,3 sdbs,Étage 1,"2 Mars, Casablanca",1 990 000
106 m²,2 chambres,2 sdbs,Rez de chaussée,"Beauséjour, Casablanca",980 000
94 m²,2 chambres,2 sdbs,Étage 2,"Quartier des Hôpitaux, Casablanca",1 490 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2 270 000
Not Specified,2 chambres,1 sdb,Étage 4,"Oulfa, Casablanca",330 000
64 m²,2 chambres,2 sdbs,Étage 2,"Ferme Bretone, Casablanca",1 380 000
119 m²,3 chambres,2 sdbs,Étage 1,"Racine, Casablanca",2 350 000
Not Specified,1 chambre,1 sdb,Rez de chaussée,"Californie, Casablanca",855 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,250 000
Not Specified,2 chambres,1 sdb,Étage 4,"Ain Sebaa, Casablanca",720 000
52 m²,1 chambre,2 sdbs,Étage 1,"Ferme Bretone, Casablanca",24 000
53 m²,1 chambre,1 sdb,Étage 1,"Errahma, Casablanca",696 000
175 m²,4 chambres,2 sdbs,Étage 4,"Aïn Chock, Casablanca",2 034 500
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,250 000
61 m²,1 chambre,0 sdb,Étage 2,"Oasis, Casablanca",1 290 000
133 m²,3 chambres,2 sdbs,Étage 1,"2 Mars, Casablanca",2 000 000
209 m²,3 chambres,2 sdbs,Rez de chaussée,"Hay Hassani, Casablanca",1 100 000
Not Specified,2 chambres,2 sdbs,Étage 4,"Al Qods, Casablanca",985 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,830 000
95 m²,2 chambres,1 sdb,Étage 4,"Mers Sultan, Casablanca",800 000
158 m²,3 chambres,2 sdbs,Étage 4,"Mers Sultan, Casablanca",2 054 000
126 m²,2 chambres,2 sdbs,Étage 4,"Val Fleuri, Casablanca",1 450 000
194 m²,3 chambres,2 sdbs,Étage 4,"Maarif, Casablanca",2 600 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 143 300
100 m²,3 chambres,2 sdbs,Étage 5,"Roches Noires, Casablanca",11 500
55 m²,2 chambres,1 sdb,Rez de chaussée,"Errahma, Casablanca",320 000
Not Specified,2 chambres,1 sdb,Étage 6,"Abdelmoumen, Casablanca",1 490 000
198 m²,3 chambres,2 sdbs,Étage 2,"Quartier des Hôpitaux, Casablanca",2 550 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 337 500
51 m²,1 chambre,1 sdb,Étage 3,"Gauthier, Casablanca",750 000
Not Specified,1 chambre,2 sdbs,Étage 2,"Bachkou, Casablanca",915 000
65 m²,2 chambres,1 sdb,Étage 2,"Sidi Moumen, Casablanca",560 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,940 000
198 m²,3 chambres,2 sdbs,Étage 2,"Casablanca, Quartier des Hôpitaux",2 550 000
Not Specified,1 chambre,2 sdbs,Étage 2,"Casablanca, Bachkou",915 000
Not Specified,2 chambres,2 sdbs,Étage 1,"Casablanca, Palmier",1 320 000
42 m²,1 chambre,0 sdb,Étage 1,"Maarif, Casablanca",950 000
190 m²,4 chambres,3 sdbs,Étage 3,"Racine, Casablanca",3 800 000
97 m²,2 chambres,2 sdbs,Étage 2,"Ferme Bretone, Casablanca",1 900 000
Not Specified,1 chambre,1 sdb,Étage 2,"Palmier, Casablanca",1 250 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,7 000
74 m²,1 chambre,1 sdb,Étage 1,"Maarif, Casablanca",1 134 000
107 m²,3 chambres,2 sdbs,Étage 4,"Anfa, Casablanca",1 980 000
94 m²,2 chambres,2 sdbs,Étage 3,"Ferme Bretone, Casablanca",1 800 000
93 m²,3 chambres,2 sdbs,Étage 1,"Almaz, Casablanca",1 050 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 500 000
100 m²,2 chambres,2 sdbs,Étage 4,"Mers Sultan, Casablanca",1 300 000
142 m²,3 chambres,2 sdbs,Étage 4,"Anfa, Casablanca",1 200 000
110 m²,3 chambres,2 sdbs,Étage 2,"2 Mars, Casablanca",Not Specified
79 m²,2 chambres,1 sdb,Étage 4,"Roches Noires, Casablanca",890 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,465 000
165 m²,3 chambres,Not Specified,Étage 4,"Val Fleuri, Casablanca",1 900 000
77 m²,2 chambres,2 sdbs,Étage 3,"Sidi Bernoussi, Casablanca",780 000
121 m²,3 chambres,3 sdbs,Étage 1,"Aïn Diab, Casablanca",1 950 000
192 m²,3 chambres,2 sdbs,Étage 1,"Ain Sebaa, Casablanca",1 300 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 162 500
143 m²,2 chambres,2 sdbs,Rez de chaussée,"Palmier, Casablanca",2 120 000
79 m²,2 chambres,1 sdb,Rez de chaussée,"Maarif, Casablanca",1 125 000
97 m²,2 chambres,2 sdbs,Étage 3,"Ferme Bretone, Casablanca",1 940 000
Not Specified,1 chambre,1 sdb,Étage 1,"Franceville, Casablanca",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 950 000
34 m²,1 chambre,1 sdb,Étage 3,"Ferme Bretone, Casablanca",1 250 000
37 m²,1 chambre,1 sdb,Étage 1,"Oasis, Casablanca",995 000
154 m²,3 chambres,3 sdbs,Étage 1,"Beauséjour, Casablanca",Not Specified
39 m²,1 chambre,1 sdb,Étage 3,"Oasis, Casablanca",953 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,930 000
43 m²,1 chambre,1 sdb,Étage 4,"Beauséjour, Casablanca",1 260 000
173 m²,3 chambres,1 sdb,Étage 2,"Al Qods, Casablanca",1 360 000
130 m²,3 chambres,2 sdbs,Étage 3,"Al Qods, Casablanca",1 260 000
121 m²,2 chambres,Not Specified,Étage 1,"Maârif Extension, Casablanca",1 300 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 027 000
186 m²,3 chambres,3 sdbs,Étage 3,"Racine, Casablanca",2 480 000
117 m²,3 chambres,2 sdbs,Étage 3,"Maarif, Casablanca",1 860 000
Not Specified,1 chambre,2 sdbs,Étage 1,"Autre secteur, Casablanca",1 400 000
105 m²,3 chambres,2 sdbs,Rez de chaussée,"Almaz, Casablanca",970 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,750 000
115 m²,2 chambres,Not Specified,Rez de chaussée,"Ferme Bretone, Casablanca",1 954 000
138 m²,2 chambres,2 sdbs,Étage 6,"Gauthier, Casablanca",2 596 000
93 m²,2 chambres,2 sdbs,Étage 2,"Errahma, Casablanca",770 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,475 700
Not Specified,3 chambres,2 sdbs,Étage 2,"Casablanca, Quartier des Hôpitaux",1 990 000
105 m²,3 chambres,2 sdbs,Not Specified,"Casablanca, Sidi Bernoussi",975 000
Not Specified,1 chambre,1 sdb,Étage 1,"Casablanca, Casablanca Finance City",1 100 000
60 m²,1 chambre,1 sdb,Étage 1,"Oasis, Casablanca",1 422 000
54 m²,1 chambre,0 sdb,Étage 1,"Maârif Extension, Casablanca",1 170 000
76 m²,2 chambres,2 sdbs,Étage 3,"Roches Noires, Casablanca",770 000
68 m²,2 chambres,2 sdbs,Rez de chaussée,"Aïn Chock, Casablanca",934 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2 117 000
Not Specified,3 chambres,Not Specified,Rez de chaussée,"Les Princesses, Casablanca",2 600 000
82 m²,2 chambres,1 sdb,Rez de chaussée,"Maarif, Casablanca",1 140 000
66 m²,2 chambres,1 sdb,Rez de chaussée,"Hay Mohammadi, Casablanca",Not Specified
54 m²,2 chambres,1 sdb,Étage 3,"Oulfa, Casablanca",45 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,391 500
Not Specified,2 chambres,2 sdbs,Étage 3,"Al Qods, Casablanca",840 000
148 m²,3 chambres,2 sdbs,Étage 15,"Palmier, Casablanca",2 400 000
Not Specified,3 chambres,2 sdbs,Étage 5,"La Gironde, Casablanca",2 500 000
Not Specified,3 chambres,2 sdbs,Étage 7,"Abdelmoumen, Casablanca",1 300 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 962 000
56 m²,2 chambres,1 sdb,Étage 4,"Oulfa, Casablanca",800 000
93 m²,2 chambres,2 sdbs,Étage 2,"Errahma, Casablanca",770 000
60 m²,1 chambre,1 sdb,Étage 4,"Palmier, Casablanca",1 120 000
59 m²,1 chambre,1 sdb,Étage 1,"Palmier, Casablanca",1 300 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,890 000
55 m²,2 chambres,2 sdbs,Étage 1,"Ferme Bretone, Casablanca",1 200 000
103 m²,2 chambres,1 sdb,Étage 2,"Maarif, Casablanca",1 610 000
52 m²,2 chambres,1 sdb,Étage 4,"Sidi Bernoussi, Casablanca",340 000
Not Specified,3 chambres,Not Specified,Étage 3,"Racine, Casablanca",5 400 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 609 000
85 m²,2 chambres,2 sdbs,Étage 2,"Ain Sebaa, Casablanca",920 000
Not Specified,2 chambres,1 sdb,Étage 3,"Oulfa, Casablanca",500 000
125 m²,3 chambres,2 sdbs,Étage 7,"Aïn Borja, Casablanca",1 500 000
78 m²,2 chambres,2 sdbs,Rez de chaussée,"Ain Sebaa, Casablanca",897 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 248 000
85 m²,2 chambres,2 sdbs,Étage 3,"Hay Hassani, Casablanca",880 000
79 m²,2 chambres,2 sdbs,Étage 2,"Les Princesses, Casablanca",2 158 000
95 m²,2 chambres,3 sdbs,Étage 5,"Abdelmoumen, Casablanca",2 340 000
77 m²,2 chambres,2 sdbs,Étage 2,"Ain Sebaa, Casablanca",835 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 630 600
133 m²,3 chambres,2 sdbs,Étage 4,"Gauthier, Casablanca",1 850 000
48 m²,1 chambre,1 sdb,Rez de chaussée,"Oulfa, Casablanca",400 000
116 m²,2 chambres,2 sdbs,Étage 3,"Oasis, Casablanca",1 700 000
87 m²,2 chambres,2 sdbs,Étage 2,"Beauséjour, Casablanca",1 000 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 950 000
173 m²,3 chambres,2 sdbs,Étage 3,"Belvédère, Casablanca",2 500 000
Not Specified,3 chambres,1 sdb,Étage 1,"Oulfa, Casablanca",680 000
Not Specified,2 chambres,Not Specified,Étage 5,"Quartier des Hôpitaux, Casablanca",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
99 m²,3 chambres,1 sdb,Étage 1,"Casablanca, Aïn Chock",900 000
129 m²,2 chambres,3 sdbs,Étage 1,"Casablanca, Aïn Diab",1 820 000
61 m²,1 chambre,0 sdb,Étage 2,"Casablanca, Oasis",1 290 000
80 m²,2 chambres,1 sdb,Étage 1,"Autre secteur, Casablanca",28
111 m²,3 chambres,2 sdbs,Étage 4,"Aïn Borja, Casablanca",1 248 000
109 m²,2 chambres,2 sdbs,Étage 4,"Salmia, Casablanca",600 000
56 m²,2 chambres,1 sdb,Étage 2,"Oulfa, Casablanca",3 600 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,945 000
Not Specified,2 chambres,2 sdbs,Étage 7,"Bourgogne, Casablanca",1 400 000
141 m²,3 chambres,2 sdbs,Étage 2,"Abdelmoumen, Casablanca",Not Specified
194 m²,3 chambres,3 sdbs,Étage 3,"C.I.L, Casablanca",3 200 000
189 m²,4 chambres,2 sdbs,Étage 7,"2 Mars, Casablanca",2 268 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,564 800
Not Specified,2 chambres,1 sdb,Étage 4,"Errahma, Casablanca",390 000
Not Specified,3 chambres,3 sdbs,Étage 6,"Maarif, Casablanca",1 650 000
69 m²,2 chambres,1 sdb,Étage 1,"Aïn Borja, Casablanca",680 000
Not Specified,3 chambres,2 sdbs,Étage 2,"Sidi Othmane, Casablanca",1 540 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,890 000
156 m²,2 chambres,3 sdbs,Étage 5,"Quartier des Hôpitaux, Casablanca",2 100 000
45 m²,1 chambre,1 sdb,Étage 3,"Palmier, Casablanca",1 150 000
100 m²,2 chambres,2 sdbs,Étage 3,"Anfa, Casablanca",20 000
Not Specified,3 chambres,2 sdbs,Étage 1,"Autre secteur, Casablanca",750 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 236 000
88 m²,2 chambres,2 sdbs,Étage 2,"Autre secteur, Casablanca",800 000
Not Specified,3 chambres,2 sdbs,Étage 2,"Quartier des Hôpitaux, Casablanca",1 990 000
57 m²,1 chambre,1 sdb,Étage 3,"Gauthier, Casablanca",1 570 000
65 m²,2 chambres,2 sdbs,Étage 2,"Derb Omar, Casablanca",895 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,600 000
58 m²,1 chambre,Not Specified,Étage 1,"Hay Rajaa, Casablanca",620 000
240 m²,2 chambres,0 sdb,Rez de chaussée,"Route d'Azemmour, Casablanca",700 000
52 m²,1 chambre,2 sdbs,Étage 3,"Derb Omar, Casablanca",800 000
70 m²,2 chambres,2 sdbs,Étage 3,"Florida, Casablanca",790 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 037 000
240 m²,3 chambres,2 sdbs,Étage 1,"2 Mars, Casablanca",Not Specified
137 m²,3 chambres,2 sdbs,Étage 3,"Les Princesses, Casablanca",3 472 250
197 m²,4 chambres,2 sdbs,Étage 1,"Mers Sultan, Casablanca",2 500 000
Not Specified,2 chambres,2 sdbs,Étage 1,"Palmier, Casablanca",1 320 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 815 080
79 m²,3 chambres,2 sdbs,Étage 2,"Ain Sebaa, Casablanca",948 000
85 m²,2 chambres,2 sdbs,Étage 2,"Oasis, Casablanca",1 570 000
Not Specified,1 chambre,1 sdb,Étage 1,"Les Princesses, Casablanca",1 300 000
127 m²,3 chambres,1 sdb,Étage 2,"Al Fida, Casablanca",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,882 300
41 m²,1 chambre,1 sdb,Étage 1,"Roches Noires, Casablanca",640 000
Not Specified,4 chambres,2 sdbs,Étage 1,"Belvédère, Casablanca",860 000
78 m²,2 chambres,1 sdb,Étage 3,"Salmia, Casablanca",460 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2 227 500
Not Specified,2 chambres,2 sdbs,Étage 3,"Casablanca, Al Qods",840 000
Not Specified,3 chambres,2 sdbs,Étage 1,"Casablanca, Maarif",1 760 000
55 m²,2 chambres,1 sdb,Étage 6,"Casablanca, Errahma",380 000
87 m²,1 chambre,1 sdb,Étage 5,"Maarif, Casablanca",1 500 000
120 m²,3 chambres,2 sdbs,Étage 4,"Sidi Maarouf, Casablanca",1 250 000
47 m²,1 chambre,1 sdb,Étage 1,"Ferme Bretone, Casablanca",1 010 500
172 m²,3 chambres,2 sdbs,Étage 3,"Val Fleuri, Casablanca",2 400 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 680 000
Not Specified,2 chambres,2 sdbs,Étage 1,"Maarif, Casablanca",980 000
Not Specified,2 chambres,2 sdbs,Étage 1,"Les Princesses, Casablanca",1 490 000
53 m²,1 chambre,1 sdb,Étage 6,"La Gironde, Casablanca",520 000
153 m²,3 chambres,2 sdbs,Étage 1,"Maarif, Casablanca",1 850 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
112 m²,3 chambres,2 sdbs,Étage 1,"Ain Sebaa, Casablanca",945 000
60 m²,1 chambre,1 sdb,Étage 3,"Abdelmoumen, Casablanca",1 050 000
110 m²,3 chambres,2 sdbs,Rez de chaussée,"Aïn Chock, Casablanca",1 480 000
47 m²,1 chambre,1 sdb,Étage 1,"Oasis, Casablanca",1 100 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,11 000
50 m²,2 chambres,1 sdb,Rez de chaussée,"Oulfa, Casablanca",490 000
180 m²,3 chambres,2 sdbs,Étage 6,"Belvédère, Casablanca",142 000 000
108 m²,3 chambres,2 sdbs,Étage 2,"Oulfa, Casablanca",1 180 000
Not Specified,2 chambres,2 sdbs,Étage 3,"La Gironde, Casablanca",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,544 000
114 m²,2 chambres,2 sdbs,Étage 2,"Ben Ejdia, Casablanca",13 000
86 m²,2 chambres,2 sdbs,Étage 1,"Ain Sebaa, Casablanca",896 500
73 m²,1 chambre,1 sdb,Étage 1,"Derb Omar, Casablanca",880 000
Not Specified,3 chambres,2 sdbs,Étage 1,"Abdelmoumen, Casablanca",1 500
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,920 000
Not Specified,2 chambres,2 sdbs,Étage 5,"Derb Ghallef, Casablanca",850 000
Not Specified,3 chambres,2 sdbs,Étage 1,"Quartier des Hôpitaux, Casablanca",2 490 000
56 m²,1 chambre,1 sdb,Étage 3,"Sidi Belyout, Casablanca",840 000
Not Specified,3 chambres,3 sdbs,Étage 10,"Casablanca Finance City, Casablanca",5 000 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 165 000
66 m²,2 chambres,1 sdb,Étage 1,"Oasis, Casablanca",1 588 000
90 m²,3 chambres,2 sdbs,Étage 2,"Maârif Extension, Casablanca",1 710 000
117 m²,3 chambres,1 sdb,Rez de chaussée,"Ferme Bretone, Casablanca",2 390 575
79 m²,2 chambres,2 sdbs,Étage 1,"Errahma, Casablanca",907 600
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 300 000
74 m²,2 chambres,2 sdbs,Étage 1,"Derb Ghallef, Casablanca",1 221 000
144 m²,3 chambres,2 sdbs,Étage 2,"Quartier des Hôpitaux, Casablanca",1 850 000
154 m²,3 chambres,2 sdbs,Étage 4,"Maarif, Casablanca",2 500 000
55 m²,1 chambre,1 sdb,Étage 2,"Abdelmoumen, Casablanca",1 360 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,250 000
155 m²,3 chambres,1 sdb,Rez de chaussée,"Les Princesses, Casablanca",4 357 000
Not Specified,3 chambres,Not Specified,Rez de chaussée,"Sidi Belyout, Casablanca",14 800 000
99 m²,3 chambres,2 sdbs,Étage 4,"Oulfa, Casablanca",1 000 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 218 000
Not Specified,2 chambres,2 sdbs,Étage 1,"Casablanca, Palmier",1 320 000
65 m²,2 chambres,2 sdbs,Étage 1,"Casablanca, Sidi Moumen",570 000
242 m²,3 chambres,3 sdbs,Étage 1,"Casablanca, Oasis",3 700 000
51 m²,3 chambres,1 sdb,Rez de chaussée,"Autre secteur, Casablanca",500 000
Not Specified,3 chambres,2 sdbs,Étage 1,"Californie, Casablanca",Not Specified
Not Specified,3 chambres,2 sdbs,Étage 4,"Maârif Extension, Casablanca",1 520 000
72 m²,2 chambres,2 sdbs,Étage 1,"Sidi Moumen, Casablanca",700 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2 750 000
159 m²,2 chambres,2 sdbs,Étage 2,"Hay Hassani, Casablanca",1 300 000
107 m²,3 chambres,2 sdbs,Étage 1,"Aïn Chock, Casablanca",12 000
120 m²,3 chambres,1 sdb,Étage 1,"Maarif, Casablanca",2 000 000
105 m²,3 chambres,2 sdbs,Not Specified,"Sidi Bernoussi, Casablanca",975 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 800 000
55 m²,2 chambres,1 sdb,Étage 6,"Errahma, Casablanca",380 000
134 m²,3 chambres,2 sdbs,Étage 2,"Anfa, Casablanca",1 999 999
62 m²,1 chambre,1 sdb,Étage 1,"Maârif Extension, Casablanca",1 150 000
75 m²,2 chambres,2 sdbs,Étage 5,"Roches Noires, Casablanca",1 020 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 050 000
59 m²,1 chambre,2 sdbs,Étage 1,"Bachkou, Casablanca",1 000 000
86 m²,3 chambres,1 sdb,Étage 2,"Hay Hassani, Casablanca",840 000
48 m²,1 chambre,1 sdb,Étage 2,"Hay Hassani, Casablanca",1 100 000
62 m²,2 chambres,2 sdbs,Étage 2,"Abdelmoumen, Casablanca",1 430 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,940 000
Not Specified,1 chambre,1 sdb,Étage 1,"Les Princesses, Casablanca",1 300 000
87 m²,2 chambres,2 sdbs,Étage 2,"Ain Sebaa, Casablanca",1 060 000
200 m²,3 chambres,3 sdbs,Étage 3,"Triangle d'Or, Casablanca",2 950 000
138 m²,3 chambres,3 sdbs,Étage 2,"Maarif, Casablanca",1 800 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 800 000
85 m²,2 chambres,1 sdb,Étage 3,"Sidi Belyout, Casablanca",900 000
91 m²,3 chambres,1 sdb,Rez de chaussée,"Aïn Chock, Casablanca",800 000
48 m²,1 chambre,1 sdb,Étage 3,"Abdelmoumen, Casablanca",1 140 000
171 m²,3 chambres,3 sdbs,Étage 2,"Maarif, Casablanca",2 686 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 500 000
126 m²,2 chambres,2 sdbs,Étage 7,"Maarif, Casablanca",1 600 000
Not Specified,1 chambre,1 sdb,Étage 1,"Franceville, Casablanca",1 250 000
95 m²,2 chambres,2 sdbs,Étage 4,"Maarif, Casablanca",1 350 000
90 m²,2 chambres,2 sdbs,Étage 1,"Aïn Chock, Casablanca",1 265 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,882 300
71 m²,2 chambres,1 sdb,Étage 4,"Sidi Bernoussi, Casablanca",547 681
182 m²,4 chambres,2 sdbs,Étage 4,"Sidi Belyout, Casablanca",2 700 000
133 m²,2 chambres,1 sdb,Étage 5,"Aïn Borja, Casablanca",1 380 000
89 m²,2 chambres,1 sdb,Étage 1,"Gauthier, Casablanca",2 070 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
123 m²,3 chambres,2 sdbs,Étage 1,"Maârif Extension, Casablanca",1 220 000
54 m²,2 chambres,1 sdb,Étage 1,"Oulfa, Casablanca",390 000
Not Specified,1 chambre,1 sdb,Étage 1,"Palmier, Casablanca",1 250 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,645 750
62 m²,1 chambre,1 sdb,Étage 4,"Casablanca, Al Qods",645 000
198 m²,3 chambres,2 sdbs,Étage 2,"Casablanca, Quartier des Hôpitaux",2 550 000
74 m²,2 chambres,0 sdb,Étage 3,"Casablanca, Hay Moulay Rachid",440 000
91 m²,3 chambres,2 sdbs,Étage 2,"Ain Sebaa, Casablanca",1 086 000
85 m²,3 chambres,2 sdbs,Étage 4,"C.I.L, Casablanca",1 650 000
Not Specified,2 chambres,1 sdb,Étage 1,"Oulfa, Casablanca",430 000
44 m²,1 chambre,1 sdb,Étage 4,"Ain Sebaa, Casablanca",528 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,745 500
59 m²,2 chambres,2 sdbs,Étage 3,"Ain Sebaa, Casablanca",708 000
130 m²,3 chambres,0 sdb,Étage 9,"Autre secteur, Casablanca",1 150 000
58 m²,2 chambres,1 sdb,Étage 1,"Ain Sebaa, Casablanca",400 000
157 m²,2 chambres,2 sdbs,Not Specified,"Maarif, Casablanca",1 700 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,925 000
52 m²,1 chambre,1 sdb,Étage 1,"Maarif, Casablanca",1 000 000
Not Specified,Not Specified,Not Specified,Not Specified,Casablanca,260 000
50 m²,2 chambres,1 sdb,Étage 4,"Oulfa, Casablanca",270 000
Not Specified,2 chambres,1 sdb,Étage 3,"Sidi Bernoussi, Casablanca",460 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,3 550 000
143 m²,3 chambres,2 sdbs,Étage 3,"Californie, Casablanca",2 130 000
47 m²,1 chambre,1 sdb,Étage 1,"Oasis, Casablanca",7 500
98 m²,3 chambres,2 sdbs,Rez de chaussée,"Oulfa, Casablanca",1 100 000
Not Specified,3 chambres,3 sdbs,Étage 3,"Les Princesses, Casablanca",2 500 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,670 000
76 m²,1 chambre,2 sdbs,Étage 4,"La Gironde, Casablanca",880 000
192 m²,3 chambres,2 sdbs,Étage 1,"Californie, Casablanca",2 880 000
46 m²,1 chambre,1 sdb,Étage 1,"Al Qods, Casablanca",320 000
100 m²,2 chambres,2 sdbs,Étage 1,"Ain Sebaa, Casablanca",1 050 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,465 000
87 m²,2 chambres,2 sdbs,Étage 4,"Ain Sebaa, Casablanca",895 000
Not Specified,2 chambres,1 sdb,Étage 4,"Sidi Moumen, Casablanca",Not Specified
84 m²,2 chambres,1 sdb,Étage 2,"Sidi Bernoussi, Casablanca",540 000
122 m²,3 chambres,2 sdbs,Étage 1,"Abdelmoumen, Casablanca",1 600 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,762 500
55 m²,2 chambres,1 sdb,Étage 1,"Sidi Bernoussi, Casablanca",360 000
55 m²,2 chambres,1 sdb,Étage 1,"Errahma, Casablanca",360 000
93 m²,2 chambres,2 sdbs,Étage 5,"Roches Noires, Casablanca",1 100 000
87 m²,3 chambres,1 sdb,Étage 2,"Maarif, Casablanca",124 000 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,637 500
40 m²,1 chambre,1 sdb,Étage 4,"Belvédère, Casablanca",690 000
Not Specified,Not Specified,Not Specified,Not Specified,"Ain Sebaa, Casablanca",Not Specified
56 m²,2 chambres,1 sdb,Étage 4,"Sidi Moumen, Casablanca",Not Specified
95 m²,2 chambres,1 sdb,Étage 1,"Aïn Diab, Casablanca",2 650 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1 885 000
106 m²,3 chambres,3 sdbs,Étage 4,"Ain Sebaa, Casablanca",1 080 000
126 m²,3 chambres,2 sdbs,Étage 3,"Ain Sebaa, Casablanca",1 400 000
60 m²,3 chambres,1 sdb,Étage 1,"Sidi Bernoussi, Casablanca",500 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,11 000
Not Specified,2 chambres,1 sdb,Étage 6,"Casablanca, Abdelmoumen",1 490 000
65 m²,2 chambres,2 sdbs,Étage 1,"Casablanca, Sidi Moumen",570 000
141 m²,3 chambres,2 sdbs,Étage 2,"Casablanca, Abdelmoumen",Not Specified
72 m²,2 chambres,1 sdb,Étage 1,"Hay Hassani, Casablanca",760 000
62 m²,2 chambres,1 sdb,Étage 3,"Hay Hassani, Casablanca",450 000
62 m²,2 chambres,1 sdb,Étage 3,"Hay Hassani, Casablanca",45
Not Specified,2 chambres,2 sdbs,Étage 2,"Californie, Casablanca",1 400 000
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,900 000
100 m²,2 chambres,2 sdbs,Étage 1,"Oulfa, Casablanca",125
